id,date_accessed,phase,region,source_type,source_name,source_url,quote_verbatim,language,summary_cs,relates_to_rq,relates_to_hypothesis,notes
EK2-001,2026-09-06,12,CZ,marketplace,"E-ZAK Brno-střed – VZ 2026_02 Správa webových stránek, sociálních sítí a mobilní aplikace pro MČ Brno-střed (Příloha č. 1 Technická specifikace)",https://zakazky.brno-stred.cz/contract_display_2528.html,"Poskytovatel je povinen dodržet všechny záležitosti týkající se GDPR, včetně ""cookies dialogu"" a měřících kódů pro webovou analytiku (Google Analytics, MS Clarity, Meta Pixel) v souladu s platnou legislativou. (...) Nastavení analytických nástrojů (Google Analytics, Tag Manager, MS clarity).",cs,"Zadavatel (MČ Brno-střed) nakupuje spravu tri webu + socialnich siti + mobilni aplikace jako jeden balik; mereni (GA, GTM, Clarity, Meta Pixel) je uvnitr jako dve odrazky, ne jako samostatna polozka. Doklad, ze ve verejne zakazce se sprava mereni neprodava samostatne, ale jako radek v udrzbe webu.",RQ4;RQ6,H5,"Zadávací dokumentace verejne ke stazeni bez registrace; PDF Priloha c. 1, 10 stran"
EK2-002,2026-09-06,12,CZ,marketplace,"E-ZAK Brno-střed – Smlouva o poskytování služeb, správě a rozvoji digitálních kanálů (příloha zakázky 2026_02)",https://zakazky.brno-stred.cz/contract_display_2528.html,"V případě poruchy nebo požadavku na změnu platí následující reakční doby (SLA): Kritická – web, aplikace: web je nedostupný (...) Reakční doba do 1 hodiny, doba k odstranění do 4 hodin. Střední – web, aplikace: dílčí funkce nefunguje (...) do 8 hodin / do 1 pracovního dne. Malá – web, aplikace: textová oprava, změna obrázku, přidání informací: do 1 pracovního dne / do 2 pracovních dnů. (...) V případě prodlení poskytovatele s potvrzením přijetí požadavku (Reakční doba) nebo s odstraněním vady (...) je Poskytovatel povinen zaplatit Objednateli smluvní pokutu ve výši 1.000 Kč za každou i započatou hodinu prodlení",cs,"Ceska verejna smlouva na spravu digitalnich kanalu ma trojstupnovou SLA tabulku (1 h / 8 h / 1 prac. den reakce) a penale 1 000 Kc za kazdou zapocatou hodinu prodleni. Prvni doloženy cesky priklad SLA s finanční sankcí u sluzby, ktera zahrnuje i mereni.",RQ2;RQ4,H4,"Soubor Smlouva_rg.docx, cl. X; kredity/penale = odpoved na mezeru C4 (pravni vrstva)"
EK2-003,2026-09-06,12,CZ,marketplace,"E-ZAK Brno-střed – Smlouva 2026_02, čl. Cena a platební podmínky",https://zakazky.brno-stred.cz/contract_display_2528.html,"Za webové stránky Hodinová cena činí: 990 Kč bez DPH (...) Za správu sociálních sítí Hodinová cena činí 790 Kč bez DPH (...) Maximální finanční limit pro plnění dle této smlouvy je stanoven na 2 mil. Kč bez DPH. (...) Cena za realizaci předmětu smlouvy bude hrazena na základě měsíčních faktur (...) Přílohou faktury musí být report prací (výkaz prací), který bude před proplacením faktury odsouhlasen objednatelem. Bez reportu prací je faktura neplatná. Vzor reportu prací poskytne objednatel.",cs,"REALNE ZAPLACENA ceska sazba za spravu webu vcetne merici vrstvy: 990 Kc/h bez DPH (web) a 790 Kc/h (socialni site), strop 2 mil. Kc. Fakturuje se mesicne a povinnou prilohou je vykaz praci podle vzoru zadavatele - artefakt dodavky je smluvne vynucen.",RQ1;RQ4,H3,"Nikoli cenikova cena 'od', ale sazba v podepsane smlouve po soutezi"
EK2-004,2026-09-06,12,EU,marketplace,"TED 150247-2025 – European Commission, Publications Office: Managed services: Digital analytics (oznámení o výsledku)",https://ted.europa.eu/en/notice/-/detail/150247-2025,"The objective of the procurement procedure is to procure managed services related to Digital analytics. The contractor should be able to provide the entire set of managed services, namely: 1. Service management, 2. Project services, 3. Takeover, 4. Handover and 5. Other services.",en,"Urad pro publikace EU souteží MANAGED SERVICE pro digitalni analytiku jako samostatnou zakazku: 3 000 000 EUR na 48 mesicu, vitezove MANAGING INNOVATION STRATEGIES SLL a SARENET SA (podepsano 2025-03). Nejtvrdsi verejny dukaz, ze kontinualni sprava mereni JE samostatne nakupovatelna kategorie - jen u velmi velkeho zadavatele.",RQ4;RQ6,H5,"CPV 72000000, 72322000, 72400000, 72510000; predchudce AO 10734 z 2018 mel 2 400 000 EUR a jmenoval se doslova 'Digital Analytics and Website Monitoring'"
EK2-005,2026-09-06,12,EU,marketplace,TED 533843-2018 – Publications Office of the European Union: AO 10734 Managed Service: Digital Analytics and Website Monitoring,https://ted.europa.eu/en/notice/-/detail/533843-2018,AO 10734 Managed Service: Digital Analytics and Website Monitoring,en,Nazev zakazky z roku 2018 spojuje doslova 'digital analytics' a 'website monitoring' do jedne rizene sluzby za 2 400 000 EUR. Ceska formulace 'hlidame vam mereni' ma tedy verejnou evropskou obdobu uz od 2018 - neni to novy vynalez ani prazdna pozice.,RQ2;RQ4,H4,"Ozn. o vysledku 233265-2019, tataz hodnota 2 400 000 EUR; doba plneni z TED API nedostupna"
EK2-006,2026-09-06,12,EU,marketplace,"TED 535748-2024 – Wit-Gele Kruis van Vlaanderen VZW: Raamovereenkomst Webdesign, hosting en onderhoud / SEO / Online advertising / Web analytics, Tag Manager en dashboarding",https://ted.europa.eu/en/notice/-/detail/535748-2024,"De dienstverlener van dit perceel heeft een uitgebreide kennis van web analytics (niet enkel Google Analytics), Tag managers en dashboarding-mogelijkheden. Op basis van deze achtergrond helpt hij het Wit-Gele Kruis met het maken van de juiste analyses. Hij kan zelf de nodige technische instellingen opzetten of weet hoe hij het webbureau hierover moet briefen.",nl,"Belgicky zadavatel rozdelil ramcovou dohodu na 4 casti a mereni dal jako SAMOSTATNOU cast 'Analytics & Dashboarding websites' se stropem 300 000 EUR (proti 2 000 000 EUR na webdesign+hosting+udrzbu, 350 000 na SEO a 650 000 na online advertising). Vyhral specializovany analyticky dodavatel MULTIMINDS BV. Popis casti odpovida kodum A2, A4, C1, F1, F5, H1.",RQ3;RQ4,H1;H5,"tender-value v oznameni: 43047,00 (cast 1) a 180,00 / 180,00 / 190,00 (casti 2-4) - u casti 2-4 jde radove o hodinovou sazbu v EUR, TED jednotku neuvadi; interpretovat opatrne"
EK2-007,2026-09-06,12,EU,marketplace,TED 271402-2024 / 470804-2024 – Stadtwerke Lübeck Gruppe GmbH: Rahmenvertrag digital analytics,https://ted.europa.eu/en/notice/-/detail/271402-2024,"13. Kapitel 1 - Strategische Beratung im Bereich Digital Analytics: Nachweis von Referenzen der letzten 2 Jahre unter der Verwendung von Google Analytics (...) 14. Kapitel 3 - Tag-Management Systeme: Nachweis von Referenzen der letzten 2 Jahre der Tag-Manager-Integration sowie Wartung von Bestell- bzw. Formularstrecken, Websites oder Apps in Google Analytics Trackinglösungen (...) 16. Nachweise / Zertifikate für Google Big Query insbesondere mit Fokus auf die Arbeit mit den Google Analytics Rohdaten 17. Nachweise / Zertifikate für Google Tag Manager und / oder Java-Script Fähigkeiten 18. Nachweis über mindestens zwei Mitarbeitende mit Google Analytics Zertifizierung IQ 19. Bestätigung regelmäßiger Vor-Ort-Termine 20. Deutsche Sprache als Projektsprache",de,"Nemecke mestske sluzby (Stadtwerke Lübeck) soutezi ramcovou smlouvu 'digital analytics' na 48 mesicu; kvalifikace pozaduje reference na GA4, UDRZBU tag-manageru objednavkovych a formularovych trass, certifikaty na BigQuery s durazem na surova GA data, GTM/JavaScript, dva lidi s GA IQ a pravidelne osobni schuzky. Presne slozeni sluzby, kterou DataLayer.cz navrhuje. Vitez ReachLab GmbH. Hodnota nezverejnena.",RQ3;RQ4,H1,CPV 72416000; doba plneni 48 mesicu; hodnota v oznameni o vysledku neuvedena ('siehe Leistungsverzeichnis')
EK2-008,2026-09-06,12,EU,marketplace,TED 673241-2023 – Raidió Teilifís Éireann (RTÉ): 23P006 RTÉ Digital Analytics,https://ted.europa.eu/en/notice/-/detail/673241-2023,"RTÉ is seeking a digital analytics solution that allows it to measure events, interactions and content consumption across a range of digital platforms, including websites, mobile apps and connected TV apps. The solution will capture these events, process the raw data and provide a platform for RTÉ staff to view and analyse audience behaviour. This tender is a repeat tender and these services and/or products have been purchased previously under other contracts.",en,"Irska verejnopravni televize nakupuje digital analytics jako opakovanou zakazku za 650 000 EUR (CPV 72316000 analyza dat, 72322000 sprava dat). Duraz je na RESENI + platformu, ne na kontinualni lidskou spravu - typicky vzorec: velky zadavatel kupuje nastroj, ne sluzbu.",RQ4;RQ6,H5,"'repeat tender' - sluzba se opakuje, tj. jde o trvalou polozku rozpoctu"
EK2-009,2026-09-06,12,EU,marketplace,TED 112491-2025 – Veikkaus Oy: Digital Analytics Development konsultti,https://ted.europa.eu/en/notice/-/detail/112491-2025,"Hankinnalla tavoitellaan kahta teknistä web analyytikkoa, joiden tehtävänä on toimia osana digitaalisen kehityksen ja markkinoinnin moniosaajatiimejä. (...) Yksi toimittaja voi tarjota enintään kahta asiantuntijaa.",fi,"Finska loterijni spolecnost Veikkaus nesouteži sluzbu, ale DVA TECHNICKE WEB ANALYTIKY jako externi kapacitu do vlastnich tymu. Tretí opakovany vzorec u velkych zadavatelu: mereni se nakupuje jako clovekohodiny role, ne jako produkt s pausalem.",RQ4;RQ6,H5,"CPV 72200000, 72300000"
EK2-010,2026-09-06,12,EU,marketplace,TED 394110-2024 – Schweizerische Bundesbahnen SBB: Digital Analytics Tool,https://ted.europa.eu/en/notice/-/detail/394110-2024,"Gesucht wird ein Lieferant für die Integration, die Initialschulung und den Betrieb (SaaS) eines Digital Analytics Tools für die SBB-Websites und SBB-Apps.",de,"SBB (svycarske drahy) soutezi integraci, uvodni skoleni a PROVOZ (SaaS) nastroje digitalni analytiky na 1 825 dni (5 let). Opet nastroj + provoz, nikoli sprava mereni jako lidska sluzba.",RQ4,H5,doba plneni 1825 dni = 5 let; hodnota nezverejnena
EK2-011,2026-09-06,12,CZ,marketplace,"E-ZAK MŽP – SFŽP ČR, VZ 4/2016 „Vytvoření a správa integrovaného webu SFŽP ČR“, Příloha č. 1 ZD kap. 2.6",https://ezak.mzp.cz/contract_display_5701.html,"2.6 Měření návštěvnosti a analytika webů. Návštěvnost webu bude měřena a analyzována pomocí Google Analytics. Od dodavatele se očekává velmi dobrá znalost problematiky implementace měřicích kódů Google Analytics na běžné weby i mobilní weby. Kromě základního nastavení Google Analytics bude pro každý web vytipováno a nastaveno měření vybraných konverzních akcí (registrace do newsletteru, návštěva kontaktů apod.). Dále bude v Google Analytics nastaveno automatické měsíční zasílání reportu o návštěvnosti webů na email zadavatele.",cs,"Ceska verejna zadavaci dokumentace ma samostatnou kapitolu 'Mereni navstevnosti a analytika webu': implementace merICich kodu GA, nastaveni mereni konverznich akci pro kazdy web a AUTOMATICKY MESICNI REPORT o navstevnosti na e-mail zadavatele. Presne kody A1, C1, D5, F3 z taxonomie - ale jako podkapitola zakazky na tvorbu a spravu webu, ne jako samostatna sluzba.",RQ4,H5,Predpokladana hodnota 3 400 000 Kc bez DPH; ramcova dohoda na 4 roky; sest webovych prezentaci
EK2-012,2026-09-06,12,CZ,marketplace,"E-ZAK MŽP – SFŽP ČR, VZ 4/2016, Příloha č. 1 ZD kap. 4–6 (SLA a rozvoj)",https://ezak.mzp.cz/contract_display_5701.html,"Opravení kritických vad webů (...) bude dodavatel garantovat v pracovní dny v době po-pá, 8-18 hod, a to do 4 hodin od nahlášení v IS JIRA. Ve výjimečných případech velmi kritických vad (v IS JIRA označených jako priorita „Hustoblocker“) bude dodavatel garantovat opravu nonstop 24 hod. denně, a to v rozsahu zhruba 3 hodin za rok. (...) Opravení nekritických vad webů (...) bude dodavatel garantovat do dalšího pracovního dne (...) dodavatel garantuje smluvní dostupnost webu 99,5% měsíčně. (...) Zadavatel požaduje, aby dodavatel reagoval na nové požadavky zadané do IS JIRA do dvou pracovních dnů (...) Požadavky na rozvoj a/nebo vytvoření nové webové prezentace nepřesáhnou 350 hodin ročně.",cs,"Cesky zadavatel definuje SLA takto: kriticka vada oprava do 4 h v pracovni dobe, velmi kriticka nonstop (rocni objem ~3 h), nekriticka do dalsiho pracovniho dne, dostupnost 99,5 % mesicne, reakce na novy pozadavek do 2 pracovnich dnu a strop rozvoje 350 h/rok (= cca 29 h/mes) na sest webu. To je prvni ceska verejna kvantifikace 'kolik hodin za mesic to realne je'.",RQ1;RQ4,H3,Doplnuje mezeru A3 (ekonomika dodavky): 350 h/rok na 6 webu vcetne rozvoje
EK2-013,2026-09-06,12,CZ,marketplace,"E-ZAK MŽP – SFŽP ČR, VZ 4/2016, Příloha č. 9 ZD – Návrh smlouvy, čl. 8 Cena",https://ezak.mzp.cz/contract_display_5701.html,"Měsíční paušál za správu a webhosting (viz příloha č. 1, kapitola 4 a 5, této smlouvy) (...) Hodinová sazba za práce na rozvoji webů - programátorské práce (...) minimální účtovaná časová jednotka pro služby poskytované zhotovitelem je čtvrt člověkohodina. (...) V případě nedodržení minimální garantované dostupnosti webů (...) je objednatel oprávněn požadovat po zhotoviteli smluvní pokutu ve výši 1/10 měsíčního paušálu (...) za každou i započatou hodinu, po kterou nebude web dostupný. (...) Tato smlouva se uzavírá na dobu určitou, a to na 4 roky ode dne uzavření smlouvy.",cs,"Cenovy model ceske verejne zakazky je presne ten hybridni, ktery 2. kolo doporucilo otestovat: MESICNI PAUSAL za spravu + HODINOVA SAZBA za rozvoj, uctovani po ctvrthodinach, SLA kredit = 1/10 mesicniho pausalu za kazdou zapocatou hodinu nedostupnosti. Doba 4 roky, vypovedni lhuta 6 mesicu.",RQ1;RQ4,H3,"Konkretni castky ve vzoru smlouvy doplnoval uchazec, v ZD nejsou; doplnuje mezeru C4 (SLA kredity)"
EK2-014,2026-09-06,12,CZ,marketplace,E-ZAK Statutární město Brno – „Rámcová smlouva na údržbu a vývoj miniwebů statutárního města Brna – platforma Wordpress“ (P22V00000166),https://ezak.brno.cz/contract_display_831.html,Cena za plnění (...) je stanovena na základě dohody smluvních stran jako součin dohodnutého rozsahu prací Objednatele v člověkohodinách pro každý ucelený rozsah služeb a smluvní hodinové sazby Poskytovatele (...) objem poskytnutých Expertních služeb bude činit maximálně 1 500 000 Kč bez DPH za celou dobu účinnosti Smlouvy. (...) Poskytovatel pro zachování kontinuity poskytovaných Expertních služeb vede řádnou a úplnou dokumentaci všech provedených změn poskytovaných Expertních služeb. Změnové řízení se zahajuje písemně.,cs,"Brno kupuje udrzbu a rozvoj svych miniwebu jako 'Expertni sluzby' na clovekohodiny se stropem 1,5 mil. Kc a s povinnou dokumentaci vsech zmen (changelog) a formalnim zmenovym rizenim. Changelog, ktery 2. kolo oznacilo za diferenciator zdarma, je ve verejne zakazce SMLUVNI POVINNOST.",RQ4;RQ5,H4,Hodinova sazba ve vzoru smlouvy prazdna ('Doplni poskytovatel'); mereni v teto ZD zminено neni
EK2-015,2026-09-06,12,CZ,marketplace,"Hlídač veřejných zakázek – HLAVNÍ MĚSTO PRAHA: Obsahový specialista, SEO a webový analytik pro portál praha.eu na roky 2025–2027",https://www.hlidacstatu.cz/verejnezakazky/zakazka/a0b1858005034effb4c94919e5084db2,"Obsahový specialista, SEO a webový analytik pro portál praha.eu na roky 2025–2027 — HLAVNÍ MĚSTO PRAHA — LinkSoft Technologies a.s. — 3 000 000 Kč",cs,"Nejblizsi ceska verejna obdoba 'spravy mereni': Praha si na tri roky kupuje BALIK TRI ROLI (obsahovy specialista + SEO + webovy analytik) za 3 000 000 Kc smluvne, dodavatel LinkSoft Technologies. Webovy analytik se v CR verejne nakupuje jako role v baliku, ne jako sluzba s pausalem.",RQ1;RQ6,H5,"Hlidac uvadi cenu bez prefixu 'odhad.cena', tj. jde o smluvni, nikoli predpokladanou hodnotu; doba plneni 2025-2027 z nazvu zakazky"
EK2-016,2026-09-06,12,CZ,marketplace,"Hlídač veřejných zakázek – Česká agentura na podporu obchodu (CzechTrade): Poskytování analytických a poradenských služeb v oblasti statistik návštěvnosti, průzkumů uživatelů, optimalizace digitálního obsahu a online marketingových aktivit",https://www.hlidacstatu.cz/verejnezakazky/zakazka/b068db177c3240a7a73ffc8a0d87cdc9,"Poskytování analytických a poradenských služeb v oblasti statistik návštěvnosti, průzkumů uživatelů, optimalizace digitálního obsahu a online marketingových aktivit — Česká agentura na podporu obchodu — 1 996 800 Kč",cs,"JEDINA nalezena ceska verejna zakazka, jejiz PREDMET je primo prubezna analyticka sluzba nad navstevnosti webu (a ne stavba webu ci PPC): CzechTrade, 1 996 800 Kc. Nazev je fakticky definice 'spravy mereni' v urednim jazyce. Ceska poptavka po samostatne analyticke sluzbe tedy existuje, ale je vzacna - v celem korpusu hlidace jeden pripad.",RQ6,H5,"Systemove cislo P23V00031634; doba plneni se z verejne dostupnych zdroju nepodarila zjistit (profil zadavatele CzechTrade na NEN, ktery je z tohoto prostredi nedostupny)"
EK2-017,2026-09-06,12,CZ,marketplace,Hlídač veřejných zakázek – Český rozhlas: MR13_2026 / MR33_2025 Rozvoj a údržba platformy pro analytiku poslechovosti v online produktech Českého rozhlasu,https://www.hlidacstatu.cz/verejnezakazky/zakazka/801d5b76c14a4128b569d4ccfa94e2da,MR13_2026 - Rozvoj a údržba platformy pro analytiku poslechovosti v online produktech Českého rozhlasu,cs,"Cesky rozhlas soutezi opakovane (2025 i 2026) 'rozvoj a UDRZBU platformy pro analytiku' svych online produktu. Zaznam je v korpusu nalezen pres dotaz 'Google Analytics 4', tj. GA4 je v zadavacich podkladech zminena. Hodnota nezverejnena. Dukaz, ze i v CR existuje opakovana rozpoctova polozka na udrzbu merici platformy - u velkeho medialniho zadavatele.",RQ4;RQ6,H5,"Zakazka neni na E-ZAK CRo (ezak.rozhlas.cz), zrejme na NEN, ktery je z tohoto prostredi nedostupny (spojeni resetovano na urovni proxy)"
EK2-018,2026-09-06,12,CZ,marketplace,Hlídač veřejných zakázek – přehled českých smluvně zaplacených cen za správu/provoz webů se zahrnutým měřením,https://www.hlidacstatu.cz/verejnezakazky/hledat?q=%22Google+Analytics+4%22&order=1,"Správa a rozvoj integrovaného webu SFŽP ČR — 12 752 300 Kč — Sherpas, s.r.o., InQool, a.s.; Provozovatel webové prezentace MZV ČR — 4 050 108 Kč — Etnetera Core a.s.; Podpora provozu a rozvoje webových stránek a Fanshopu (Dopravní podnik hl. m. Prahy) — 2 398 400 Kč — PragueBest s.r.o.; Vytvoření a správa webu Prahy 6 — 1 799 200 Kč — ""FoxCom"", s.r.o.; Zabezpečení správy, aktualizace a rozvoj stávajícího webového řešení klienta (Fakultní nemocnice Olomouc) — 1 194 000 Kč — ESMEDIA Interactive s.r.o.; Poskytování služeb - provoz a rozvoj portálu BusinessInfo.cz — 1 018 313 Kč — GEETIX s.r.o.",cs,"Sest ceskych verejnych smluv na PROVOZ A SPRAVU webu, ve kterych je mereni soucasti dodavky. Rozptyl celkovych cen 1,0-12,8 mil. Kc. Vsechny jsou bundle (web + provoz + rozvoj), zadna neni samostatna sprava mereni.",RQ1;RQ6,H5,"Ceny bez prefixu 'odhad.cena' = smluvni ceny; doby plneni u jednotlivych zakazek nejsou z verejneho vypisu zjistitelne, proto se z nich nedaji spocitat mesicni ceny"
EK2-019,2026-09-06,12,CZ,marketplace,NEN (nen.nipez.cz) a ISVZ (isvz.nipez.cz) – nedostupné z tohoto prostředí,https://nen.nipez.cz/verejne-zakazky,nedostupne,cs,"NEN i ISVZ odmitaji spojeni (TLS tunel uzavren protistranou po ~12 s, HTTP 000, 'Recv failure: Connection reset by peer'); nepomohl ani prohlizecovy user-agent, r.jina.ai (TimeoutError 15 s) ani verejne CORS proxy. Vestnik (vvz.nipez.cz) a jeho vyhledavaci aplikace cdz.vvz.nipez.cz jsou SPA bez verejneho vyhledavaciho API. Cesky primarni zdroj proto nahrazen agregatorem Hlidac statu (indexuje NEN i VVZ vcetne popisu a ZD) a primo dostupnymi instancemi E-ZAK.",RQ6,,"Metodicka poznamka pro dalsi kola: NEN je pro tohoto agenta nedostupny, hlidacstatu.cz/verejnezakazky/hledat funguje bez prihlaseni na urovni vypisu vysledku (detail zakazky je za registraci, ale nazev zakazky se z detailu precte)"
