id,date_accessed,region,country,provider,provider_type,service_name_verbatim,pricing_model,tier_name,price_original,currency,period,price_czk_month,hours_included,properties_included,platforms_included,response_time,requires_bq,scope_notes,source_url,evidence_id
PG2-001,2026-09-04,CZ,CZ,Waaila (Cross Masters),saas_tool,"Starter",tiered,Starter,29,EUR,mesic,725,,,,,"no","kurz 1 EUR = 25 Kc; 1-10 daily test runs; fakturace rocne; automatizace + incident notifications + full data providers",https://waaila.com/en/pricing/,EG2-001
PG2-002,2026-09-04,CZ,CZ,Waaila (Cross Masters),saas_tool,"Growth",tiered,Growth,69,EUR,mesic,1725,,,,,"no","kurz 1 EUR = 25 Kc; 11-50 daily test runs; + standard analytics & reports",https://waaila.com/en/pricing/,EG2-001
PG2-003,2026-09-04,CZ,CZ,Waaila (Cross Masters),saas_tool,"Business",tiered,Business,129,EUR,mesic,3225,,,,,"no","kurz 1 EUR = 25 Kc; 51-100 daily test runs",https://waaila.com/en/pricing/,EG2-001
PG2-004,2026-09-04,CZ,CZ,Waaila (Cross Masters),saas_tool,"Scale",tiered,Scale,249,EUR,mesic,6225,,,,,"no","kurz 1 EUR = 25 Kc; 101-250 daily test runs; extended test history retention + advanced analytics",https://waaila.com/en/pricing/,EG2-001
PG2-005,2026-09-04,CZ,CZ,Waaila (Cross Masters),saas_tool,"Pro",tiered,Pro,399,EUR,mesic,9975,,,,"24/7 SLA","no","kurz 1 EUR = 25 Kc; 251-500 daily test runs; AI detection engine; 24/7 SLA",https://waaila.com/en/pricing/,EG2-001
PG2-006,2026-09-04,CZ,CZ,Waaila (Cross Masters),saas_tool,"Enterprise",tiered,Enterprise,,EUR,mesic,,,,,"Custom SLA","no","cena Custom (>500 daily test runs)",https://waaila.com/en/pricing/,EG2-001
PG2-007,2026-09-04,CZ,CZ,Waaila (Cross Masters),saas_tool,"Premium support – Entry",retainer_hours,Entry,140,EUR,mesic,3500,2,,,,"no","kurz 1 EUR = 25 Kc; 2 h/mes lidske podpory k nastroji = 70 EUR/h (1 750 Kc/h); doporuceno k tieru Starter/Growth",https://waaila.com/en/pricing/,EG2-002
PG2-008,2026-09-04,CZ,CZ,Waaila (Cross Masters),saas_tool,"Premium support – Standard",retainer_hours,Standard,280,EUR,mesic,7000,4,,,,"no","kurz 1 EUR = 25 Kc; 4 h/mes = 70 EUR/h",https://waaila.com/en/pricing/,EG2-002
PG2-009,2026-09-04,CZ,CZ,Waaila (Cross Masters),saas_tool,"Premium support – Enhanced",retainer_hours,Enhanced,390,EUR,mesic,9750,6,,,,"no","kurz 1 EUR = 25 Kc; 6 h/mes = 65 EUR/h",https://waaila.com/en/pricing/,EG2-002
PG2-010,2026-09-04,CZ,CZ,Waaila (Cross Masters),saas_tool,"Premium support – Premium",retainer_hours,Premium,520,EUR,mesic,13000,8,,,,"no","kurz 1 EUR = 25 Kc; 8 h/mes = 65 EUR/h",https://waaila.com/en/pricing/,EG2-002
PG2-011,2026-09-04,CZ,CZ,Waaila (Cross Masters),saas_tool,"Premium support – Professional",retainer_hours,Professional,600,EUR,mesic,15000,10,,,,"no","kurz 1 EUR = 25 Kc; 10 h/mes = 60 EUR/h (1 500 Kc/h); doporuceno k tieru Pro",https://waaila.com/en/pricing/,EG2-002
PG2-012,2026-09-04,CZ,CZ,Waaila (Cross Masters),saas_tool,"Business + Enhanced support (nastroj + 6 h cloveka)",tiered,"Business+Enhanced",519,EUR,mesic,12975,6,,,,"no","kurz 1 EUR = 25 Kc; soucet PG2-003 + PG2-009 – nejblizsi verejny CZ ekvivalent kombinace nastroj+clovek",https://waaila.com/en/pricing/,EG2-002
PG2-013,2026-09-04,CZ,CZ,Signals,saas_tool,"Signals Bar – Měsíční provoz",saas,"Bar mesicni provoz",2500,CZK,mesic,2500,,,"Google Ads; Meta Ads; Sklik; e-shop backend; GA4",,"yes","bez DPH; + Systém 100 Kc/mes; jednorazove Zakladni nasazeni 10 000 Kc; bezi jako vrstva nad daty v GCP; pro agentury cena individualne na dotaz",https://www.signals.cz/produkty/signals-bar,EG2-003
PG2-014,2026-09-04,CZ,CZ,Signals,saas_tool,"Signals Bar – Základní nasazení",fixed_package,"Bar setup",10000,CZK,jednorazove,,,,,,"yes","bez DPH; jednorazovy setup",https://www.signals.cz/produkty/signals-bar,EG2-003
PG2-015,2026-09-04,CZ,CZ,Signals,saas_tool,"Signals Dance – Měsíční provoz",saas,"Dance mesicni provoz",2500,CZK,mesic,2500,,"vice GA4 datasetu v jedne instanci",,,"yes","bez DPH; jednorazova implementace 10 000 Kc; naklady BigQuery typicky do 500 Kc/mes nejsou zahrnuty; v provozu prubezna aktualizace modelu pri zmenach v GA4, podpora, Dance Dashboard v Looker Studiu",https://www.signals.cz/produkty/signals-dance,EG2-004
PG2-016,2026-09-04,CZ,CZ,Signals,saas_tool,"Signals Dance – Individuální vývoj",hourly_rate,"Dance vyvoj",2500,CZK,hodina,25000,1,,,,"yes","bez DPH; hodinova sazba 2 500 Kc/h; proxy 10 h = 25 000 Kc/mes",https://www.signals.cz/produkty/signals-dance,EG2-004
PG2-017,2026-09-04,CZ,CZ,Signals,saas_tool,"Signals Game – Měsíční provoz",saas,"Game mesicni provoz",2500,CZK,mesic,2500,,,"reklamni systemy; GA4; e-shop platformy",,"yes","bez DPH; + System 100 Kc/mes; Zakladni nasazeni 10 000 Kc; v provozu udrzba extraktoru pri zmenach API, dohrani historie, podpora",https://www.signals.cz/produkty/signals-game,EG2-005
PG2-018,2026-09-04,CZ,CZ,Signals,saas_tool,"Signals Bingo – Měsíční provoz",saas,"Bingo mesicni provoz",5000,CZK,mesic,5000,,,,,"yes","bez DPH; jednorazova implementace 10 000 Kc; naklady na AI modely (Vertex AI/Cloud Run) a Signals Dance (2 500 Kc/mes) nejsou zahrnuty; tvorba semanticke vrstvy pro dalsi oblasti od 5 000 Kc",https://www.signals.cz/produkty/signals-bingo,EG2-006
PG2-019,2026-09-04,CZ,CZ,Signals,saas_tool,"Signals Attribution – Měsíční provoz",saas,"Attribution mesicni provoz",5000,CZK,mesic,5000,,,,,"yes","bez DPH; jednorazova implementace 25 000 Kc; rozsirujici modul k Dance (2 500 Kc/mes navic); v provozu denni monitoring behu, aktualizace modelu, podpora",https://www.signals.cz/produkty/signals-atribuce,EG2-007
PG2-020,2026-09-04,CZ,CZ,Signals,saas_tool,"Bot Detector – Měsíční provoz",saas,"Bot Detector mesicni provoz",1000,CZK,mesic,1000,,,,,"optional","bez DPH; zakladni nasazeni 5 000 Kc; pri platbe za rok 11 000 Kc/rok (917 Kc/mes); vyzaduje server-side GTM; log v BigQuery (stokoruny/mes)",https://www.signals.cz/produkty/bot-detector,EG2-008
PG2-021,2026-09-04,CZ,CZ,Signals,saas_tool,"Bot Detector – Provoz při platbě za rok",saas,"Bot Detector rocne",11000,CZK,rok,917,,,,,"optional","bez DPH; rocni platba = 11 000/12 = 917 Kc/mes",https://www.signals.cz/produkty/bot-detector,EG2-008
PG2-022,2026-09-04,CZ,CZ,Signals,saas_tool,"zprovoznění SGTM (uvedeno u Bot Detectoru)",fixed_package,"sGTM zprovozneni",17500,CZK,jednorazove,,,,,,"no","bez DPH; verejne uvedena cena 15-20 000 Kc jednorazove, do CSV stred pasma 17 500 Kc",https://www.signals.cz/produkty/bot-detector,EG2-008
PG2-023,2026-09-04,CZ,CZ,Signals,saas_tool,"Signals – celý produktový stack (Dance+Bar+Game+Bingo+Attribution+Bot Detector)",saas,"stack",18700,CZK,mesic,18700,,,,,"yes","soucet mesicnich provozu 2500+2600+2600+5000+5000+1000; jednorazovy setup celkem 70 000 Kc; bez DPH; horni odhad co da cesky e-shop za produktovy monitoring bez cloveka",https://www.signals.cz/produkty,EG2-009
PG2-024,2026-09-04,CZ,CZ,Data Sailor,saas_tool,"Analytika pro český e-shop – Starter",tiered,Starter,995,CZK,mesic,995,,,"Shoptet; Shopify; Google Ads; Meta Ads; Sklik; GA4; Heureka; Zbozi.cz",,"no","prvni mesic zdarma; dashboard + AI insights s tydenni analyzou vykonu; monitoring/alerting neuveden",https://www.datasailor.cz/,EG2-012
PG2-025,2026-09-04,CZ,CZ,Data Sailor,saas_tool,"Analytika pro český e-shop – Growth",tiered,Growth,2490,CZK,mesic,2490,,,"Shoptet; Shopify; Google Ads; Meta Ads; Sklik; GA4; Heureka; Zbozi.cz",,"no","prvni mesic zdarma",https://www.datasailor.cz/,EG2-012
PG2-026,2026-09-04,CZ,CZ,Data Sailor,saas_tool,"Analytika pro český e-shop – Boost",tiered,Boost,5990,CZK,mesic,5990,,,"Shoptet; Shopify; Google Ads; Meta Ads; Sklik; GA4; Heureka; Zbozi.cz",,"no","prvni mesic zdarma",https://www.datasailor.cz/,EG2-012
