id,date_accessed,region,country,provider,provider_type,service_name_verbatim,pricing_model,tier_name,price_original,currency,period,price_czk_month,hours_included,properties_included,platforms_included,response_time,requires_bq,scope_notes,source_url,evidence_id
PK4-001,2026-09-06,CZ,CZ,"Externí IT, s.r.o.",saas_tool,"Vzdálená podpora – Ekonomy (Úspora)",hourly_rate,Ekonomy,590 Kč / hod,CZK,hodina,5900,10,,"IT podpora firemních stanic a serverů",do 5 pracovních dní,no,"Stejná práce, liší se JEN reakční doba – nejčistší česká cenová osa SLA. proxy 10 h. Ceny bez DPH. scope=vzdálená IT podpora, účtováno po 30 min.",https://externiit.cz/cenik.php,EK4-001
PK4-002,2026-09-06,CZ,CZ,"Externí IT, s.r.o.",saas_tool,"Vzdálená podpora – Standard (Standardní)",hourly_rate,Standard,890 Kč / hod,CZK,hodina,8900,10,,"IT podpora firemních stanic a serverů",do 24 hodin,no,"Táž služba jako PK4-001, jen rychlejší reakce: +51 % za posun z 5 pracovních dní na 24 h. proxy 10 h. Bez DPH.",https://externiit.cz/cenik.php,EK4-001
PK4-003,2026-09-06,CZ,CZ,"Externí IT, s.r.o.",saas_tool,"Vzdálená podpora – Express (Rychlý zásah)",hourly_rate,Express,1 450 Kč / hod,CZK,hodina,14500,10,,"IT podpora firemních stanic a serverů",do 2 hodin,no,"Táž služba jako PK4-001/002: +63 % proti 24 h a 2,46× proti 5 pracovním dnům. Web sám říká „Za prémiovou rychlost platíte prémiovou cenu“. proxy 10 h. Bez DPH.",https://externiit.cz/cenik.php,EK4-001
PK4-004,2026-09-06,CZ,CZ,"Externí IT, s.r.o.",saas_tool,"Paušální správa IT – měsíční balíčky: Základ",tiered,Základ,390–490 Kč / stanice / měsíc,CZK,mesic,4400,,,"monitoring, aktualizace, antivirus, helpdesk",do 24 h (best-effort),no,"V ceně: monitoring, aktualizace, antivirus, helpdesk best-effort. price_czk_month normalizován na referenční firmu s 10 stanicemi × střed pásma 440 Kč. Servery a M365 tenant se účtují zvlášť (800–1 500 Kč/server, 500–1 000 Kč M365). Bez DPH.",https://externiit.cz/cenik.php,EK4-002
PK4-005,2026-09-06,CZ,CZ,"Externí IT, s.r.o.",saas_tool,"Paušální správa IT – měsíční balíčky: Standard (Doporučujeme)",tiered,Standard,650–850 Kč / stanice / měsíc,CZK,mesic,7500,2,,"monitoring, proaktivní správa, helpdesk, on-site",SLA 4 h,no,"+ proaktivní správa, SLA 4 h, neomezený vzdálený helpdesk na drobnosti, 2 h on-site/měsíc v ceně. Skok z tieru Základ = +70 % a jediné, co se v popisu mění, je proaktivita a SLA 24 h → 4 h. price_czk_month = 10 stanic × střed 750 Kč. Bez DPH.",https://externiit.cz/cenik.php,EK4-002
PK4-006,2026-09-06,CZ,CZ,"Externí IT, s.r.o.",saas_tool,"Paušální správa IT – měsíční balíčky: Prémium",tiered,Prémium,1 000–1 300 Kč / stanice / měsíc,CZK,mesic,11500,2,,"monitoring, security monitoring, M365, vCIO",SLA 1 h,no,"+ SLA 1 h, průběžný security monitoring, správa M365 tenantu, čtvrtletní konzultace (vCIO). 2,61× cena tieru Základ. price_czk_month = 10 stanic × střed 1 150 Kč. Bez DPH.",https://externiit.cz/cenik.php,EK4-002
PK4-007,2026-09-06,CZ,CZ,"Externí IT, s.r.o.",saas_tool,"Paušální správa IT – orientační celková cena pro menší firmu",fixed_package,"8–10 stanic + 1 server",zhruba 9 000 Kč / měsíc,CZK,mesic,9000,,,"kompletní správa IT vč. serveru",SLA 4 h (balíček Standard),no,"Doslova: „menší firma s 8–10 stanicemi + 1 serverem vychází zhruba na 9 000 Kč / měsíc“. Referenční celková částka, kterou česká malá firma za IT paušál platí. Bez DPH.",https://externiit.cz/cenik.php,EK4-002
PK4-008,2026-09-06,CZ,CZ,ITHOPE s.r.o.,saas_tool,"Paušální správa IT – typická firma 10–30 zaměstnanců",fixed_package,"kompletní paušál v rámci sjednaného SLA",8 000–18 000 Kč/měsíc,CZK,mesic,13000,,,"stanice, servery, síťové prvky, zálohy, antivirus",Reakce do 4 hodin (SLA v pracovní době),no,"Doslova: „Typická firma 10–30 zaměstnanců platí 8 000–18 000 Kč/měsíc za kompletní paušál v rámci sjednaného SLA.“ price_czk_month = střed pásma. V ceně: měsíční kontrola stavu serverů/stanic/síťových prvků + reakční doba dle SLA standardně 4 h v pracovní době. Neobsahuje havarijní výjezdy mimo SLA. Bez DPH.",https://www.ithope.cz/it-pro-firmy/cenik/,EK4-003
PK4-009,2026-09-06,CZ,CZ,ITHOPE s.r.o.,saas_tool,"Akutní výjezd technika do 2 h – smluvní zákazník",hourly_rate,smluvní,1 300 Kč,CZK,jednorazove,,,,"IT servis on-site",do 2 hodin,no,"Cena za garanci výjezdu do 2 h. Nesmluvní zákazník platí za tentýž výjezd 2 600 Kč – tj. 2× tolik. Cena za smluvní vztah = polovina sazby. period=jednorazove, price_czk_month prázdné (nejde o paušál). Bez DPH.",https://www.ithope.cz/it-pro-firmy/cenik/,EK4-003
PK4-010,2026-09-06,CZ,CZ,ICT-GROUP,saas_tool,"Základ správy IT – 1–5 lidí",tiered,1–5 lidí,2 990 Kč/měs,CZK,mesic,2990,,,"počítače, Microsoft 365, servery, sítě, zálohy, bezpečnostní dohled",90 % požadavků řešíme do 30 minut,no,"Veřejný ceník IT outsourcingu. V ceně základ správy prostředí (monitoring, aktualizace, zálohy) – podpora se dokupuje zvlášť (hodinovka 1 390 Kč/h nebo neomezená 690–1 290 Kč/uživatel/měs). Bez DPH.",https://www.ict-group.cz/it-outsourcing,EK4-004
