id,date_accessed,region,country,provider,provider_type,service_name_verbatim,pricing_model,tier_name,price_original,currency,period,price_czk_month,hours_included,properties_included,platforms_included,response_time,requires_bq,scope_notes,source_url,evidence_id
PG6-001,2026-09-04,EU,ES,YAG Comunicacion (Tenerife),analytics_agency,Medicion Esencial,tiered,Medicion Esencial,desde 290€/mes,EUR,mesic,7250,neuvedeno,1,"GA4, GTM",neuvedeno,no,"kurz 1 EUR = 25 Kc. Doslova: Auditoria de medicion inicial; Configuracion de GA4; Google Tag Manager limpio; Tracking de conversiones clave; Plan de medicion documentado; Soporte y mantenimiento. Sin permanencia. Kody A1,A2,C1,H2,H3",https://yagcomunicacion.com/analitica-y-medicion/,EG6-001
PG6-002,2026-09-04,EU,ES,YAG Comunicacion (Tenerife),analytics_agency,Medicion Pro,tiered,Medicion Pro,desde 490€/mes,EUR,mesic,12250,neuvedeno,1,"GA4, GTM, sGTM, Google Ads, Meta CAPI, Looker Studio",neuvedeno,no,"kurz 1 EUR = 25 Kc. Nejpopularnejsi tier. Doslova: Consent Mode y privacidad; Server-side tagging cuando aporta; Conversiones Google Ads y Meta (CAPI); Dashboards en Looker Studio; Validacion y QA de datos continua. Kody +A5,B1,D1,D2,F1,A4",https://yagcomunicacion.com/analitica-y-medicion/,EG6-001
PG6-003,2026-09-04,EU,ES,YAG Comunicacion (Tenerife),analytics_agency,Medicion Enterprise,tiered,Medicion Enterprise,desde 890€/mes,EUR,mesic,22250,neuvedeno,multi-marca / multi-web,"GA4, GTM, sGTM, Ads, Meta, data warehouse",neuvedeno,optional,"kurz 1 EUR = 25 Kc. Doslova: Analista de datos dedicado; Integracion multi-marca / multi-web; Data warehouse y fuentes conectadas; Reporting ejecutivo a medida; Sesiones estrategicas quincenales. DWH neni jmenovite BigQuery. Kody +E3,E5,F3,F4,I1",https://yagcomunicacion.com/analitica-y-medicion/,EG6-001
PG6-004,2026-09-04,EU,ES,ePoint (Madrid),analytics_agency,mantenimiento mensual (analitica web),fixed_package,neuvedeno,entre 250 y 800 €,EUR,mesic,6250,neuvedeno,neuvedeno,"GA4, GTM, Looker Studio, Consent Mode v2, server-side",neuvedeno,no,"kurz 1 EUR = 25 Kc; rozpeti do 20 000 Kc. Osa ceny: volumen de trafico y reporting. Setup 1 200-4 500 € jednorazove. Bez vazby, vypoved 15 dni. Kody A1,A2,C1,D1,F1,F3",https://www.epoint.es/servicios/analitica-web,EG6-002
PG6-005,2026-09-04,EU,CH,Gipfelwerk (Zurich),analytics_agency,Analyse-Betreuung,fixed_package,Analyse-Betreuung,ab CHF 490/Monat,CHF,mesic,12740,neuvedeno,1,"GA4, GTM, Looker Studio",neuvedeno,no,"kurz 1 CHF = 26 Kc. Obsah dle stranky: monatliche Reports, vierteljaehrliche Checks, Anpassungen. Setup ab CHF 2 900 jednorazove (GA4+GTM, 5-10 custom events, 1 Looker dashboard), rozsirene setup CHF 6 000-15 000, Tracking-Audit ab CHF 990. Kody A2,C1,F1,F3,F4",https://gipfel-werk.ch/webanalyse,EG6-003
PG6-006,2026-09-04,EU,CH,Gipfelwerk (Zurich),analytics_agency,Server-Side Hosting,fixed_package,Server-Side Hosting,Ab CHF 30/Monat,CHF,mesic,780,0,1,sGTM,neuvedeno,no,kurz 1 CHF = 26 Kc. Oddelena polozka hostingu sGTM vedle mesicni Betreuung – stejny vzorec jako Manids DK a DataLayer.cz navrh. Kody A5,https://gipfel-werk.ch/webanalyse,EG6-003
PG6-007,2026-09-04,EU,CH,digital M. (Schweiz),analytics_agency,Laufende Betreuung / Support (Stundensatz),hourly_rate,neuvedeno,CHF 160,CHF,hodina,41600,1,neuvedeno,"GA4, GTM, sGTM, Google Ads",neuvedeno,no,"kurz 1 CHF = 26 Kc; proxy 10 h = 1 600 CHF/mes. Alternativa: retainer na miru dle potreby (bez ceny). Setup: Tracking-Audit ab CHF 990, Basic Setup ab CHF 1 800, Advanced Setup (sGTM Cloud Run/Stape, CMP) ab CHF 3 500. sGTM doporucuji od ad spendu CHF 2 000/mes. Kody A1,A2,A5,B1,G7",https://digitalm.ch/dienstleistungen/tracking-analytics/,EG6-004
PG6-008,2026-09-04,EU,IT,Blagoweb,analytics_agency,"canone mensile (manutenzione, monitoring, evoluzione dashboard e alerting)",fixed_package,neuvedeno,450 - 1.200 €/mese,EUR,mesic,11250,neuvedeno,1,"GA4, GTM, sGTM (Cloud Run / Stape.io), Meta CAPI, Google Enhanced Conversions, LinkedIn, TikTok, BigQuery, Looker Studio",neuvedeno,yes,"kurz 1 EUR = 25 Kc; rozpeti do 30 000 Kc. Setup 4 500-9 000 € jednorazove (8-10 tydnu). Infrastruktura zvlast: Cloud Run 20-80 €/mes nebo Stape.io 20-200 €/mes + naklady BigQuery. Prvni nalezeny verejny EU retainer, ktery ma BigQuery primo v dodavce. Kody A1,A2,A4,A5,D1,D2,D3,E1,E4,F1,F3,G1,G4,G7",https://blagoweb.com/data-analysis-tracking/,EG6-005
PG6-009,2026-09-04,EU,IT,Q4 Studio,analytics_agency,canone infrastruttura e lettura dati,fixed_package,neuvedeno,da 100 €/mese,EUR,mesic,2500,neuvedeno,1,"sGTM, Meta CAPI, Google",neuvedeno,no,"kurz 1 EUR = 25 Kc. disdetta libera (bez vazby). Audit tracciamento 490 € (3-5 pracovnich dnu), setup server-side da 1 500 € (non-ecommerce). Obsah: konfrontace dat z platformy/analytics/CRM, konfigurace kontejneru a API integraci, deduplikace eventu, monitoraggio e documentazione. Kody A5,D1,D2,D5,G5,H2",https://www.q4.studio/tracciamento-server-side,EG6-006
PG6-010,2026-09-04,EU,FI,Digily Oy (Sampsa Vainio),performance_agency,Perus,tiered,Perus,1 500 €/kk,EUR,mesic,37500,neuvedeno,1,"GA4, GTM, Google Ads, SEO",neuvedeno,no,"kurz 1 EUR = 25 Kc. POZOR: analytiikka je jen jedna z polozek balicku (SEO + Google Ads + analytika + ctvrtletni optimalizacni schuzka) – neni to cena za samotnou spravu mereni. Bez vazby, month-to-month. Kody C1,F3,F4 (+ SEO/PPC mimo taxonomii)",https://sampsavainio.fi/hinnasto/,EG6-007
