id,date_accessed,phase,region,source_type,source_name,source_url,quote_verbatim,language,summary_cs,relates_to_rq,relates_to_hypothesis,notes
EK9-001,2026-09-06,12,CZ,wayback_snapshot,RobertNemec.com – Webová analytika (snapshot 2014-06-02),https://web.archive.org/web/20140602234656/https://robertnemec.com/umime/digitalni-analytika/webova-analytika/,"Cena je cena 1750 Kč/h. ... Měsíční práce na webové analytice (tak, aby měla smysl) začínají na 8 750 Kč, nejběžnější cena je 17 500 Kč a 31 200 Kč.",cs,Nejstarší dohledaný řez: v červnu 2014 měl RobertNemec.com hodinovku 1 750 Kč a měsíční pásma 8 750 / 17 500 / 31 200 Kč.,RQ1,H3,Výchozí bod longitudinální řady jediné české veřejné ceny za práci na měření.
EK9-002,2026-09-06,12,CZ,wayback_snapshot,RobertNemec.com – Webová analytika (snapshot 2016-02-10),https://web.archive.org/web/20160210062835/https://robertnemec.com/umime/digitalni-analytika/webova-analytika/,Cena je cena 1 850 Kč/h. ... začínají na 9 250 Kč ... nejběžnější cena je 18 500 Kč a 31 200 Kč.,cs,Únor 2016: sazba zvýšena na 1 850 Kč/h a pásma na 9 250 / 18 500 / 31 200 Kč. Poslední zaznamenaná změna ceny.,RQ1,H3,"Mezi 2014 a 2016 růst +5,7 % u dvou nižších pásem, horní pásmo beze změny."
EK9-003,2026-09-06,12,CZ,wayback_snapshot,RobertNemec.com – Webová analytika (snapshot 2017-01-29),https://web.archive.org/web/20170129025301/https://robertnemec.com/umime/digitalni-analytika/webova-analytika/,Cena je cena 1 850 Kč/h. ... nejběžnější cena je 18 500 Kč a 31 200 Kč.,cs,Leden 2017: stejné hodnoty jako 2016.,RQ1,H3,Kontrolní řez.
EK9-004,2026-09-06,12,CZ,wayback_snapshot,RobertNemec.com – Webová analytika (snapshot 2022-05-23),https://web.archive.org/web/20220523143748/https://robertnemec.com/umime/digitalni-analytika/webova-analytika/,"Cena je cena 1 850 Kč/h. ... Měsíční práce na webové analytice (tak, aby měla smysl) začínají na 9 250 Kč, nejběžnější cena je 18 500 Kč a 31 200 Kč.",cs,Řez 2022: hodnoty beze změny od 2016.,RQ1,H3,Řez 2022 longitudinální tabulky.
EK9-005,2026-09-06,12,CZ,wayback_snapshot,RobertNemec.com – Webová analytika (snapshot 2022-12-19),https://web.archive.org/web/20221219212957/https://robertnemec.com/umime/digitalni-analytika/webova-analytika/,Cena je cena 1 850 Kč/h. ... nejběžnější cena je 18 500 Kč a 31 200 Kč.,cs,Prosinec 2022: beze změny.,RQ1,H3,"Kontrolní řez v roce nejvyšší české inflace (15,1 %)."
EK9-006,2026-09-06,12,CZ,wayback_snapshot,RobertNemec.com – Webová analytika (snapshot 2026-06-09),https://web.archive.org/web/20260609115938/https://robertnemec.com/umime/digitalni-analytika/webova-analytika/,"Cena je cena 1 850 Kč/h. ... Měsíční práce na webové analytice (tak, aby měla smysl) začínají na 9 250 Kč, nejběžnější cena je 18 500 Kč a 31 200 Kč.",cs,Řez 2026: identické hodnoty jako 2016. Jediná česká veřejná cena za práci na měření se nezměnila 10 let.,RQ1,H3,"CDX vrací pro tuto URL jen 6 snapshotů (2014, 2015, 2016, 2017, 2022, 2026); 2015 vrátil prázdný obsah. Digest 2022 a 2026 se liší kvůli obalu stránky, ceny doslova shodné."
EK9-007,2026-09-06,12,EU,wayback_snapshot,Trackingplan – Pricing (snapshot 2022-05-18),https://web.archive.org/web/20220518073837/https://www.trackingplan.com/pricing,Starter $ 0 /month ... Growth $ 299 /month ... Enterprise Starting at $1499 /month,en,"Trackingplan 2022: placený vstup Growth 299 USD/měs, Enterprise od 1 499 USD/měs.",RQ1,H4,Řez 2022 longitudinální tabulky. Kurz 1 USD = 23 Kč.
EK9-008,2026-09-06,12,EU,wayback_snapshot,Trackingplan – Pricing (snapshot 2024-03-04),https://web.archive.org/web/20240304025806/https://www.trackingplan.com/pricing,Free $ 0 /month ... Startup $ 299 /month ... Enterprise Custom based on MAUs,en,"Trackingplan 2024: placený vstup beze změny 299 USD/měs, Enterprise přešel z veřejné ceny na 'custom'.",RQ1,H4,Řez 2024.
EK9-009,2026-09-06,12,EU,wayback_snapshot,Trackingplan – Pricing (snapshot 2026-01-25),https://web.archive.org/web/20260125005152/https://www.trackingplan.com/pricing,"$249 ... $499 ... $999 ... Starting at $1,500 ... Agency pricing packages starting at 500k total MAUs, including any number of plans.",en,"Trackingplan 2026: tři veřejné tiery 249 / 499 / 999 USD, Enterprise od 1 500 USD. Vstupní placená cena klesla z 299 na 249 USD (−17 %).",RQ1,H4,Řez 2026.
EK9-010,2026-09-06,12,EU,wayback_snapshot,Funnel.io – Pricing (snapshot 2022-12-06),https://web.archive.org/web/20221206030308/https://funnel.io/pricing,Essentials ... From $399 monthly (billed annually). Monthly billing option at $479 per month ... Plus ... From $999 monthly (billed annually) ... Enterprise ... From $1999 monthly (billed annually),en,"Funnel 2022: Essentials od 399 USD, Plus 999 USD, Enterprise 1 999 USD měsíčně při ročním předplatném.",RQ1,H4,Řez 2022. Stejná stránka měla i agenturní variantu Agency Small/Medium/Large se shodnými cenami.
