id,date_accessed,phase,region,source_type,source_name,source_url,quote_verbatim,language,summary_cs,relates_to_rq,relates_to_hypothesis,notes
E6-001,2026-09-04,6,GLOBAL,third_party_comparison,NiceLookingData – compare ObservePoint,https://www.nicelookingdata.com/compare/observepoint,"$599/mo Essentials → $2,400/mo Professional → ~$72,000/yr average enterprise",en,"Ceny ObservePoint (třetí strana): Essentials 599 USD/měs do 4 000 scanů, Professional 2 400 USD/měs do 20 000 scanů, enterprise průměr ~72 000 USD/rok.","RQ7,RQ2",H5,"vlastní pricing page ObservePoint je JS kalkulačka, čísla nešla vytáhnout"
E6-002,2026-09-04,6,GLOBAL,third_party_blog,Privado.ai – ObservePoint alternatives,https://www.privado.ai/post/observepoint-alternatives,"The first 1,000 page scans and 100 journey runs are free yearly … $0.17 per page … $2,500 for 1,500 runs, scaling with volume",en,"ObservePoint: 1 000 scanů + 100 journey běhů ročně zdarma, 0,17 USD/scan, journeys 2 500 USD za 1 500 běhů (stav 08/2026).","RQ7,RQ2",H5,
E6-003,2026-09-04,6,GLOBAL,vendor_site,InfoTrust – Tag Inspector,https://infotrust.com/products/tag-inspector,The average website has $2M+ in risk exposure from non-compliant data collection,en,"Tag Inspector se prodává primárně jako privacy/compliance monitoring (consent-state scany, realtime PII), ne jako hlídání kvality měření; cena jen na vyžádání.",RQ7,H5,"cílí na DPO / IT directors, enterprise loga"
E6-004,2026-09-04,6,GLOBAL,vendor_pricing,Trackingplan pricing,https://www.trackingplan.com/pricing,Front-end changes silently break tracking? Not anymore,en,"Trackingplan: 249–999 USD/měs (50k–500k MAU, ročně), Enterprise od 1 750 USD/měs; 24/7 detekce chyb z reálného provozu, pixel report, consent modul.","RQ7,RQ2,RQ3","H2,H5",
E6-005,2026-09-04,6,GLOBAL,vendor_pricing,DataTrue pricing,https://datatrue.com/pricing/,Move from reactive data management to proactive data monitoring with the powerful DataTrue platform.,en,"DataTrue: Starter 16 000 USD/rok (2 domény, 10k scanů/měs, jen setup support), Team 32 000 USD/rok (2 h/měs support), Enterprise custom (5 h/měs). Lidské hodiny jsou přímo součástí tieru.","RQ7,RQ2",H5,"support hodiny v tieru = důkaz, že nástroj sám nestačí"
E6-006,2026-09-04,6,GLOBAL,third_party_blog,Attribuly – Elevar pricing guide,https://attribuly.com/blogs/elevar-pricing-ultimate-guide-shopify-server-side-tracking/,"Essentials at $200 for 1,000 orders, Growth at $450 for 10,000 orders, and Business at $950 for 50,000 orders … ongoing tracking support at $500/month",en,"Elevar (Shopify): 0/200/450/950 USD/měs podle objednávek; lidský add-on 'ongoing tracking support' 500 USD/měs, Expert Installation od 1 000 USD.","RQ7,RQ2",H5,ověřeno třetí stranou 05/2026; citace 'ongoing tracking support' pochází ze shrnutí vyhledávače nad tímto článkem
E6-007,2026-09-04,6,GLOBAL,third_party_pricing_tracker,PricingSaaS – Elevar,https://pricingsaas.com/companies/getelevar,"Core $225/month … Advanced $650/month … Premium $1,250/month … Elite Not disclosed",en,"Novější názvy tierů Elevar (Q1 2026): Core 225, Advanced 650, Premium 1 250 USD/měs – konflikt s předchozí sadou; potřeba ověřit přímo.","RQ7,RQ2",,doména getelevar.com při fetchi přesměrovávala na nesouvisející web
E6-008,2026-09-04,6,GLOBAL,vendor_pricing,Tracify pricing,https://www.tracify.ai/pricing,Traffic-Plattformen sind in Bezug auf ihr Tracking nicht ehrlich,de,"Tracify (DE): od 500 EUR/měs, server-side atribuce; pain = ad platformy nadhodnocují vlastní přínos.","RQ7,RQ2",,
E6-009,2026-09-04,6,GLOBAL,vendor_pricing,Littledata pricing,https://www.littledata.io/pricing,"Flex … $0.35 per order … Scale $159/month … 1,500/month … Plus $792/month … 10,000/month",en,"Littledata (Shopify): pay-per-order 0,35 USD nebo 159/792 USD/měs; datová pipeline, ne monitoring – stránka nezmiňuje alerty.","RQ7,RQ2",H5,
E6-010,2026-09-04,6,GLOBAL,vendor_site,Analytics Debugger,https://www.analytics-debugger.com/en/tools/analytics-debugger-extension,Analytics Debugger is free and always will be,en,"Analytics Debugger (David Vallejo) je bezplatný ladicí nástroj, žádný placený monitoring.",RQ7,,citace ze shrnutí vyhledávače
E6-011,2026-09-04,6,GLOBAL,vendor_site,Analytics Mania – audit,https://www.analyticsmania.com/ga4-auditor/,"Discover which parts are misconfigured, not customized enough, or broken",en,Analytics Mania nabízí ruční jednorázový audit GTM/GA4 bez veřejné ceny; není to automatizovaný 'GA4 Auditor' nástroj.,RQ7,H5,
E6-012,2026-09-04,6,GLOBAL,third_party_pricing_tracker,SaaSworthy – GA4 Auditor,https://www.saasworthy.com/product/ga4-auditor/pricing,"$79.00 for a One-Time Audit, with an Agency Plan at $349.00 per month and an Agency Pro Plan at $749.00 per month",en,"GA4 Auditor (ga4auditor.com): 79 USD jednorázově, agenturní 349/749 USD/měs; white-label reporty.","RQ7,RQ2",,
E6-013,2026-09-04,6,GLOBAL,third_party_blog,NiceLookingData – best GA4 audit tools 2026,https://www.nicelookingdata.com/blog/best-ga4-audit-tools-2026,no continuous monitoring — it's a point-in-time report generator,en,"Trh GA4 audit nástrojů se dělí na jednorázové generátory reportů (GA4 Auditor 99 USD, GAfix 49 USD) a kontinuální monitoring (Verified Data od 99 EUR, NLD 49 USD, ObservePoint 599 USD); konzultant 1 500–10 000 USD/engagement.","RQ7,RQ2",H5,
E6-014,2026-09-04,6,GLOBAL,third_party_pricing_tracker,SaaSworthy/Capterra – Tagmate,https://www.saasworthy.com/product/tagmate-app/pricing,Growth Plan costs $79/month and includes 1 Website … Pro Plan is $299/month and includes 5 Websites … $499/month … 100 hours yearly,en,Tagmate: 79/299/499 USD/měs; agenturní tier obsahuje 100 h/rok lidských služeb.,"RQ7,RQ2",H5,doména tagmate.app vracela při fetchi obsah casino webu – produkt možná zanikl
E6-015,2026-09-04,6,GLOBAL,vendor_pricing,JENTIS pricing,https://www.jentis.com/pricing,Synthetic Users … conversion signals otherwise lost to consent,en,"JENTIS: 3 tiery bez veřejné ceny; prodává recovery dat (ad blocker, consent) + Health Center pro detekci problémů.",RQ7,,
E6-016,2026-09-04,6,GLOBAL,vendor_pricing,TAGGRS prices,https://taggrs.io/prices/,"Ad blockers, browser restrictions, and cookies drop up to 60% of events",en,TAGGRS sGTM hosting: 0/22/57/127 EUR/měs (10k–10M requests); 24/7 dohled serveru bez SLA; pain-komunikace = ztráta eventů kvůli blokování.,"RQ7,RQ2,RQ3",,citace z homepage taggrs.io
E6-017,2026-09-04,6,GLOBAL,third_party_blog,Hardal – Stape pricing,https://usehardal.com/blog/stape-pricing,Your GA4 event count is not your request count.,en,"Stape: Free 10k, Pro 17–20 USD (500k), Business 83–100 USD (5M), Enterprise 167 USD (20M); monitoring, multi-zone a 10denní logy až od Business; skryté náklady: script loads a boti spotřebovávají kvótu, 1 kontejner = 1 web.","RQ7,RQ2",H5,
E6-018,2026-09-04,6,GLOBAL,third_party_review,Datascale – Stape review 2026,https://datascale.de/en/blog/stape-io-review-2026/,"A campaign launches, volume jumps, the plan no longer covers it...Without monitoring, you find out from accounting.",en,Recenze Stape: krátká retence logů (3 dny v Pro) znemožňuje zpětnou diagnostiku; překročení kvóty se bez monitoringu zjistí až z faktury.,"RQ3,RQ7",H2,
E6-019,2026-09-04,6,GLOBAL,vendor_pricing,Addingwell pricing,https://www.addingwell.com/pricing,"Helpful humans, no robots",en,"Addingwell sGTM hosting: 90–1 190 EUR/měs (1M–100M requests), add-ony za kontejner/doménu/region; monitoring/SLA na stránce nespecifikován.","RQ7,RQ2",,
E6-020,2026-09-04,6,GLOBAL,vendor_blog,Stape – how much does server GTM cost,https://stape.io/blog/how-much-does-server-gtm-cost,"Each server costs approximately $40 / month, so the production environment's monthly price would be a minimum of 3*$40=$120",en,"Vlastní provoz sGTM na Cloud Run: min. ~120 USD/měs (3 instance), při provozu 240–300 USD; logování +~100 USD na 500k requestů.","RQ7,RQ2",,
E6-021,2026-09-04,6,GLOBAL,vendor_pricing,Avo pricing,https://www.avo.app/pricing,"instantly catch issues such as inconsistent naming, duplicate items or missing descriptions",en,"Avo: Free / Team 250–300 USD/měs / Enterprise; Inspector hlídá schéma eventů v produkci, alerty do Slacku.","RQ7,RQ2",H5,
E6-022,2026-09-04,6,GLOBAL,vendor_pricing,Twilio Segment pricing,https://www.twilio.com/en-us/pricing/customer-data,Take control of data quality with intuitive data cleaning features and real-time validation built for enterprise scale.,en,Segment Protocols (validace tracking planu) je placený add-on bez veřejné ceny.,RQ7,,
E6-023,2026-09-04,6,GLOBAL,vendor_pricing,Amplitude pricing,https://amplitude.com/pricing,Data Governance,en,"Amplitude data governance (schéma, blokace eventů) jen v Growth/Enterprise s custom cenou.",RQ7,,
E6-024,2026-09-04,6,GLOBAL,vendor_pricing,Metrics Watch pricing,https://metricswatch.com/pricing,Catch data issues before they cost you money,en,"Metrics Watch Alerts: 79/99/299 USD/měs (3–neomezeno alertů, 15–5 min), Reports 49/149/399 USD/měs; GA4 anomálie do e-mailu/Slacku.","RQ7,RQ2,RQ3","H2,H5",
E6-025,2026-09-04,6,GLOBAL,vendor_site,Metrics Watch – Alerts,https://metricswatch.com/alerts,"We recently experienced data loss that went unnoticed for several days, affecting dashboards, reports, and business decisions.",en,"Testimonial (web analytik, EU automotive marketplace): ztráta dat nepovšimnutá několik dní – přesně pain H2; vendor: 'One prevented incident pays for the entire year', in-house řešení 30 000+ USD.","RQ3,RQ7","H2,H5",
E6-026,2026-09-04,6,GLOBAL,vendor_pricing,Whatagraph pricing,https://whatagraph.com/pricing,For teams scaling reporting without scaling the team,en,"Whatagraph: Max 699 EUR/měs (ročně, 50 source credits), Prime custom; 'Goals & alerts' součástí.","RQ7,RQ2",,
E6-027,2026-09-04,6,GLOBAL,vendor_pricing,AgencyAnalytics pricing,https://agencyanalytics.com/pricing,One rate. Every feature. Only pay for the clients you actually have.,en,"AgencyAnalytics: 20 USD/klient/měs (ročně), alerty a anomaly detection v ceně; enterprise od 25 klientů.","RQ7,RQ2",,
E6-028,2026-09-04,6,GLOBAL,vendor_pricing,DashThis pricing,https://dashthis.com/pricing/,"We don't charge per client, source, or integrations, just by the number of dashboards you need!",en,DashThis: 44/139/279/429 USD/měs podle počtu dashboardů; bez alertů.,"RQ7,RQ2",,
