id,date_accessed,region,country,provider,provider_type,service_name_verbatim,pricing_model,tier_name,price_original,currency,period,price_czk_month,hours_included,properties_included,platforms_included,response_time,requires_bq,scope_notes,source_url,evidence_id
PK2-001,2026-09-06,CZ,CZ,MČ Brno-střed (zadavatel) – vysoutěžená sazba dodavatele,marketplace,"Správa webových stránek, sociálních sítí a mobilní aplikace pro MČ Brno-střed – hodinová cena za webové stránky",hourly_rate,web (vč. měřicích kódů GA/GTM/Clarity/Meta Pixel),990,CZK,hodina,9900,,3,GA4;GTM;MS Clarity;Meta Pixel,1 h kritická / 8 h střední / 1 prac. den malá,no,"Vysoutezena hodinova sazba ve verejne zakazce VZMR (strop 2 mil. Kc bez DPH). V cene: sprava 3 WordPress webu, udrzba systemu a pluginu, GDPR + cookies dialog + merici kody pro webovou analytiku (GA, MS Clarity, Meta Pixel), nastaveni analytickych nastroju (GA, Tag Manager, Clarity), SEO, rychlost, pristupnost. SLA s penale 1 000 Kc/h prodleni. Mesicni fakturace proti povinnemu vykazu praci. proxy 10 h pro price_czk_month; kurz nerelevantni (CZK). Kody aktivit: A1,A2,B1,C1,F1,G7,H5",https://zakazky.brno-stred.cz/contract_display_2528.html,EK2-003
PK2-002,2026-09-06,CZ,CZ,MČ Brno-střed (zadavatel) – vysoutěžená sazba dodavatele,marketplace,"Správa webových stránek, sociálních sítí a mobilní aplikace pro MČ Brno-střed – hodinová cena za správu sociálních sítí",hourly_rate,sociální sítě,790,CZK,hodina,7900,,3,Facebook;Instagram;YouTube,1 h kritická / 2 h střední / 4 h malá,no,"Srovnavaci sazba ze stejne smlouvy pro mene technickou praci (socialni site) - ukazuje, ze zadavatel oceni technickou spravu webu o 25 % vys nez spravu socialnich siti. proxy 10 h pro price_czk_month. Kody aktivit: D2,F3,H5",https://zakazky.brno-stred.cz/contract_display_2528.html,EK2-003
PK2-003,2026-09-06,EU,LU,"European Commission, Publications Office (zadavatel) – vítězové MANAGING INNOVATION STRATEGIES SLL + SARENET SA",marketplace,Managed services: Digital analytics,fixed_package,managed service (48 měsíců),3000000,EUR,rok,1562500,,,,neuvedeno,unknown,"Odhadovana hodnota ramce 3 000 000 EUR na dobu 48 mesicu = 62 500 EUR/mes; kurz 1 EUR = 25 Kc. V cene: service management, project services, takeover, handover, other services; predchozi generace zakazky (AO 10734) jmenovala primo 'Digital Analytics and Website Monitoring' a spravu podkladove infrastruktury vcetne hostingu a konzultace. Zadavatel = cely web estate EU institucí, cislo NENI srovnatelne s e-shopem; slouzi jako horni kotva kategorie, ne jako cenove pasmo. Kody aktivit: E1,E2,E3,G1,G5,G6,F1,H3",https://ted.europa.eu/en/notice/-/detail/150247-2025,EK2-004
PK2-004,2026-09-06,EU,BE,MULTIMINDS BV (vítěz části 4 rámcové dohody Wit-Gele Kruis van Vlaanderen),analytics_agency,Analytics & Dashboarding websites (perceel 4),hourly_rate,část 4 rámcové dohody,190,EUR,hodina,47500,,,web analytics (nejen Google Analytics);Tag Manager;dashboarding,neuvedeno,unknown,"Hodnota nabidky 190,00 uvedena v TED u casti 4 (u casti 2 a 3 shodne 180,00) - radove jde o hodinovou sazbu v EUR, TED jednotku explicitne neuvadi, brat s rezervou. Strop casti 4 je 300 000 EUR. Rozsah: siroka znalost web analytics (nejen GA), tag manageru a dashboardingu, sam nastavi technicke veci nebo zabriefuje webove studio. proxy 10 h; kurz 1 EUR = 25 Kc. Kody aktivit: A2,A4,C1,F1,F5,H1",https://ted.europa.eu/en/notice/-/detail/535748-2024,EK2-006
PK2-005,2026-09-06,EU,BE,WISEO BV (vítěz části 2 – SEO – rámcové dohody Wit-Gele Kruis),performance_agency,Search Engine Optimalisation (SEO) van websites in beheer WGK (perceel 2),hourly_rate,část 2 rámcové dohody,180,EUR,hodina,45000,,,SEO,neuvedeno,no,"Srovnavaci radek ke stejne ramcove dohode: SEO 180 vs. analytics 190 - rozdil mezi merenim a SEO je v teze soutezi jen 5,6 %, strop casti ale 350 000 vs. 300 000 EUR. proxy 10 h; kurz 1 EUR = 25 Kc. Kody aktivit: mimo taxonomii (SEO)",https://ted.europa.eu/en/notice/-/detail/535748-2024,EK2-006
PK2-006,2026-09-06,EU,IE,Raidió Teilifís Éireann (RTÉ) – zadavatel,marketplace,23P006 RTÉ Digital Analytics,fixed_package,digital analytics solution,650000,EUR,jednorazove,,,weby;mobilní aplikace;connected TV aplikace,,neuvedeno,unknown,"Odhadovana hodnota casti 650 000 EUR, doba plneni v TED neuvedena, proto price_czk_month prazdne. Rozsah: reseni, ktere meri eventy, interakce a konzumaci obsahu napric weby, mobilnimi a CTV aplikacemi, zpracuje surova data a da personalu platformu k analyze. 'This tender is a repeat tender' - opakovana polozka rozpoctu. Kurz 1 EUR = 25 Kc. Kody aktivit: A4,E1,E3,E5,F1",https://ted.europa.eu/en/notice/-/detail/673241-2023,EK2-008
PK2-007,2026-09-06,CZ,CZ,LinkSoft Technologies a.s. (dodavatel HLAVNÍHO MĚSTA PRAHY),marketplace,"Obsahový specialista, SEO a webový analytik pro portál praha.eu na roky 2025–2027",fixed_package,3 role na 36 měsíců,3000000,CZK,jednorazove,83333,,1,,neuvedeno,unknown,"Smluvni (nikoli predpokladana) cena 3 000 000 Kc za tri role dohromady - obsahovy specialista, SEO a WEBOVY ANALYTIK - na obdobi 2025-2027, tj. 36 mesicu; 83 333 Kc/mes za cely balik tri roli, tedy radove ~28 000 Kc/mes na jednu roli, pokud by se delilo rovnym dilem (delba neni verejna). Nejblizsi ceska verejna kotva pro cenu prubezne prace webovoho analytika. Kody aktivit: C1,C4,D4,F3,F5,I1",https://www.hlidacstatu.cz/verejnezakazky/zakazka/a0b1858005034effb4c94919e5084db2,EK2-015
PK2-008,2026-09-06,CZ,CZ,Statutární město České Budějovice (zadavatel),marketplace,Marketingová podpora turistického webu budejce.cz pro období 2026-2027,fixed_package,24 měsíců,943440,CZK,jednorazove,39310,,1,GA4;GTM,neuvedeno,no,"Smluvni cena 943 440 Kc na obdobi 2026-2027 (24 mesicu) = 39 310 Kc/mes za marketingovou podporu jednoho turistickeho webu. Zakazka nalezena dotazem 'Google Analytics 4', tj. GA4 je v podkladech zminena; presny rozsah neni verejne dostupny (profil na NEN, nedostupny). Kody aktivit odhadem: C1,D1,D4,F3",https://www.hlidacstatu.cz/verejnezakazky/zakazka/6234aeb418704f749ed12239637c09fa,EK2-018
PK2-009,2026-09-06,CZ,CZ,Česká agentura na podporu obchodu (CzechTrade) – zadavatel,marketplace,"Poskytování analytických a poradenských služeb v oblasti statistik návštěvnosti, průzkumů uživatelů, optimalizace digitálního obsahu a online marketingových aktivit",fixed_package,celá zakázka,1996800,CZK,jednorazove,,,,,neuvedeno,unknown,"Jedina nalezena ceska verejna zakazka, jejiz predmet je primo prubezna analyticka sluzba nad statistikami navstevnosti. Smluvni cena 1 996 800 Kc. Doba plneni se z verejnych zdroju nepodarila zjistit (profil zadavatele je na NEN, ktery je z tohoto prostredi nedostupny), proto price_czk_month prazdne. Pri hypoteticke dobe 24 mes. by slo o 83 200 Kc/mes, pri 36 mes. o 55 467 Kc/mes - NEOVERENO. Kody aktivit dle nazvu: C4,D5,F3,F4,I1",https://www.hlidacstatu.cz/verejnezakazky/zakazka/b068db177c3240a7a73ffc8a0d87cdc9,EK2-016
PK2-010,2026-09-06,CZ,CZ,Státní fond životního prostředí ČR (zadavatel),marketplace,Vytvoření a správa integrovaného webu SFŽP ČR,tiered,měsíční paušál (správa + webhosting) + hodinová sazba (rozvoj),3400000,CZK,jednorazove,70833,350 h/rok na rozvoj (≈29 h/měs),6,Google Analytics,"kritická vada 4 h (po-pá 8-18), velmi kritická nonstop, nekritická další prac. den, nový požadavek 2 prac. dny",no,"Predpokladana hodnota 3 400 000 Kc bez DPH na ramcovou dohodu na 4 roky (48 mes.) = 70 833 Kc/mes; ale v cene je i JEDNORAZOVE VYTVORENI sesti webu, takze cislo je horni odhad ceny za samotnou spravu. Cenovy model: mesicni pausal za spravu a webhosting + hodinova sazba za rozvoj, uctovani po ctvrthodinach, SLA kredit 1/10 mesicniho pausalu za kazdou zapocatou hodinu nedostupnosti pod 99,5 %. Mereni: implementace merICich kodu GA, mereni konverznich akci, automaticky mesicni report na e-mail. Kody aktivit: A1,C1,C4,D5,F1,F3,G5,G7,H5",https://ezak.mzp.cz/contract_display_5701.html,EK2-011
PK2-011,2026-09-06,CZ,CZ,"Sherpas, s.r.o. + InQool, a.s. (dodavatelé SFŽP ČR)",marketplace,Správa a rozvoj integrovaného webu SFŽP ČR,fixed_package,celá zakázka,12752300,CZK,jednorazove,,,,,neuvedeno,unknown,"Navazujici zakazka SFZP (VVZ Z2024-052101), smluvni cena 12 752 300 Kc, dva dodavatele. Doba plneni z verejneho vypisu nezjistitelna, proto price_czk_month prazdne. Ukazuje 3,75x narust proti generaci 2016 (3,4 mil. Kc) - ale rozsah se mezi generacemi lisi, neni to cista casova rada.",https://www.hlidacstatu.cz/verejnezakazky/zakazka/2b95c168c79749efa7455031c6efdbfa,EK2-018
PK2-012,2026-09-06,CZ,CZ,PragueBest s.r.o. (dodavatel Dopravního podniku hl. m. Prahy),marketplace,Podpora provozu a rozvoje webových stránek a Fanshopu,fixed_package,celá zakázka,2398400,CZK,jednorazove,,,2,,neuvedeno,unknown,"Smluvni cena 2 398 400 Kc za podporu provozu a rozvoje webu a e-shopu (Fanshop) DPP. Doba plneni z verejneho vypisu nezjistitelna, proto price_czk_month prazdne. Zakazka nalezena dotazem 'webova analytika', tj. analytika je v podkladech zminena.",https://www.hlidacstatu.cz/verejnezakazky/zakazka/92be40bf315f4809bc80ba7c566bce6b,EK2-018
