id,date_accessed,region,segment,source_type,source_url,quote_verbatim,language,situation,what_broke,how_noticed,time_to_notice,impact,would_prevent,has_bq,pain_cluster,evidence_id
NG12-001,2026-09-04,GLOBAL,unknown,vendor_docs,https://support.google.com/tagmanager/answer/4620708?hl=en,"Containers loaded with a GTM-XXXX ID won't be restricted, while product-specific ID types like G-XXXX or AW-XXXX will only permit tags and variables provided by Google.",en,"9.7.2026 Google zmenil pravidla pro kontejnery GTM podle typu ID; kontejner pod produktovym ID (G-, AW-) povoli jen tagy a promenne od Googlu",gtm_change_dev,"nijak - v rozhrani GTM se nic neohlasi, tagy proste prestanou byt v kontejneru vydany",neurceno; bez tag monitoringu mesice,"vlastni HTML tagy, sablony tretich stran (Sklik, Meta, Heureka) a custom JS promenne prestanou fungovat",monitoring spusteni tagu v realnem provozu (G4) a kontrola typu ID kontejneru po zmenach Googlu (C5),unknown,tiche rozbiti mereni zmenou Googlu,EG12-043
NG12-002,2026-09-04,GLOBAL,unknown,industry_media,https://ppc.land/google-blocks-script-bypass-that-hit-gtm-container-restrictions/,"containers reached through these paths degraded automatically into a restricted state, regardless of what kind of container they actually were",en,"Pred opravou z 9.7.2026 se GTM kontejner nacteny nepodporovanou cestou (/gtag/js, /gtag/destination) automaticky degradoval do omezeneho stavu bez ohledu na svuj typ",gtm_change_dev,"az pri debugu nebo pri hledani, proc nejde tag; Google to neoznamil dopredu",neuvedeno - doba trvani chyby neni nikde zverejnena,"GTM- kontejner prisel o vlastni HTML/JS tagy, na ktere mel narok; postizeny tymy s vlastnimi integracemi a migracnimi skripty",tag monitoring v produkci (G4) a kontrola zpusobu nasazeni kontejneru,unknown,tiche rozbiti mereni zmenou Googlu,EG12-050
NG12-003,2026-09-04,GLOBAL,unknown,vendor_docs,https://support.google.com/analytics/answer/13420269,"For most properties, you must have a config command or the Google tag installed on a web page for custom events to be sent.",en,13.11.2024 GA4 zprisnil pozadavek: vlastni eventy se odeslou jen pri pritomnosti config prikazu / Google tagu na strance; 3.6.2024 tyz pozadavek pro automaticky sbirane eventy,ga4_change,az z chybejicich eventu v reportech - odeslani nehlasi zadnou chybu,tydny az mesice,vlastni eventy (a v cervnove vlne i automaticke eventy) prestanou chodit na strankach bez configu,denni kontrola objemu klicovych eventu proti baseline (G1) a QA po kazde zmene sablony (A1),unknown,tiche rozbiti mereni zmenou Googlu,EG12-027
NG12-004,2026-09-04,GLOBAL,unknown,vendor_docs,https://support.google.com/analytics/answer/13420269,We've improved conversion data quality to prevent under-reporting of conversions for Google Analytics customers whose properties have 2 or more linked Google Ads accounts.,en,6.8.2025 Google zmenil zpusob vypoctu konverzi u properties se dvema a vice napojenymi ucty Google Ads,ga4_change,"skok v cislech konverzi bez zmeny kampani - typicky se vylozi jako vykon, ne jako zmena mereni","dny pokud se sleduje, jinak nikdy",nesrovnatelna cisla mesic proti mesici a YoY; chybna interpretace vykonu kampani,"mesicni komentovany report, ktery zmenu prostredi pojmenuje driv, nez si ji klient vylozi jako trh (F3, C5)",unknown,zmena metodiky vypoctu bez upozorneni,EG12-025
NG12-005,2026-09-04,GLOBAL,unknown,vendor_docs,https://support.google.com/analytics/answer/13420269,"UPD now focuses on activation and Ads Conversions, improving Enhanced Conversions and Customer Match Audiences.",en,5.11.2025 GA4 zmenil roli user-provided data: prestala byt identitou pro reporting sessions a uzivatelu,ga4_change,skok v poctu uzivatelu a sessions v reportech,dny az tydny,nesouvisla casova rada u uzivatelu a sessions; rozbite cross-device reporty postavene na UPD,kvartalni review konfigurace GA4 (C2) a anotace zmen prostredi v reportu (F3),unknown,zmena metodiky vypoctu bez upozorneni,EG12-026
NG12-006,2026-09-04,GLOBAL,unknown,vendor_docs,https://support.google.com/analytics/answer/13420269,"Currently, conversions that should be attributed to paid search are sometimes incorrectly attributed to organic search.",en,"10.6.2024 Google opravil atribuci placeneho vs. organickeho vyhledavani; v roce 2024 slo o jednu ze sesti zmen atribuce (10.6., 26.6., 3.9., 18.9., 25.9., 28.10.)",ga4_change,posun podilu kanalu v reportu bez zmeny kampani,tydny az mesice,"skokova zmena podilu Paid Search vs. Organic Search; rozpocty prerozdelene podle zmeny mereni, ne trhu","sledovani release notes GA4 a anotace do reportu (C5, F3) - jinak zmenu nikdo nepozna",unknown,zmena atribuce Googlem,EG12-028
NG12-007,2026-09-04,GLOBAL,unknown,vendor_docs,https://support.google.com/analytics/answer/9164320,"You can now identify how users are discovering your site through chatbots like ChatGPT, Gemini, and Claude via a new AI Assistant channel.",en,13.5.2026 GA4 zavedl novy kanal AI Assistant a automaticky priradil medium ai-assistant,ga4_change,cast navstevnosti se prestehovala z Direct/Referral do noveho kanalu,"dny u toho, kdo sleduje kanaly; jinak nikdy",zlom v casove rade kanalu; vlastni Channel Groups a dashboardy postavene na starem cleneni prestanou sedet,revize vlastnich Channel Groups pri kazde zmene GA4 (C5) a anotace do reportu (F3),unknown,zmena cleneni kanalu bez zpetneho prepoctu,EG12-035
NG12-008,2026-09-04,GLOBAL,unknown,industry_media,https://seresa.io/blog/ai-data-readiness/ga4s-new-ai-assistant-channel-still-hides-1-in-3-ai-visits-in-direct,"GA4 did not retroactively reclassify historical data, so older traffic that was not classified as AI traffic will usually remain under Direct or Referral.",en,Kanal AI Assistant (13.5.2026) se neaplikoval zpetne na historicka data,ga4_change,pri srovnani obdobi pred a po kvetnu 2026 nesedi kanaly,az pri YoY srovnani,YoY a MoM srovnani kanalu je od kvetna 2026 neplatne bez rucni korekce,"vedeny zaznam zmen prostredi u property, aby bylo jasne, od kdy rada nesedi (H2, F3)",unknown,zmena cleneni kanalu bez zpetneho prepoctu,EG12-052
NG12-009,2026-09-04,GLOBAL,unknown,vendor_docs,https://support.google.com/analytics/answer/9164320,Google Analytics conversions now support custom integer lookback windows for click-through conversions (CTC) and engaged-view conversions (EVC).,en,"11.8.2026 GA4 zmenil konfiguraci konverzniho okna z pevnych voleb na volitelne hodnoty (EVC 1-30 dni, CTC 1-90 dni)",ga4_change,"pocty konverzi se zmeni po zmene nastaveni a nikdo si po case nevzpomene, ze se menilo",tydny,neporovnatelna obdobi; pri nepromyslenem nastaveni podhodnocene nebo nadhodnocene konverze,"changelog konfiguracnich zmen property a jejich anotace do reportu (A3, H2, F3)",unknown,zmena metodiky vypoctu bez upozorneni,EG12-032
NG12-010,2026-09-04,GLOBAL,unknown,vendor_docs,https://support.google.com/analytics/answer/9164320,"Properties where aggregate identifiers (GBRAID and gad_) are missing from the URL will see a new diagnostic, including the problematic URLs and ways to resolve the issue.",en,"30.7.2026 GA4 zavedl diagnostiku chybejicich agregatnich identifikatoru (gbraid, gad_) v URL - Google sam uznal, ze click ID casto z URL zmizi",utm_chaos,nove az z diagnostiky v GA4; predtim nijak,mesice,prokliky z Google Ads dorazi bez identifikatoru a spadnou mimo placeny kanal; rozbita atribuce i modelovani konverzi,"kontrola pruchodu click ID pri kazdem releasu a po zmene CMP nebo redirectu (A1, C4)",unknown,ztrata click ID cestou na web,EG12-033
