id,date_accessed,phase,region,source_type,source_name,source_url,quote_verbatim,language,summary_cs,relates_to_rq,relates_to_hypothesis,notes
E4-001,2026-09-04,4,EU,web_agentura,"LEMONTEC (dříve KlickImpuls), AT – GA4 & GTM Sorglos-Paket",https://lemontec.at/leistungen/tracking/ga4-gtm-sorglos-paket/,"Laufendes Monitoring (Top 10 GA4 Events, GTM Integration, GA4 Pageviews); Proaktive Konfigurationsanpassungen bei neuen Google Features; Schnelle Fehlerbehebungen durch Tracking-Experten; 199 €/Monat; Keine Bindung",de,"Rakouská agentura prodává fixní měsíční balíček za 199 €/měs bez vazby: automatizovaný monitoring 10 nejdůležitějších eventů, integrace GTM a pageviews, proaktivní úpravy konfigurace při změnách GA4, opravy chyb. Bez BigQuery. 14 dní setup před startem monitoringu.",RQ1;RQ2;RQ5;RQ6,H1;H4;H5,Jediný nalezený DACH produkt s veřejnou cenou čistě za správu GA4/GTM (bez sGTM hostingu).
E4-002,2026-09-04,4,EU,blog_agentura,LEMONTEC – GA4 und Tag Manager: Tracking braucht ständige Wartung,https://lemontec.at/news-und-trends/ga4-und-gtm-laufende-wartung/,"Die zugrunde liegenden Trigger basieren auf Parametern wie CSS IDs, Klassen, Selektoren oder auch integrierte DataLayer Events. Nicht selten kommt es vor, dass sich diese Parameter auf der Website ändern. Das führt dann häufig dazu, dass ein Event schon monatelang nicht mehr erfasst wird, es aber niemand bemerkt.",de,"Zdůvodnění správy: triggery závisí na CSS selektorech/dataLayeru, které se na webu mění; event pak měsíce neměří a nikdo si nevšimne. Řešení: denní kontrola 10 klíčových eventů s alertem; i vyhození GTM z webu se odhalí do 24 h.",RQ3;RQ5,H2;H5,Alerting popsán jako denní check eventů – jde bez BQ (GA4 Data API).
E4-003,2026-09-04,4,EU,web_agentura,"ADS-Tracking.de – Server-Side Tracking Agentur, Preise",https://ads-tracking.de/preise,"Basic 179 € (4.000 Sessions) / Starter 299 € (10.000) / Small 449 € (25.000, 10 Support-Std./Jahr) / Middle 799 € (50.000, 20 Std.) / Max 1.299 € (125.000, 30 Std.); 549 € einmalige Einrichtung; Laufendes Monitoring & Störungsbehebung; Updates & Plattform-API-Wartung inklusive; 12 Monate Mindestlaufzeit",de,"Německý provider prodává provoz server-side pipeline jako tiery podle měsíčních sessions (179–1 299 €/měs), setup 549 €, 12 měsíců minimální vazba, roční předplatba. Ve vyšších tierech jsou zahrnuté hodiny podpory (10/20/30 h/rok). Škáluje se podle trafficu, ne hodin.",RQ1;RQ2;RQ6,H4,Model 'managed sGTM' – osa škálování = traffic. GA4 integrace zdarma.
E4-004,2026-09-04,4,EU,web_agentura,ADS-Tracking.de – Server-Side Tracking Agentur (landing),https://ads-tracking.de/server-side-tracking-agentur,"jede Anpassung wird ein Ticket, jedes Ticket kostet Stundensatz",de,Pojmenovaný pain klasického agenturního modelu: každá změna je ticket účtovaný hodinovou sazbou; bez monitoringu se výpadek pozná až podle propadu výkonu kampaní.,RQ3;RQ4,H2,Argumentace pro flat fee místo hodin.
E4-005,2026-09-04,4,EU,web_agentura,"Gandke / Markus Baersch – GA4 & GTM Setup, Tracking Audit; Preisliste",https://www.gandke.de/online-internet-marketing-preisliste.html,"Tracking & Datenschutz-Audit 139,- € pro Stunde (GA4, Tag Manager, Consent Mode V2, Server-Tracking); Monatlich kündbar; Abrechnung minutengenau nach Zeitaufwand",de,"Známý německý GTM konzultant účtuje tracking práce hodinově 139 €/h po minutách, bez měsíční pauschale za tracking (pauschale existuje jen pro správu Google Ads 199/499 €). Pains: 'Widersprüchliche Zahlen', 'lückenhaften Daten'.",RQ2;RQ3,H3;H4,"sGTM doporučuje 'ab 2.000 € Monatsbudget' (reklamní budget klienta, ne cena)."
E4-006,2026-09-04,4,EU,web_agentura,SaphirSolution – Google Analytics 4 Agentur,https://www.saphirsolution.de/google-analytics-4-agentur/,laufende Betreuung statt Einmallösung; ab ca. 500 € (Setup); ab ca. 800–1.500 € (Monatsbudgets),de,"Agentura komunikuje 'průběžnou péči místo jednorázového řešení', v FAQ uvádí orientační měsíční rozpočty 800–1 500 € a setup od 500 €. Konkrétní balíčky nezveřejňuje.",RQ2,H4,Orientační cenová hladina DACH pro měsíční správu GA4.
E4-007,2026-09-04,4,EU,web_agentura,"Grundauf – Tracking & GA4 Setup, White-Label-Betreuung",https://grundauf.com/tracking,"Die Zahlen widersprechen sich; Niemand weiß, was gemessen wird; Wichtige Events fehlen; Die Umsätze stimmen nicht; Nach einem Update war alles anders; Rechtlich unklar. — Laufende Live-Überwachung der Funktionalität und Validität Ihrer Daten; Festpreis je Projekt, 15 % Aufschlag auf Endkundenpreise",de,"Německý poskytovatel nabízí white-label správu trackingu pro agentury (NDA, e-mail alias, +15 % na cenách pro koncového klienta) a 'laufende Betreuung' s live monitoringem a volitelným systémem včasného varování. Šest pojmenovaných painů doslovně.",RQ1;RQ3;RQ6,H2,Model white-label pro agentury – relevantní pro segment 'agentura hledající white-label'.
E4-008,2026-09-04,4,EU,web_freelancer,Tobias Batke – Server-Side Tracking Preise & Pakete,https://tobiasbatke.com/preise/,Analytics 1.500 € / 1 Plattform 1.900 € / 2 Plattformen 2.300 € / Komplex ab 3.500 €; 30 Tage Support nach Go-live; Stape-Hosting separat ab ca. 20 €/Monat,de,"Freelancer prodává sGTM setup jako jednorázové fixní balíčky (1 500–3 500 €) s 30denní podporou; žádný retainer, hosting Stape klient platí zvlášť.",RQ2,H4,"Ukazuje, kde končí 'projekt' – retainer není nabízen."
E4-009,2026-09-04,4,EU,web_agentura,Beyond Media – Server-Side Tracking Agentur,https://www.beyond-media.de/server-side-tracking/,"Setup ab 2.500 € (zwischen 2.500 und 8.000 €); Hosting ab 50 €/M.; Laufend: Server-Uptime-Monitoring, Tag-Updates bei Plattform-Änderungen, Consent-Rate-Optimierung, regelmäßige Audits",de,"Setup sGTM 2 500–8 000 €, hosting od 50 €/měs; průběžná péče vyjmenována (uptime monitoring, aktualizace tagů při změnách platforem, optimalizace consent rate, pravidelné audity) – ale bez ceny.",RQ1;RQ2,H4,"Dodávka správy sGTM = A5, G5, B2, A6."
E4-010,2026-09-04,4,EU,web_agentura,Blue Marketing – Server Side Tracking und Tagging,https://www.blue-marketing.de/leistungen/server-side-tracking-tagging/,"Google Cloud ca. 25 € – 40 €; Stape ab 17,00 € im Monat; TAGGRS ab 22,00 € im Monat; übernehmen wir das Monitoring und die Wartung",de,Agentura uvádí jen náklady hostingu (17–40 €/měs) a nabízí volitelně převzetí monitoringu a údržby bez veřejné ceny.,RQ2;RQ5,H5,
