id,date_accessed,phase,region,source_type,source_name,source_url,quote_verbatim,language,summary_cs,relates_to_rq,relates_to_hypothesis,notes
EK4-001,2026-09-06,12,CZ,vendor_page,"Externí IT, s.r.o. – Ceník IT služeb (vzdálená podpora)",https://externiit.cz/cenik.php,"Transparentní ceny bez skrytých poplatků. Platíte za skutečně odvedenou práci – čím dříve potřebujete řešení, tím pružněji reagujeme. | Vzdálená podpora – Express (Rychlý zásah): do 2 hodin – 1 450 Kč / hod | Vzdálená podpora – Standard: do 24 hodin – 890 Kč / hod | Vzdálená podpora – Ekonomy (Úspora): do 5 pracovních dní – 590 Kč / hod | Rychlost se vyplatí: Potřebujete zásah do 2 hodin? Naši technici jsou připraveni. Za prémiovou rychlost platíte prémiovou cenu – ale váš provoz nestojí. | Trpělivost se vrátí: Plánovaná práce do 5 pracovních dní? Ušetříte až 40 % oproti express sazbě.",cs,"Nejčistší česky doložená cena za reakční dobu vůbec: jeden dodavatel, jedna a táž práce (vzdálená IT podpora), tři sazby lišící se POUZE slíbenou reakcí. 5 pracovních dní 590 Kč/h, 24 h 890 Kč/h (+51 %), 2 h 1 450 Kč/h (+63 % proti 24 h, 2,46× proti 5 dnům). Firma to sama pojmenovává jako prodej rychlosti, ne rozsahu.",RQ1,H4,"Nejsilnější kotva ukolu K04. Reakční doba je v ČR samostatně ceněná osa a trh ji akceptuje."
EK4-002,2026-09-06,12,CZ,vendor_page,"Externí IT, s.r.o. – Paušální správa IT, měsíční balíčky",https://externiit.cz/cenik.php,"Pro firmy, které chtějí mít IT vyřešené průběžně, účtujeme měsíční paušál za stanici (uživatele), ne jednu fixní částku za celou firmu. | Základ 390–490 Kč / měsíc: Monitoring, aktualizace, antivirus, helpdesk best-effort (reakce do 24 h) | Standard (Doporučujeme) 650–850 Kč / měsíc: + proaktivní správa, SLA 4 h, neomezený vzdálený helpdesk na drobnosti, 2 h on-site/měsíc v ceně | Prémium 1 000–1 300 Kč / měsíc: + SLA 1 h, průběžný security monitoring, správa M365 tenantu, čtvrtletní konzultace (vCIO) | Neplatíte za čas, ale za to, že vám IT prostě funguje. Orientačně: menší firma s 8–10 stanicemi + 1 serverem vychází zhruba na 9 000 Kč / měsíc.",cs,"Třítierový paušál, kde je SLA hlavní odlišovač tierů: 24 h best-effort → 4 h → 1 h. Skok Základ→Standard = +70 %, Základ→Prémium = 2,61×. Struktura je 1:1 shodná s návrhem DataLayer.cz (tři tiery, vyšší tier = rychlejší reakce + víc proaktivity). Referenční celková cena pro malou firmu 9 000 Kč/měs.",RQ1,H4,"Rozestup tierů 1,70× a 2,61× vs. návrh DataLayer 2,24× a 4,38×."
EK4-003,2026-09-06,12,CZ,vendor_page,"ITHOPE s.r.o. – Ceník služeb pro firmy",https://www.ithope.cz/it-pro-firmy/cenik/,"4 h reakce u paušálních klientů | Reakce do 4 hodin SLA pro paušální klienty | Akutní výjezd technika do 2 h, smluvní 1 300 Kč | Akutní výjezd technika do 2 h, nesmluvní 2 600 Kč | Práce servisního technika – smluvní 1 000 Kč / h | Práce servisního technika – nesmluvní 1 300 Kč / h až 1 700 Kč / h | Co paušál obsahuje: … Reakční doba dle SLA (standardně 4 h v pracovní době) | Co paušál neobsahuje: … Havarijní výjezdy mimo SLA – dle ceníku nesmluvních výjezdů | Typická firma 10–30 zaměstnanců platí 8 000–18 000 Kč/měsíc za kompletní paušál v rámci sjednaného SLA.",cs,"Druhý nezávislý český bod: paušál 8 000–18 000 Kč/měs pro firmu 10–30 lidí se SLA 4 h v pracovní době. Zároveň doložený rozdíl smluvní vs. nesmluvní: tentýž akutní výjezd do 2 h stojí smluvnímu klientovi 1 300 Kč a nesmluvnímu 2 600 Kč – paušál si kupuje poloviční sazbu a přednost. Firma sama píše: „priorita jde paušálním klientům“.",RQ1,H4,"Cena přednosti = 2× sazba. Argument pro paušál jako pojistku, ne jako předplacené hodiny."
EK4-004,2026-09-06,12,CZ,vendor_page,"ICT-GROUP – IT outsourcing s fixní cenou",https://www.ict-group.cz/it-outsourcing,"Cena má dvě části. Základ správy podle velikosti firmy: 2 990 Kč měsíčně pro 1–5 lidí, 4 990 Kč pro 6–20, 6 990 Kč pro 21–50, 9 990 Kč pro 50–100 a 11 990 Kč pro 100+ lidí. K němu si vyberete podporu — hodinovku 1 390 Kč/h, nebo neomezenou on-line podporu za 1 290 až 690 Kč za uživatele a měsíc. Firma s 8 lidmi tak vyjde na 5 702 Kč měsíčně s hodinovou podporou, nebo 12 910 Kč s neomezenou. | Reakce: 90 % požadavků řešíme do 30 minut. | Co musí paušál obsahovat, ať porovnáváte srovnatelné: … ✓ Helpdesk s jasnou reakční dobou | „paušál“ bez definice obsahu je jen slovo — dvě stejné částky se můžou lišit o polovinu práce. | Ceník je v téhle branži často až výsledek schůzky s obchodníkem — my ho máme veřejně",cs,"Třetí nezávislý český bod a jediný s plně veřejnou kalkulací. Modelová firma s 8 lidmi: 5 702 Kč/měs hodinově vs. 12 910 Kč/měs s neomezenou podporou (2,26×). Slibovaná reakce 90 % do 30 minut. Firma explicitně staví veřejný ceník jako konkurenční výhodu proti „cena záleží na rozsahu“ a formuluje, proč paušál bez definice obsahu neznamená nic.",RQ1,H4,"Přímý precedens pro publikaci ceníku v oboru, kde je zvykem cena na dotaz."
EK4-005,2026-09-06,12,CZ,vendor_page,"ICT-GROUP – Ceník IT služeb, správy IT, ceny IT outsourcingu",https://www.ict-group.cz/cenik-it-sluzeb-spravy-it-ceny-outsourcingu-kolik-vas-to-bude-vlastne-stat/,"Ceny začínají na cca 350 Kč/hodinu a končí u velkých IT společností nebo u úzce specializovaných kompetencí cca. na 5000 - 8000 Kč / hodinu. | Živnostník - cena 300 - 900 Kč/ hodinu | Menší IT firma - cena 600 - 1200 Kč/ hodinu | Střední IT firma - cena 1000 - 1600 Kč/ hodinu | Velká IT firma - cena 2000 - 8000 Kč/ hodinu | Váš IT partner převezme odpovědnost za chod vašeho IT za měsíční paušál. Typicky Vám nebude fakturovat „propálené“ hodiny, ale předem jasnou za zařízení nebo uživatele. | Hodinový IT ředitel? Kolik to tedy stojí? 2 999 Kč/ hodinu. Minimálně 5 hodin za měsíc = 14 495 Kč/měsíc za IT ředitele, co bude mít reálný přínos, je skvělá cena.",cs,"Segmentace hodinových sazeb českého IT trhu podle velikosti dodavatele: OSVČ 300–900, menší firma 600–1 200, střední 1 000–1 600, velká 2 000–8 000 Kč/h. Model „managed services“ (paušál za zařízení/uživatele místo hodin) firma sama označuje za model, který „se v Česku teprve pomalu rozjíždí“. Hodinový IT ředitel 2 999 Kč/h s minimálním měsíčním odběrem 5 h.",RQ1,H4,"Sazba 700 Kč/h použitá v nákladovém modelu DataLayer leží v pásmu OSVČ / menší IT firmy. Poznámka: v textu je početní chyba, 2 999 × 5 = 14 995 Kč, ne 14 495."
EK4-006,2026-09-06,12,CZ,vendor_page,"WPDistro.cz – Ceník správy webu a WordPressu",https://wpdistro.cz/cenik-sprava/,"Autopilot Basic 3 000 Kč / měsíc … E-mailová podpora (do 24 hodin) | Autopilot Standard 6 000 Kč / měsíc … Prioritní podpora (do 4 hodin) | Autopilot Premium 12 000 Kč / měsíc … SLA garance s kompenzací — dedikovaná podpora do 1 hodiny | Ceník je jen začátek. Důležitý je provozní rozsah správy. Pokud porovnáváte správu webu podle ceny, ověřte i aktualizace, zálohy, bezpečnost, monitoring, report a odpovědnost za rizikové zásahy. | Žádné hodinovky. Žádné skryté poplatky.",cs,"Jediný nalezený český paušál na správu webu, který slibuje SLA garanci S KOMPENZACÍ. Cenová osa reakční doby je čistá a zdvojnásobující: 24 h = 3 000 Kč, 4 h = 6 000 Kč, 1 h = 12 000 Kč. Firma sama nabádá porovnávat rozsah, ne cenu – táž rétorika, kterou potřebuje DataLayer proti Signals Bar za 2 500 Kč.",RQ1,H4,"Nejsilnější CZ doklad, že za zkrácení reakční doby lze účtovat násobek, ne přirážku."
EK4-007,2026-09-06,12,CZ,vendor_page,"SiteCare.cz – Profesionální správa WordPress webů",https://sitecare.cz/,"Základ 790 Kč / měs … Monitoring 24/7 · Reakce do 24 hodin | Byznys 1 490 Kč / měs … Reakce do 24 hodin … 60 min úprav / měsíc | Agentury / Portály 3 900 Kč / měs … Reakce do 4 hodin … Hodinové zálohy … SLA smlouva … 3 hodiny úprav / měsíc | Reagujeme do 24 hodin. Kritické incidenty, jako nedostupnost webu, řešíme přednostně a ihned. | Bez závazků - tarif změníte nebo ukončíte k dalšímu měsíci. Žádné sankce.",cs,"Tři tiery, kde se reakční doba mění až v nejvyšším (24 h → 4 h) a je tam nabídnuta jako samostatná položka „SLA smlouva“. Nejvyšší tier stojí 4,94× vstupní. Doklad, že i drobná česká správa webu prodává reakční dobu jako placený atribut nejvyššího tieru.",RQ1,H4,"Vstupní tier 790 Kč je ve stejném pásmu jako ga4monitor 667 Kč – v obou oborech je „hlídání“ komodita."
EK4-008,2026-09-06,12,CZ,vendor_page,"CARE4WEB – Správa webu ceník",https://www.care4web.cz/sprava-webu-cenik.php,"Základní … od 1 000 Kč / měsíc … Technická podpora do 1 hodiny měsíčně | Standardní … od 2 500 Kč / měsíc … Technická podpora do 3 hodin měsíčně … Měsíční report (návštěvnost, stav webu) | Pokročilá … od 5 000 Kč / měsíc … Monitoring 24/7 a rychlý zásah při výpadku … Testování funkčnosti (objednávky, formuláře) … Technická podpora do 6 hodin měsíčně",cs,"Protipól WPDistra: stejná struktura tří tierů, ale osou je POČET HODIN v ceně (1 / 3 / 6 h), ne reakční doba. Nejvyšší tier slibuje „rychlý zásah“ bez čísla. Ukazuje, že český trh správy webu má obě konvence a že cena za hodinu v paušálu vychází 833–1 000 Kč/h.",RQ1,H4,"1 000 Kč/1 h, 2 500 Kč/3 h, 5 000 Kč/6 h → implicitní sazba 1 000 / 833 / 833 Kč/h."
EK4-009,2026-09-06,12,CZ,vendor_page,"COMPARA s.r.o. – Profesionální správa serverů",https://www.compara.cz/profesionalni-sprava-serveru,"Jaké služby v rámci správy serveru zajišťujeme? … monitoring a dohled 24/7 – provádíme aktivní monitoring stavu serveru; poskytujeme SLA – garantujeme rychlou reakční dobu v případě havarijního stavu | Správa serveru Linux: 24/7 aktivní monitoring, email a tel. podpora, reakční doba, podpora 5x8, inventarizace techniky, 1 hod. prací v ceně, výjezd k zákazníkovi, 10% sleva na práce nad rámec – od 2.500 Kč/měsíc | Správa serveru Windows … 3 hod. prací v ceně – od 3.500 Kč/měsíc | Správa serveru Hyper-V … od 5.000 Kč/měsíc | Konečná cena se odvíjí od: struktury a složitosti sítě a počtu serverů; nároků na zajištění požadované úrovně SLA | Na údržbu serverů a systémů uzavíráme smlouvu o technické podpoře, která definuje pojmy a podmínky správy.",cs,"Český dodavatel, který výslovně píše, že úroveň SLA je jedna ze dvou os, podle kterých se stanoví konečná cena. Zároveň typický vzorec: „garantujeme rychlou reakční dobu“ a „reakční doba“ jako odrážka BEZ ČÍSLA. Podpora je 5x8, ne 24/7 – monitoring běží 24/7, ale člověk reaguje v pracovní době.",RQ1,H4,"Rozdíl monitoring 24/7 vs. reakce 5x8 je přesně model, který DataLayer navrhuje (denní automat + člověk v pracovní době)."
EK4-010,2026-09-06,12,CZ,vendor_page,"ZServer (Zoner) – Ceník správy serverů, managed servery",https://www.zserver.cz/sprava-serveru/cenik-managed-serveru,"Základní Managed VPS: 1 500 Kč bez DPH měsíčně. V ceně je 2 vCPU, 4 GB RAM, 50 GB diskového prostoru, zálohování, monitoring dostupnosti a vytížení, proaktivní monitoring zaměřený na rozpoznání útoků a technická podpora k provozu serveru. | U managed varianty platíte také za technickou odpovědnost, dohled a průběžnou práci. Nabídka proto vždy odděluje kapacitu serveru od správy a jednorázových prací.",cs,"Vstupní cena managed hostingu 1 500 Kč/měs. Podstatná je věta o oddělení kapacity od správy: dodavatel účtuje zvlášť infrastrukturu a zvlášť odpovědnost a dohled – analogie k oddělení „provoz sGTM (hosting)“ od „správa měření“ v návrhu DataLayer.",RQ1,H4,"Reakční doba na veřejné stránce chybí, ačkoli jde o managed službu."
