id,date_accessed,phase,region,source_type,source_name,source_url,quote_verbatim,language,summary_cs,relates_to_rq,relates_to_hypothesis,notes
EK8-001,2026-09-06,12,EU,vendor_page,"Webie (CH) - Analytics et Tracking Suisse - GA4, GTM, Dashboards",https://webie.ch/services/analytics,"Setup complet a partir de CHF 1'500 (...) Une mise en place complete (mesure + tableau de bord + reporting automatise) demarre a CHF 3'000-5'000. La maintenance et l'evolution sont ensuite de CHF 300-500/mois selon la complexite.",fr,"Svycarsky (francouzsky mluvici) dodavatel ma VEREJNOU mesicni cenu za udrzbu mereni: 300-500 CHF/mes podle slozitosti, po jednorazovem setupu 3 000-5 000 CHF. Zadne SLA, zadne hodiny, BigQuery nezminen.",RQ1;RQ2,H4,"Vzacny pripad verejne mesicni ceny za 'maintenance et evolution' mereni v zapadni Evrope; pomer setup:udrzba = 10:1 rocne"
EK8-002,2026-09-06,12,EU,vendor_page,"Ninjads (FR) - Agence Analytics & Tracking : GA4, GTM, Server-Side",https://ninjads.fr/agence-analytics-tracking,"Audit Express - 590 EUROS HT (...) Setup Premium - 1290 EUROS HT (...) Accompagnement mensuel - SUR DEVIS. Maintenance et evolution mensuelle de votre ecosysteme data. Maintenance mensuelle / Analyse des KPIs / A/B testing / Mise a jour du dashboard",fr,"Francouzska trackingova agentura ma VEREJNE ceny jednorazovych baliku (audit 590 EUR, setup vc. server-side GTM a Looker Studio 1 290 EUR), ale mesicni doprovod je 'SUR DEVIS' - bez ceny. Presne stejny vzorec jako v CR: jednorazove ceny verejne, kontinualni sprava na dotaz.",RQ1;RQ2,H3;H4,"Nazev produktu doslova 'Accompagnement mensuel'; BigQuery zminen jako 'Integration BigQuery pour l'analyse avancee'"
EK8-003,2026-09-06,12,EU,vendor_page,"Agence Dekuple (FR) - Analytics & Tracking",https://agence.dekuple.com/fr/nos-expertises/sites-web-et-apps-mobiles/analytics-tracking/,"05 Optimisation continue & Support. L'analytics, ce n'est jamais fini. Les outils evoluent, vos besoins changent, les lois se durcissent. On assure la maintenance : ajout de nouveaux trackings, corrections, ameliorations, veille reglementaire, et accompagnement au quotidien.",fr,"Velka francouzska agentura Dekuple ma kontinualni spravu mereni jako pojmenovanou 5. fazi sluzby s doslovnym vyctem aktivit (A2 nove trackingy, oprava chyb, B3 legislativni sledovani, H3 denni doprovod), ale ZADNOU cenu, hodiny ani SLA.",RQ1;RQ4,H4,"Vyznamna evidence pro rozsah dodavky (A2, A1, B3, H3, H5), nikoli pro cenu"
EK8-004,2026-09-06,12,EU,marketplace,"Malt.fr - vyhledavani 'google analytics' (verejne TJM francouzskych freelanceru)",https://www.malt.fr/s?q=google%20analytics,"Nathan - Consultant Google Analytics & Google Tag Manager - 420 EUR/jour; Johanna - Experte GA4 Google Analytics/Google Tag Manager - 600 EUR/jour; Edouard - Expert GA4 Google Analytics Google Tag Manager - 750 EUR/jour; Noe - Tracking, Google Analytics, Google Tag Manager - 400 EUR/jour; Karen - Web Analytics | GA4 - GTM - Google Ads - 500 EUR/jour; Luc - Google Tag Manager (GTM) Google Analytics 4 (GA4) - 400 EUR/jour; Mathieu - Consultant SEA & Tracking (GTM / Server-Side) - 700 EUR/jour; Jeremy - Tracking GTM | GA4 | Google Analytics - 450 EUR/jour; Samuel - Expert Tracking | Google Tag Manager & GA4 - 450 EUR/jour; Vincent - Expert Google Ads & SEO / SEA / Google Analytics - 450 EUR/jour",fr,"Deset francouzskych freelanceru na GA4/GTM s VEREJNOU denni sazbou: rozpeti 400-750 EUR/den, median 450 EUR/den. Prepocteno na hodinu (8h den) = 50-94 EUR/h, median 56 EUR/h = 1 406 Kc/h. To je 2,5x nad ceskou hodinovkou 500-600 Kc a srovnatelne s DE.",RQ1;RQ2,H3,"Malt je nejvetsi francouzska freelance platforma; TJM je verejne u kazdeho profilu. 10 profilu z prvni strany vysledku, razeno dle relevance."
EK8-005,2026-09-06,12,EU,vendor_page,"Addingwell (FR) - Tarifs (hosting server-side GTM)",https://www.addingwell.com/fr/pricing,"1 000 000 requetes/mois - 90 EUR/mois (+2,30 EUR par 100k); 5 000 000 - 120 EUR/mois; 12 000 000 - 210 EUR/mois; 25 000 000 - 360 EUR/mois; 50 000 000 - 640 EUR/mois; 100 000 000 - 1 190 EUR/mois. Container (site supplementaire) 30 EUR/mois; Domain 10 EUR/mois; Region 20 EUR/mois. Nos experts vous accompagnent via e-mail, chat et telephone.",fr,"Francouzsky dodavatel hostingu server-side GTM ma plne verejny ceník po objemu requestu: 90 EUR/mes za 1 mil. requestu az 1 190 EUR/mes za 100 mil. Podpora e-mailem, chatem a telefonem je v cene, ale bez garantovane reakcni doby. Odpovida polozce 'Provoz sGTM' v navrhu DataLayer.",RQ1;RQ3,H4,"Nejvetsi francouzsky hrac v sGTM hostingu; cena je za infrastrukturu, nikoli za spravu mereni"
EK8-006,2026-09-06,12,EU,vendor_page,"Umane (FR) - Tracking GTM Server-Side a Strasbourg",https://umane.fr/strategie-digitale/tracking-gtm-google-analytics/,"La configuration technique (conteneur GTM server-side + API Conversions Meta + Enhanced Conversions Google + Consent Mode v2) est generalement facturee entre 800 et 2 500 EUR selon la complexite (...) circuit court (...) disponibilite quotidienne",fr,"Francouzska agentura uvadi verejne rozpeti ceny jednorazove konfigurace server-side GTM + Meta CAPI + enhanced conversions + consent mode v2: 800-2 500 EUR. Kontinualni sprava neni pojmenovana ani ocenena; 'denni dostupnost' slibuje bez SLA a bez ceny.",RQ2,H3,"Dalsi francouzsky prípad: jednorazova cena verejna, mesicni sprava neexistuje jako produkt"
EK8-007,2026-09-06,12,EU,vendor_page,"Pawel Piekarski (PL) - Analityk eCommerce, Opieka analityczna",https://pawelpiekarski.pl/,"Wdrozenie analityki - od 1 500 zl netto. Opieka analityczna - od 3 000 zl netto/mies. Wizualizacja danych - od 1 500 zl netto. (...) Konkretna wycene daje po rozmowie.",pl,"NEJLEPSI NALEZ POLSKEHO KOLA: polsky analytik ma VEREJNOU mesicni cenu za pojmenovany produkt 'Opieka analityczna' - od 3 000 zl netto/mesic (= 17 400 Kc). Rozsah uveden slovne (detekce anomalii, konverze, zdroje navstevnosti, rozpocty kampani, UX audity), bez hodin a bez SLA. Vstupni implementace od 1 500 zl - tj. mesicni sprava stoji 2x vic nez jednorazova implementace.",RQ1;RQ2;RQ6,H4;H5,"Prvni polsky subjekt s verejnou mesicni cenou za kontinualni analytickou spravu; rozsah je sirsi nez cista sprava mereni (obsahuje i UX a rozpocty kampani)"
EK8-008,2026-09-06,12,EU,vendor_page,"Semahead (PL) - domena presmerovana",https://semahead.agency/uslugi/analityka-internetowa/,"HTTP 301 Moved Permanently -> https://wenet.pl/",pl,"NEDOSTUPNE / ZANIKLO: polska agentura Semahead (jeden ze seznamu cilovych PL agentur) uz nema vlastni web - cela domena semahead.agency se presmerovava na wenet.pl. Nabidku analytiky ani jeji cenu nelze overit.",RQ1,,"Relevantni i pro analyzu preziti (priorita C5 z 2. kola): jeden z drive samostatnych PL analytickych hracu byl pohlcen"
EK8-009,2026-09-06,12,EU,marketplace,"Sortlist.fr - katalog agentur Web analytics (verejne minimalni rozpocty projektu)",https://www.sortlist.fr/analytics,"Adeliom: A partir de 1 000EUR en Web analytics; Clic Monkey: A partir de 850EUR en Web analytics; NOIISE: A partir de 1 000EUR; Agence bcom: A partir de 1 000EUR; ARPA Trafic: A partir de 1 000EUR; ANODE Strategie Digitale: A partir de 1 000EUR; Qweri: A partir de 1 000EUR; D-IMPULSE: A partir de 3 000EUR; Walt: A partir de 3 000EUR; Kinoba: A partir de 3 000EUR; koino: A partir de 3 000EUR; ALLOHOUSTON: A partir de 10 000EUR; Yield Studio: A partir de 10 000EUR; JIN: A partir de 20 000EUR en Web analytics. (ID Interactive, Definima, eMax Digital: Budget sur demande)",fr,"Ctrnact francouzskych agentur ma na Sortlist.fr verejne uvedeny MINIMALNI ROZPOCET PROJEKTU pro web analytics: shluk na 1 000 EUR (7 agentur), druhy shluk na 3 000 EUR (4 agentury), premium 10 000-20 000 EUR (3 agentury). Je to minimalni ROZPOCET ZAKAZKY, nikoli mesicni pausal - francouzsky trh web analytics je organizovan projektove, ne pausalne. Zadna ze 17 agentur neuvadi mesicni cenu.",RQ1;RQ2;RQ6,H3;H4,"Nejvetsi jednorazovy zdroj francouzskych cenovych bodu v tomto kole; potvrzuje, ze FR ma stejny vzorec jako CZ - projektove ceny verejne, kontinualni sprava neexistuje jako produkt s cenou"
EK8-010,2026-09-06,12,EU,vendor_page,"mbridge (PL) - Analityka internetowa: GA4, GTM, Consent Mode, BigQuery",https://www.mbridge.pl/analityka-internetowa/,"Obsluga danych dla biznesu (...) Spotkania analityczne (...) Zrozumiale i transparentne raporty (...) Rekomendacje strategiczne (...) Skupiamy sie na indywidualnym podejsciu do Twojego biznesu",pl,"Polska agentura specializovana na GA4/GTM/Consent Mode/BigQuery ma kontinualni sluzbu ('obsluga danych dla biznesu', analyticke schuzky, reporty) pojmenovanou, ale bez ceny, hodin, SLA i bez alertingu. Ctvrty polsky negativni nalez.",RQ1,H4,"Potvrzuje PL vzorec: velke i specializovane agentury spravu maji, cenu ne"
