id,date_accessed,phase,region,source_type,source_name,source_url,quote_verbatim,language,summary_cs,relates_to_rq,relates_to_hypothesis,notes
EK10-001,2026-09-06,12,EU,konference,MeasureCamp Amsterdam 2026 – Ate Keurentjes (TAGGRS): How to build a sustainable business model around Server-side Tracking (34 slidu),https://speakerdeck.com/taggrs131/how-to-build-a-sustainable-business-model-around-server-side-tracking,"Implementation: €700-€3500 ... Monitoring: €250-€500 P/M ... Hosting: invoice €130 for hosting costing €100 = €30 p/m ... Year 1 revenue: €10,860 (setup €1,500 + €400/mes optimalizace 4 h + €350/mes monitoring + €30/mes hosting)",en,"Konferencni deck z MeasureCampu Amsterdam (18. 4. 2026) je NAVOD PRO AGENTURY, jak postavit opakovany prijem kolem server-side trackingu. Deli sluzbu na tri linky: jednorazova implementace, MESICNI MONITORING 250-500 EUR (6 250-12 500 Kc pri kurzu 25) a hosting s marzi. Modelovy klient: 10 860 EUR za prvni rok. Typ: konferencni prednaska, NE klientsky vystup. Kody aktivit: A5, G4, G5, G7, H5.",RQ1;RQ6,H4;H6,"Prvni verejny dokument, ktery monitoring mereni vyslovne popisuje jako recurring revenue linku pro agentury; podporuje existenci poptavky, ale pouze jako pripojenou k sGTM hostingu, ne jako samostatny produkt. Cena 350 EUR/mes = 8 750 Kc lezi presne na navrzenem tieru 1 (8 900 Kc)."
EK10-002,2026-09-06,12,US,github,drive-to-joy-automotive-analytics – operations/runbooks/tracking_incident_runbook.md,https://github.com/ozzy2438/drive-to-joy-automotive-analytics/blob/main/operations/runbooks/tracking_incident_runbook.md,"Trigger: Event drop, duplicate firing, missing parameter or release-related tracking issue. Immediate actions: 1. Identify affected event, page and release version. 2. Annotate impacted reports/experiments. 3. Use GTM Preview and browser network inspection. 4. Confirm consent state behaviour. 5. Roll back GTM/site release if material and safe. Resolution: Validate DebugView, raw export, parameter completeness and dashboard recovery. Document root cause and prevention.",en,"Jediny verejny RUNBOOK pro incident v mereni, ktery se v cele reserzi nasel. Kompletni text ma 13 radku: spoustec, 5 okamzitych kroku, resolution. Struktura odpovida tomu, co by DataLayer.cz publikoval jako artefakt tieru 'reakce'. Kody aktivit: A1, B1, G7, H2. Nevyzaduje BQ (zminuje 'raw export' jen jako jednu z kontrol). Typ: SABLONA v portfoliovem repu jednotlivce, ne klientsky vystup.",RQ4,H5,"Dulezite negativni zjisteni: GitHub code search na 'tracking incident' + filename:runbook.md vraci v celem GitHubu 2 vysledky, z toho 1 relevantni. Runbook pro mereni jako verejny artefakt prakticky neexistuje."
EK10-003,2026-09-06,12,US,institution,Bates College – Analytics Report Request Form (WebTeam),https://www.bates.edu/wordpress/get-involved/analytics-report-request-form/,"personalized weekly, monthly, or quarterly analytics reports, emailed as PDFs ... all of your site(s) pages and posts, ranked by unique pageviews",en,"Verejny popis interni sluzby pravidelneho reportovani na univerzite: web tym rozesila tydenni/mesicni/kvartalni PDF report. Obsahem je JEDINA metrika – stranky serazene podle unique pageviews. Zadny komentar, zadna kontrola kvality dat, zadny alerting. Kody aktivit: F3 (v nejchudsi mozne podobe). Typ: popis realne dodavane sluzby, ne ukazka vystupu.",RQ4,H5,"Kotva pro to, co instituce povazuje za 'analyticky report': automaticky PDF s jednou metrikou. Ukazuje, jak nizko je nastavena laťka, proti ktere se komentovany report muze vymezit."
EK10-004,2026-09-06,12,CZ,google_docs,Besteto marketing s.r.o. – vzorovy dokument 'Automaticke reporty v Google Docs' (verejna Google tabulka ke zkopirovani),https://docs.google.com/spreadsheets/d/188OcrolWVgHia4_v8SLv1W3AJNLOjMrZNEs-Df9DjOs/edit?usp=sharing,Metrics: ga:sessions ga:transactionRevenue ga:transactions ga:revenuePerTransaction ga:transactionsPerSession | Dimensions: ga:source | Filters: ga:sourceMedium=~(seznam\.cz / organic|google / organic|centrum\.cz / organic|bing / organic|avg / organic|atlas\.centrum\.cz / organic),cs,"Jediny nalezeny CESKY verejne stazitelny vzor mesicniho reportu od agentury. 15 pojmenovanych zdroju navstevnosti sazenych na cesky trh (Organic, Google, Seznam, Heureka.cz, Primy pristup, AdWords, Zbozi.cz, Referral, Mail, Sklik, Srovname, Hledejceny, Facebook, Firmy.cz, Celkem), kazdy jako samostatny dotaz s filtrem na sourceMedium, plus varianty 'MM' (mesic na mesic). Pet metrik: sessions, revenue, transakce, prumerna hodnota objednavky, konverzni pomer. Kody aktivit: F3, F2. Nevyzaduje BQ.",RQ4,H5,"Typ: SABLONA, ne klientsky vystup. Publikovano 16. 3. 2015, aktualizovano 19. 9. 2021, postaveno na Core Reporting API v3 (ga:*), ktere pro GA4 neexistuje – sablona je dnes nefunkcni; jiz v roce 2015 uzivatel v diskusi hlasi '#REF!' ve vsech listech. Doklad, ze cesky trh vzor reportu z ery GA4 verejne nema."
EK10-005,2026-09-06,12,EU,github,"Efeonce (agentura, ES) – greenhouse-eo: docs/reference/measurement-gtm-ga4/06-gtm-tagging-as-code-and-ops.md (173 radku, verifikacni urovne + diagnosticky zebrik)",https://github.com/efeoncepro/greenhouse-eo/blob/main/docs/reference/measurement-gtm-ga4/06-gtm-tagging-as-code-and-ops.md,"The gap only Tier 0b closes: dataLayer push and GTM firing can both be green while GA4 records nothing (ad-blocker, consent, wrong Measurement ID). Asserting the outbound /g/collect request is the only automated proof the hit left the browser; DebugView proves it arrived. ... If the request leaves the browser but GA4 has nothing -> it's the ID/property or a filter. If the request never leaves -> it's consent / ad-blocker / dataLayer timing.",en,"Verejny provozni referencni dokument realne agentury. Obsahuje: (1) tabulku ctyr VERIFIKACNICH UROVNI (Tier 0 Playwright na dataLayer, Tier 0b Playwright na odchozi /g/collect, Tier 1 konzole, Tier 2 GTM Preview, Tier 3 GA4 DebugView) se sloupcem 'Automatable'; (2) diagram bezpecneho nasazeni workspace -> staging environment -> version notes -> publish -> rollback; (3) DIAGNOSTICKY ZEBRIK 'event not showing in GA4' o peti krocich; (4) tabulku devíti bezných rezimu selhani (nezverejnena zmena = #1 pricina, duplicitni kontejner, consent, dataLayer race, poradi tagu, neshoda nazvu triggeru, ad-blockery). Kody aktivit: A1, A3, A4, A5, B1, G4, G7, H1, H2. Nevyzaduje BQ.",RQ4,H5,"Typ: interni provozni artefakt agentury zverejneny na GitHubu, NE klientsky vystup a ne sablona. Obsahuje realne produkcni identifikatory (GTM-NGHPGRLZ, G-KYPPY57M14, GA4 property 486264460), takze jde o skutecny pracovni dokument. Nesou i provozni cisla: Cloud Run ~120 USD/mes pri 3 instancich, Cloud Logging muze pridat ~100 USD/mes, Stape 20-200 USD/mes, prah pro sGTM ~5 000 USD/mes media spend."
EK10-006,2026-09-06,12,EU,github,Efeonce – TRACKING-PLAN.md: zivy registr formularu a CTA se stavem otagovani,https://github.com/efeoncepro/greenhouse-eo/blob/main/docs/reference/measurement-gtm-ga4/TRACKING-PLAN.md,Registro vivo y OBLIGATORIO. Todo form o CTA público de Efeonce se registra aquí con su estado de tagging. ... Un form/CTA no está 'listo' si su fila dice ⏳ pendiente de tagging y la capability es medible. ... Leyenda tagging: ✅ taggeado y verificado en GA4 · ⏳ pendiente · n/a no medible.,es,"Nejlepsi nalezena ukazka ZIVEHO MERICIHO PLANU jako pracovniho artefaktu. Tabulka ma sloupce: slug, kind, nazev, stranka/surface, emituje dataLayer, event GTM -> GA4, key event, stav otagovani, poznamky. Dvanact formularu a sada CTA, kazdy radek s datem a cislem ukolu (TASK-1373, TASK-1598, TASK-1799). Soucasti je vynutitelne pravidlo: pri zalozeni nebo zmene formulare je POVINNE radek zalozit/aktualizovat. Doplnuje ho automaticky audit 'pnpm growth:forms-tracking-audit', ktery vypise publikovane formulare bez radku v planu. Kody aktivit: A2, A4, C1, H2, H1.",RQ4,H5,"Typ: skutecny provozni artefakt (ne sablona, ne klientsky report). Dokazuje, ze 'zivy merici plan + changelog' je realne udrzovatelny format, ktery navrzena nabidka DataLayer.cz slibuje jako diferenciator zdarma. Zaznamy jsou datovane 2026-07-07 az 2026-08-31, tedy z ery GA4."
EK10-007,2026-09-06,12,EU,case_study,"Efeonce – 'Content Marketing: cierre tecnico de pin, contraste y smoke seguro' (audit po releasu, 2026-08-31)",https://github.com/efeoncepro/greenhouse-eo/blob/main/docs/audits/public-site/2026-08-31-content-marketing-technical-closure.md,"Tag GA4, separado de aceptación: el smoke explícitamente sintético usa form_slug=smoke-test, form_kind=smoke, surface_id=measurement-smoke-content-marketing. El pipeline genérico produjo generate_lead, colector /g/collect HTTP 204, tid=G-KYPPY57M14. Admin API confirmó que ese stream pertenece a property 486264460. ... No hay evidencia de accepted->ledger->GA4 del formulario real.",es,"Skutecny report o QA po releasu s datem 2026-08-31. Struktura: co bylo zadano, STAV (co je hotovo a co zustava otevrene) hned v uvodu, publikovana oprava s SHA256 hashi souboru pred a po, vizualni regrese, ctyri ODDELENE zkousky (kontrakt/ledger read-only, synteticky pokus pres UI, realna zamitnuti API s HTTP kody 422 a 403, samostatny GA4 tag smoke s HTTP 204), sekce Realtime s explicitnim 'transport neznamena zapocteni v reportech', prikazy pro bezpecne zopakovani a postup rollbacku. Kody aktivit: A1, A4, B1, D1, G7, H2.",RQ4,H5,"NEJBLIZSI nalezeny ekvivalent 'zaznamu nalezu' / QA reportu po releasu z ery GA4. Metodicky nejcennejsi je, ze dokument explicitne odlisuje, co je dokazano (204 na kolektor) od toho, co dokazano NENI (radek v Realtime, obchodni konverze) – presne ta disciplina, kterou by mel mit klientsky changelog. Typ: interni artefakt agentury o vlastnim webu, ne o klientovi."
EK10-008,2026-09-06,12,EU,github,"Efeonce – LEARNINGS.md: 'build-log operativo de medicion (GTM/GA4)', ctyri datovane zaznamy 2026-07-07 az 2026-08-20",https://github.com/efeoncepro/greenhouse-eo/blob/main/docs/reference/measurement-gtm-ga4/LEARNINGS.md,"Registro vivo de aprendizajes reales al operar GTM/GA4 en producción para Efeonce. Cada entrada = qué se hizo + qué se aprendió (gotchas verificados en runtime, no teoría). ... en el sitio cliente Berel, el CTA visible 'Conoce más' no tiene una sola forma DOM ... GTM reportó el <div> como Click Element y dejó Click URL vacío, aunque el navegador sí navegó al producto.",es,"Provozni denik prace na mereni: ctyri datovane zaznamy (2026-07-07 prvni produkcni tag generate_lead pro vsechny formulare; 2026-07-07 tagovani subdomeny bez dvojiho zapoctu; 2026-07-18 CTA engine ve WordPressu s E2E dukazem a realnym stavem consentu; 2026-08-20 vnoreny CTA u KLIENTA Berel). Kazdy zaznam ma tvar 'co se delalo + co se z toho naucilo', vcetne overeneho CSS selektoru a Custom JavaScript promenne. Zaznam z 18. 7. obsahuje pouzitelny provozni poznatek: 'Batching klienta GA4: v kratkych sesich mohou clicked/form_opened odejit az v pozdejsim batchi nebo pri flush na pagehide – nezavirat prohlizec ~3 s po kliku a nezavirat z toho, ze tag nevystrelil.' Kody aktivit: A1, A2, A4, H2, H3.",RQ4,H5,"Typ: skutecny pracovni denik, castecne o klientske praci (site cliente Berel). Format 'co se stalo / co se naucilo' s datem je nejlevnejsi verze artefaktu 'changelog', ktery navrzena nabidka slibuje. Doklad, ze takovy artefakt v ere GA4 realne vznika – ale u agentury, ktera ho vede jako interni dokumentaci pro AI agenty, ne jako klientsky vystup."
EK10-009,2026-09-06,12,EU,vendor_sla,"Stape (UA/US, sGTM hosting) – Service Level Agreement",https://stape.io/sla,"99.95% service level performance standard with a 99.5% threshold ... 10% Service Credit for each percentage under the specified Service Level Threshold (cap 50 % mesicniho poplatku) ... Support hours 8:00 A.M. to 6:00 P.M. (UTC) Monday – Friday, excluding public holidays in Ukraine and the State of Delaware ... Major incidents: response within 2 hours, resolve within 8 hours (during business hours); High priority: within 4 hours, resolve within 2 working days; Low priority: within 8 hours, resolve within 5 working days ... ticket response by plan: Free 5 days, Pro 3 days, Business 2 days, Enterprise/Custom 1 day",en,"Uplny verejny SLA dokument s cisly od evropskeho dodavatele sGTM hostingu – doplnuje mezeru 'SLA s cisly mimo UK/US'. Dve oddelene skaly: (a) INCIDENTY na strane sluzby (2 h / 4 h / 8 h reakce, 8 h / 2 PD / 5 PD reseni), (b) REAKCE NA TIKET podle tarifu (1 az 5 pracovnich dnu). Dostupnost 99,95 % se sankci 10 % kreditu za kazde procento pod prahem 99,5 %, strop 50 % mesicniho poplatku. Podpora jen v pracovni dobe UTC 8-18. Kody aktivit: A5, G5, H5.",RQ2;RQ4,H3,"Klicova kotva pro cenu reakcni doby: nejrychlejsi placeny tarif globalniho sGTM dodavatele slibuje reakci na TIKET do 1 pracovniho dne, ne do 4 hodin. Navrhovane SLA DataLayer.cz (dalsi PD / 8 h / 4 h) je proti tomu prisnejsi u tieru 2 a 3, coz je diferenciator, ale zaroven zavazek, ktery Stape s vetsim tymem neslibuje."
EK10-010,2026-09-06,12,EU,institution,"GOV.UK Publishing – GA4 Implementation Record (verejny zivy merici plan), stranka Implementation Progress",https://docs.publishing.service.gov.uk/analytics/progress.html,Shows current percentage of implemented events by priority. High: 31 of 31 (100.0%) | Medium: 41 of 42 (97.62%) | Low: 16 of 17 (94.12%) | Overall: 88 of 90 (97.78%),en,"Verejna, zive generovana ukazka merictho planu jako produktu. Kazdy event ma prioritu (High/Medium/Low) a priznak, zda uz je implementovany; stranka Progress z toho pocita POKRYTI MERENI v procentech. K 2026-09-06: 88 z 90 eventu implementovano, 97,78 %. Zdroj dat jsou YAML soubory v repu alphagov/govuk-developer-docs (data/analytics/events.yml, attributes.yml, trackers.yml), takze plan je verzovany v gitu a web se z nej generuje. Kody aktivit: A4, C1, H2. Nevyzaduje BQ.",RQ4,H5,"Nejlepsi nalezeny vzor metriky, kterou by mohl mesicni komentar obsahovat misto sessions: 'pokryti mereni v %'. Typ: verejny artefakt realne organizace (ne sablona, ne klientsky report – GOV.UK je zaroven zadavatel i dodavatel)."
