id,date_accessed,region,country,provider,provider_type,service_name_verbatim,pricing_model,tier_name,price_original,currency,period,price_czk_month,hours_included,properties_included,platforms_included,response_time,requires_bq,scope_notes,source_url,evidence_id
PG5-001,2026-09-04,SK,SK,DASE,analytics_agency,Implementácia analytickej stratégie,fixed_package,od 600 € po jednotky tisíc €,600,EUR,jednorazove,15000,neuvedeno,1,"GA4, GTM",neuvedeno,no,Jednorázová implementace měřicí strategie ve 3.–4. měsíci spolupráce; DASE uvádí rozpětí 'od 600 eur až po jednotky tisíc eur'. Zapsána spodní hranice. Proces testování dataLayeru a publikace trvá min. 4–6 týdnů. Kurz 1 EUR = 25 Kč.,https://www.dase-analytics.com/blog/sk/investicia-do-webovej-analytiky-co-dostanete-za-svoje-peniaze/,EG5-001;EG5-002
PG5-002,2026-09-04,SK,SK,DASE,analytics_agency,Server-side tracking – prevádzka (Google Cloud),saas,optimalizované riešenie,20,EUR,mesic,500,,1,sGTM / Google Cloud,,no,"Provozní náklad sGTM na GCP při optimalizovaném nastavení DASE: 20–50 EUR/měs i pro web s několika miliony requestů měsíčně; DASE tvrdí o 40–50 % nižší náklady než automatické nastavení. Zapsána spodní hranice 20 EUR (500 Kč), horní 50 EUR = 1 250 Kč. Kurz 1 EUR = 25 Kč.",https://www.dase-analytics.com/blog/sk/investicia-do-webovej-analytiky-co-dostanete-za-svoje-peniaze/,EG5-006
PG5-003,2026-09-04,SK,SK,Abcdesign.sk,analytics_agency,Server side tracking – implementation,fixed_package,od 999 €,999,EUR,jednorazove,24975,neuvedeno,1,sGTM (Stape / Google Cloud / Snowplow na vlastním serveru),neuvedeno,no,Nový SK subjekt nenalezený v 1. kole. Jednorázová implementace server-side trackingu od 999 EUR bez DPH; standardní nasazení 1–3 týdny. Bez měsíční správy. Kurz 1 EUR = 25 Kč.,https://www.abcdesign.sk/en/server-side-tracking/,EG5-015
PG5-004,2026-09-04,SK,SK,Abcdesign.sk,analytics_agency,Server side tracking – monthly running cost (Stape / Google Cloud),saas,20–150 € podle trafficu,20,EUR,mesic,500,,1,sGTM hosting,,no,Provozní náklad sGTM podle trafficu: 20–150 EUR/měs (500–3 750 Kč). Zapsána spodní hranice; horní hranice 150 EUR = 3 750 Kč je nejvyšší veřejně uvedený SK provozní náklad sGTM (1. kolo mělo strop 100 EUR). Vlastní server přes Snowplow bez měsíčního poplatku. Kurz 1 EUR = 25 Kč.,https://www.abcdesign.sk/en/server-side-tracking/,EG5-015
PG5-005,2026-09-04,SK,SK,TechWeb.sk,analytics_agency,"Základná implementácia GTM (GTM snippet, GA4, Google Ads konverzia, Cookie Consent)",fixed_package,od 350 €,350,EUR,jednorazove,8750,neuvedeno,1,"GTM, GA4, Google Ads, CMP",neuvedeno,no,"Ověření ceny z 1. kola na aktuální stránce (2026). Komplexní implementace s dataLayer schématem pro e-shop, Enhanced Ecommerce a Consent Mode v2 od 800 EUR; GTM audit od 150 EUR; sGTM samostatná položka bez ceny. Kurz 1 EUR = 25 Kč.",https://techweb.sk/tag-manager-implementacia,EG5-018
PG5-006,2026-09-04,SK,SK,"Marko Muráni (freelancer, e-commerce špecialista)",freelancer,Audit e-shopu,fixed_package,od 490 €,490,EUR,jednorazove,12250,neuvedeno (vypracování 5–10 pracovních dní),1,"e-shop: UX, nákupní proces, produktové stránky, SEO, meranie, technický stav",neuvedeno,no,"Nový SK subjekt nenalezený v 1. kole. Audit e-shopu od 490 EUR bez DPH; měření je jedna ze šesti auditovaných oblastí, ne samostatný produkt. Výstup: report s prioritami + online konzultace. Implementace není součástí. Kurz 1 EUR = 25 Kč.",https://www.markomurani.sk/audit-e-shopu/,EG5-021
PG5-007,2026-09-04,SK,SK,Madviso,analytics_agency,Simple audit (website / e-shop),fixed_package,simple,300,EUR,jednorazove,7500,neuvedeno,1,"web / e-shop (SEO, UX, rychlost, technické řešení, obsah, konverzní cesta)",neuvedeno,no,"1. kolo Madviso zařadilo mezi 'menší agentury bez ceny'. Nyní nalezena veřejná cena: jednoduchý audit od 300 EUR bez DPH, komplexní audit od 2 000 EUR bez DPH. Analytika není v auditu samostatnou položkou. Kurz 1 EUR = 25 Kč.",https://madviso.com/sluzby/comprehensive-website-and-e-shop-audit/,EG5-022
PG5-008,2026-09-04,SK,SK,Madviso,analytics_agency,Comprehensive audit (website / e-shop),fixed_package,comprehensive,2000,EUR,jednorazove,50000,neuvedeno,1,web / e-shop – komplexní audit vč. user testingu s 5 lidmi,neuvedeno,no,Komplexní audit od 2 000 EUR bez DPH 'or based on scope'. Kurz 1 EUR = 25 Kč.,https://madviso.com/sluzby/comprehensive-website-and-e-shop-audit/,EG5-022
PG5-009,2026-09-04,SK,SK,WPP Media Slovakia s. r. o. (Bratislava),job_ad,Digital Analytics Expert,salary_proxy,dolní hranice inzerovaného rozpětí,1800,EUR,mesic,60300,plný úvazek (cca 160 h/měs),neuvedeno,"GA4, GTM, sGTM, Consent Mode v2, Looker Studio / Power BI, Google Ads, Meta",neuvedeno,optional,"Aktuální inzerát (nástup 1.9.2026). Mzdové rozpětí 1 800 – 3 200 EUR/měs brutto; zapsána dolní hranice. Náklad zaměstnavatele = brutto x 1,34. Požadavky: min. 3 roky hands-on praxe, auditování tracking architektury, odhalování anomálií v datech, sGTM, Consent Mode v2. Kurz 1 EUR = 25 Kč.",https://www.profesia.sk/praca/wpp-media-slovakia/O5334933,EG5-027
PG5-010,2026-09-04,SK,SK,WPP Media Slovakia s. r. o. (Bratislava),job_ad,Digital Analytics Expert,salary_proxy,horní hranice inzerovaného rozpětí,3200,EUR,mesic,107200,plný úvazek (cca 160 h/měs),neuvedeno,"GA4, GTM, sGTM, Consent Mode v2, Looker Studio / Power BI, Google Ads, Meta",neuvedeno,optional,"Horní hranice téhož inzerátu (1 800 – 3 200 EUR/měs brutto). Náklad zaměstnavatele = brutto x 1,34 = 4 288 EUR = 107 200 Kč/měs. Nejvyšší veřejně inzerovaná SK mzda pro čistě analytickou pozici. Kurz 1 EUR = 25 Kč.",https://www.profesia.sk/praca/wpp-media-slovakia/O5334933,EG5-027
