id,date_accessed,phase,region,source_type,source_name,source_url,quote_verbatim,language,summary_cs,relates_to_rq,relates_to_hypothesis,notes
EK6-001,2026-09-06,12,GLOBAL,vendor_sla,Google Cloud – BigQuery Service Level Agreement,https://cloud.google.com/bigquery/sla,"BigQuery (except BigQuery Standard edition) >= 99.99% | BigQuery (Standard edition) >= 99.9% | This SLA states Customer's sole and exclusive remedy for any failure by Google to meet the SLO. | Financial Credit: 99.0% - < 99.99% = 10%; 95.0% - < 99.0% = 25%; < 95.0% = 50% | The aggregate maximum number of Financial Credits to be issued by Google to Customer for any and all Downtime Periods that occur in a single billing month will not exceed 50% of the amount due by Customer for the applicable Covered Service for the applicable month. | In order to receive any of the Financial Credits described above, Customer must notify Google technical support within 30 days from the time Customer becomes eligible to receive a Financial Credit. If Customer does not comply with these requirements, Customer will forfeit its right to receive a Financial Credit.",en,"Vzorovy SLA nejvetsiho dodavatele v nasem stacku: sankce je VYHRADNE kredit na budouci fakturu (10/25/50 % mesicni platby za dotcenou sluzbu), strop 50 % mesicni platby, klient musi kredit sam narokovat do 30 dnu jinak pravo zanika, a je to 'sole and exclusive remedy' - tedy zadna nahrada skody. Pro DataLayer to je primo pouzitelny vzor: kredit z vlastni odmeny misto odpovednosti za promarneny spend.","RQ1,RQ5",H4,"Naposledy zmeneno 29. 3. 2023. Kredit se pocita z mesicni faktury za BigQuery, ne z hodnoty ztracenych dat."
EK6-002,2026-09-06,12,GLOBAL,vendor_sla,"Google Cloud – BigQuery SLA, vylouceni a definice Downtime",https://cloud.google.com/bigquery/sla,"""Downtime"" means more than a ten percent Error Rate. Downtime is measured based on server side Error Rate. | The SLA does not apply to any (a) features or Services designated pre-general availability ...; or (c) errors (i) caused by factors outside of Google's reasonable control; (ii) that resulted from Customer's software or hardware or third party software or hardware, or both; (iii) that resulted from abuses or other behaviors that violate the Agreement; or (iv) that resulted from quotas listed in the Documentation or Admin Console. | Additionally, BigQuery Data Transfer Service will include a Data Delivery Service Level Objective as follows: BigQuery Data Transfer Service - Less than or equal to 24 hours",en,"Klicove pro nas produkt: 'Downtime' zacina az nad 10% chybovosti, takze tichy castecny vypadek SLA vubec nespusti. SLA se navic nevztahuje na chyby zpusobene softwarem klienta nebo tretich stran - coz je presne kategorie, do ktere spada rozbite mereni (GTM, web, CMP). GA4 -> BigQuery export NENI mezi Covered Services; SLO 24 h ma jen BigQuery Data Transfer Service.","RQ3,RQ5",H1,Dulezity negativni nalez: na denni GA4 BQ export (pain 'bq_export_gap') se zadne SLA Googlu nevztahuje.
EK6-003,2026-09-06,12,EU,vendor_sla,"GA4Dataform (Superform Labs OÜ, Estonsko) – Service Level Agreement",https://ga4dataform.com/sla/,"First response times (acknowledgement of issue): Premium: no guaranteed response time, but we aim to reply within 3 business days. Custom (with SLA): guaranteed first response within 3 business days, unless otherwise specified in the agreement. Core and Community: no guarantee. | We do not commit to fixed resolution times. Resolution depends on the type, severity, and complexity of the issue. | This SLA is not a legally binding service guarantee unless otherwise agreed in a signed enterprise contract. | Support coverage hours: Monday-Friday, 10:00-01:00 (next day) Central European (Summer) Time (CET/CEST).",en,"Specializovany dodavatel GA4/BigQuery vrstvy s verejnym SLA slibuje jako nejvyssi zaruku PRVNI ODPOVED do 3 pracovnich dnu, zadny cas do vyreseni, zadnou sankci - a v bode 7 vyslovne rika, ze SLA neni pravne zavazna zaruka, pokud neni podepsana enterprise smlouva. Latka v oboru je tedy velmi nizka: kdokoli slibi reakci do 4-8 hodin s pisemnym zavazkem, je nad trhem.","RQ1,RQ5",H4,"Last updated: June 11, 2026. Sekce 7 Limitations: nekryje misuse, misconfiguration, tretich stran."
EK6-004,2026-09-06,12,EU,vendor_sla,"GA4Dataform – SLA, GA4 schema compatibility",https://ga4dataform.com/sla/,"We aim to keep GA4Dataform compatible with both official and unofficial changes to the Google Analytics 4 (GA4) export schema. Because these changes are unpredictable, we do not guarantee a fixed update timeline. Updates are released as soon as reasonably possible. | This SLA does not cover issues caused by: Misuse or misconfiguration of GA4Dataform. Third-party software or services outside our control. Environments not officially supported by GA4Dataform.",en,"Dodavatel, ktery zije z GA4 exportu, se vyslovne odmita zavazat k terminu reakce na zmenu schematu GA4 - a duvod pojmenovava stejne jako nase reseše: zmeny jsou nepredvidatelne. Podporuje to, aby DataLayer sliboval reakcni dobu na ZAHAJENI prace, ne na vyreseni.",RQ4,H2,Prime potvrzeni zjisteni G12 (188 zmen prostredi za 32 mesicu) z pohledu dodavatele.
EK6-005,2026-09-06,12,GLOBAL,vendor_sla,Google Marketing Platform – GA 360 Service Level Agreements (GA4 Properties),https://marketingplatform.google.com/about/analytics_products/sla/,Collection SLA: Analytics 360 Service collects Company Data from GA4 Properties at an Uptime Percentage of at least 99.9%. | Uptime Percentage: >=96.0% but <99.9% -> GA4 Credit 5%; >=93.0% but <96.0% -> 10%; >=90.0% but <93.0% -> 15%; <90.0% -> 25%. | The maximum GA4 Credit that Company may be eligible for in the aggregate in any given calendar month is 25% of the Analytics 360 Monthly Service Fees for that month. | The remedies set forth in these GA 360 SLAs are Company's sole and exclusive remedies for any failure by Google to meet the GA 360 SLAs.,en,Potvrzeno primo u zdroje: GA360 (cena radove 150 000 USD/rok) ma kreditovou skalu 5 / 10 / 15 / 25 % mesicniho poplatku a strop 25 %. Sber dat muze vypadnout az na 96 % uptime (≈29 hodin mesicne) a klient nedostane nic; pri uplnem vypadku dostane ctvrtinu mesicniho poplatku. Odpovednost za skodu zadna - 'sole and exclusive remedies'.,"RQ1,RQ5",H4,"Last Updated: December 15, 2022. Overeno cislo 5-25 % z ukolu C4. UA 360 SLA melo strop 100 %, GA4 verze ho snizila na 25 %."
EK6-006,2026-09-06,12,GLOBAL,vendor_sla,"Google Marketing Platform – GA 360 SLA, vylouceni Integration Features (BigQuery)",https://marketingplatform.google.com/about/analytics_products/sla/,"The GA 360 SLAs apply solely to Company Data collected directly through the then-current version(s) of OSCI ... and do not apply to any Company Data collected, processed or reported through the use of Integration Features or Universal Analytics Properties. ... Integration Features include (but are not limited to) any Analytics 360 Service features that collect metrics from or export metrics to other Google or third party products including Google Ads, AdSense, and BigQuery.",en,"Nejsilnejsi nalez ukolu: ani placena GA360 nema ZADNE SLA na export do BigQuery a na propojeni s Google Ads - jsou vyslovne vyjmuta jako 'Integration Features'. Chybejici denni BQ tabulka ani rozbity import konverzi do Ads tedy nespadaji pod zadny slib Googlu na zadne cenove urovni. To je tvrde odduvodneni, proc kontrolu BQ exportu musi delat clovek nebo dodavatel - a soucasne duvod, proc ji DataLayer nesmi garantovat vysledkem.","RQ3,RQ5",H1,Pripojit k paini 'bq_export_gap'. Tyz text v UA 360 SLA vyjmenovava navic Firebase.
EK6-007,2026-09-06,12,GLOBAL,vendor_sla,"Google Marketing Platform – GA 360 SLA, definice Downtime a Data Processing SLA",https://marketingplatform.google.com/about/analytics_products/sla/,"""Downtime"" - means the applicable definition of downtime set forth below for each SLA described below, in each case, excluding (i) time resulting from technical malfunctions in the Mobile SDKs, in Company's website's systems, or any other circumstances beyond Google's reasonable control (including, without limitation, Internet delays, network congestion and ISP malfunctions) ... For purposes of the Collection SLAs, Downtime does not include client-side sampling. | Data Processing SLA: ... (1) within 4 hours of receipt at an Uptime Percentage of at least 98% for Normal GA4 Properties, (2) within 48 hours of midnight (Pacific Time) at an Uptime Percentage of 98% of the time for Large GA4 Properties, and (3) within 7 days of midnight (Pacific Time) at an Uptime Percentage of 98% of the time for XL GA4 Properties.",en,"Google vylucuje z Downtime vse, co je na strane webu klienta - tedy presne 90 % pricin rozbiteho mereni z naseho pain-logu (release, GTM, CMP, dataLayer). Zaroven ukazuje pouzitelnou konstrukci: SLA se meri jako procento casu za kalendarni mesic, ne jako jednotlivy incident.","RQ2,RQ5",H2,Vzor formulace 'excluding circumstances beyond reasonable control' pro nasi smlouvu.
EK6-008,2026-09-06,12,CZ,vop,"Master Internet / MasterDC – Všeobecné podmínky, čl. 6.4–6.5",https://www.master.cz/vseobecne-podminky/,"6.4. Pokud je závadou na systému poskytovatele znemožněno uživateli užívání služeb v jednom dni po dobu delší než 6 hodin od nahlášení poruchy uživatelem, má uživatel právo na snížení měsíční ceny o jednu třicetinu. Pokud by služba byla závadou na systému poskytovatele nedostupná uživateli více než 6 dní v jednom měsíci, vrací se měsíční poplatek na základě žádosti uživatele v plné výši. ... Uživatel bere na vědomí, že v případě výpadku serveru ... nenese poskytovatel odpovědnost za případné škody resp. ušlý zisk uživatele v souvislosti s poskytováním služeb. Uživatel nemůže na poskytovateli soudně ani jinou cestou vymáhat jakékoli jiné náhrady, než slevu podle bodu 6.4 těchto Všeobecných podmínek. | 6.5. Poskytovatel nenese odpovědnost za případné škody nebo ušlý zisk uživatele v souvislosti s používáním služeb poskytovatele.",cs,"Ceska obdoba 'sole and exclusive remedy': jedina sankce je sleva 1/30 mesicni ceny za den vypadku delsiho nez 6 h, strop 100 % mesicniho poplatku, a vyslovny zakaz vymahat cokoli jineho vcetne usleho zisku. Poskytovatel navic zaciná pocitat lhutu az od NAHLASENI poruchy uzivatelem - to je presne konstrukce, kterou potrebuje DataLayer (lhuta bezi od detekce/nahlaseni, ne od vzniku).","RQ1,RQ5",H4,Nejcistsi cesky vzor pro klauzuli 'jedinou sankci je sleva z odmeny'.
EK6-009,2026-09-06,12,CZ,vop,"vshosting~ s.r.o. – Obchodní podmínky, čl. 3.15 a 22.1 (dostupnost a smluvní pokuta)",https://storage-prg1.zerops.io/4g4u0-storage/data/13bab00b-9140-4453-8132-88975b314bf4.pdf,"3.15. Poskytovatel se smlouvou o provozování služby managed server zavazuje, že celková dostupnost služby bude činit nejméně 99,92 % v každém kalendářním měsíci. ... Do doby nedostupnosti služby managed server se pro účely předchozí věty nezapočítávají doby plánovaných odstávek. | 22.1. V případě, že poskytovatel poruší ustanovení smlouvy o provozování služeb ohledně celkové dostupnosti dle čl. 3.15 obchodních podmínek, vzniká objednateli právo na smluvní pokutu ve výši 1/10 (jedna desetina) z měsíční paušální odměny poskytovatele ze smlouvy o provozování služeb za každou započatou hodinu prodlení poskytovatele, maximálně však v jednom kalendářním měsíci do výše jedné (1) měsíční paušální odměny poskytovatele. | 3.16. ... zavazuje se poskytovatel tuto závadu odstranit do šedesáti (60) minut od okamžiku jejího nahlášení objednatelem poskytovateli.",cs,"Nejlepsi nalezeny cesky vzor SLA s cislem: 99,92 % mesicni dostupnost, sankce 10 % mesicniho pausalu za kazdou zapocatou hodinu prodleni, strop 1 mesicni pausal, a zvlast reakcni/opravna doba 60 minut od nahlaseni. Pro DataLayer prevoditelne 1:1: 'za kazdou zapocatou X hodin prekroceni reakcni doby sleva 10 % mesicni odmeny, max 100 %'.","RQ1,RQ5",H4,"PDF Obchodni podminky vshosting~ s.r.o., 36 stran; odkaz z https://vshosting.cz/documents. Cl. 18 definuje, co NENI porucha."
EK6-010,2026-09-06,12,CZ,vop,"vshosting~ s.r.o. – Obchodní podmínky, čl. 23.7 (omezení náhrady újmy)",https://storage-prg1.zerops.io/4g4u0-storage/data/13bab00b-9140-4453-8132-88975b314bf4.pdf,"23.7. V případě vzniku újmy na straně objednatele v souvislosti s odpovědností poskytovatele za vady plnění podle smlouvy o provozování služeb, nejedná-li se o újmu způsobenou poskytovatelem úmyslně či z hrubé nedbalosti, si smluvní strany dohodly ... omezení náhrady této případné újmy vzniklé objednateli tak, že celková náhrada újmy podle smlouvy o provozování služeb včetně ušlého zisku je omezena výší jedné třetiny odměny poskytovatele skutečně uhrazené objednatelem ... v posledních šesti měsících předcházejících jednání poskytovatele, které vedlo ke vzniku této újmy. Smluvní strany ... konstatují, že úhrnná předvídatelná újma včetně ušlého zisku, jež by mohla objednateli ... vzniknout, může činit maximálně částku odpovídající výši jedné třetiny odměny poskytovatele skutečně uhrazené objednatelem ... v posledních šesti měsících.",cs,"Ucebnicova ceska konstrukce omezeni odpovednosti podle § 2898 obc. zak.: (1) vyluceni umyslu a hrube nedbalosti, (2) cislo - 1/3 odmeny skutecne uhrazene za poslednich 6 mesicu, (3) DRUHÁ VETA, ktera nesnizuje nahradu, ale PREDEM VYMEZUJE PREDVIDATELNOU SKODU podle § 2913 odst. 1. Prave ta druha veta je pravni trik, jak omezeni obstoji: nejde o zakazane 'predem se vzdat prava', ale o vymezeni predvidatelnosti pri uzavreni smlouvy.",RQ5,H4,"Pro paušál 19 900 Kc/mes by tento vzorec dal strop nahrady 1/3 x 119 400 = 39 800 Kc, tj. dva mesicni pausaly."
