id,date_accessed,phase,region,source_type,source_name,source_url,quote_verbatim,language,summary_cs,relates_to_rq,relates_to_hypothesis,notes
EK7-001,2026-09-06,12,EU,web,ADS-Tracking.de – Preise,https://ads-tracking.de/preise,"Small: 10 Std. Support / Jahr | Middle: 20 Std. Support / Jahr | Max: 30 Std. Support / Jahr | Individuell: Support-Kontingent nach Bedarf",de,"Hodinova dotace u nemeckeho ADS-Tracking je ROCNI, ne mesicni: 10/20/30 h za rok = 0,83/1,67/2,5 h mesicne. Dva nejnizsi tiery (Basic 179 EUR, Starter 299 EUR) nemaji zadne hodiny podpory.",RQ1,H3,"klicove srovnani: nase 3 h/mes u tieru 2 je 1,5x vic nez cely rocni objem Middle tieru za 799 EUR"
EK7-002,2026-09-06,12,EU,web,ADS-Tracking.de – Preise (podminky),https://ads-tracking.de/preise,"12 Monate Mindestlaufzeit · Zahlung im Voraus für die Laufzeit · Preise netto · GA4-Anbindung immer kostenfrei enthalten · Updates und Wartung inklusive",de,"Minimalni doba zavazku 12 mesicu s platbou predem za celou dobu. Reakcni doba na strance neni; jedina uvedena latence je technicka (pod 40 ms). Vypovedni lhuta neuvedena.",RQ1,H3,"platba predem za 12 mesicu = jiny cash-flow model nez mesicni pausal"
EK7-003,2026-09-06,12,EU,web,Amplio Data – Pricing,https://www.ampliodata.io/pricing,"Cancel any time after month one | We recommend 12 months on Managed because the strategic layer compounds | Live in 72h",en,"Amplio: mesic po mesici po prvnim mesici, u tieru Managed doporucuje (nevyzaduje) 12 mesicu. 'Live in 72h' je doba nasazeni, ne reakcni doba na incident. Hodiny v cene NEUVEDENY u zadneho tieru.",RQ1,H3,"ceny se na strance nevykreslily (JS); overit pres r.jina.ai"
EK7-004,2026-09-06,12,UK,web,Measurelab Limited – G-Cloud 14 service listing (Crown Commercial Service),https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/542682200642400,"Service and support provided through Monday to Friday 09:00 - 17:30 | Email or online ticketing support response times: Within 24 hours, 09:00 - 17:30 weekdays | Support levels are flexible and bespoke based on buyer requirements. Support costs are dependent on pace of delivery.",en,"Measurelab (UK) ma v oficialnim vladnim registru dolozenou reakcni dobu do 24 h v pracovni dobe Po-Pa 9:00-17:30, telefon a web chat 9-17 UK time. Toto je jediny nalezeny pripad, kdy je reakcni doba na spravu mereni dolozena v zavazném verejnem dokumentu, ne v marketingovem textu.",RQ1,H3,"G-Cloud 14 ramec; zaroven cenik 1 kredit = 1 hodina, minimum 10 kreditu/mes"
EK7-005,2026-09-06,12,SK,web,DASE – blog: Analytika nie je šprint ale maratón (FAQ),https://www.dase-analytics.com/blog/sk/analytika-nie-je-sprint-ale-maraton/,"Aký je mesačný paušál za analytickú podporu? Výhodou spolupráce s DASE je flexibilita. Výšku mesačného paušálu si určuje vždy klient, pričom výška paušálu determinuje objem poskytovaných prác. Nami odporúčané minimum, v rámci ktorého sú zahrnuté aj práce v rámci aktivácia dát je 700 eur bez DPH mesačne.",sk,"ROZHODUJICI ZJISTENI: DASE 700 EUR NENI balicek s neznamym objemem, ale KLIENTEM URCENA vyse pausalu, ktera teprve determinuje objem praci. Neni to tedy srovnatelna polozka s fixnim balickem – je to podlaha cerpaci sazby.",RQ1,H3,"vyvraci implicitni predpoklad verze 2, ze DASE 17 500 Kc = balicek"
EK7-006,2026-09-06,12,SK,web,DASE – blog: Investícia do webovej analytiky (sekce Kontinuálna spolupráca),https://www.dase-analytics.com/blog/sk/investicia-do-webovej-analytiky-co-dostanete-za-svoje-peniaze/,"Výhodou je, že objem analytickej podpory si stanovuje sám klient. […] k dispozícii budete mať minimálne 6 špičkových analytikov za jednu cenu […] transparentnosť, platíte len za práce, ktoré budú reálne odvedené […] flexibilná spolupráca s možnosťou navýšenia objemu prác […] 2-mesačná výpovedná doba",sk,"DASE explicitne inzeruje 2-mesicni vypovedni dobu jako VYHODU (kratkou). Model je 'platite len za prace, ktore budu realne odvedene' – tedy cerpani, ne pausal za dostupnost. Zadna reakcni doba nikde na webu.",RQ1,H3,"jediny SK subjekt s verejnou mesicni cenou; hodiny ani SLA neuvadi zamerne – prodava flexibilitu"
EK7-007,2026-09-06,12,EU,web,Manids ApS – Hvad koster tracking setup,https://manids.dk/hvad-koster-tracking-setup-ga4-gtm-og-server-side-priser/,"Minimumsvedligeholdelse (1.000–3.000 kr./md.): Kvartalsvis tjek af at data indsamles korrekt, opdatering af tags ved platformændringer og hurtig fejlrettelse ved problemer. | Aktiv vedligeholdelse (3.000–8.000 kr./md.): Månedlig gennemgang, løbende tilpasning af events og konverteringsmål, rapportering og rådgivning om dataanvendelse.",da,"Manids: nizsi tier je KVARTALNI kontrola (ne mesicni) za 1 000-3 000 DKK; vyssi tier je mesicni prohlidka za 3 000-8 000 DKK. Reakcni doba jen slovne 'hurtig fejlrettelse' bez cisla. Hodiny neuvedeny, vypovedni lhuta ani zavazek neuvedeny.",RQ1,H3,"dulezite: 3 350 Kc dolni evropska kotva je za KVARTALNI, ne mesicni frekvenci"
EK7-008,2026-09-06,12,EU,web,LEMONTEC (AT) – GA4 & GTM Sorglos-Paket (produktova stranka + FAQ),https://lemontec.at/leistungen/tracking/ga4-gtm-sorglos-paket/,"Inklusive: Automatisiertes Event-Monitoring | Kontinuierliche Anpassungen | Experten für Fehlerbehebung verfügbar || Wir planen hier eine Vorlaufzeit von 14 Tagen ein. […] Sobald die Einrichtung abgeschlossen ist, beginnt die Service-Laufzeit. || Unser LEMONTEC-Vorteil ""Keine Bindung"" gilt auch bei dem GA4 & GTM Sorglos-Paket, du kannst den Service also jederzeit wieder kündigen.",de,"UPRESNENI: na PLACENE produktove strance LEMONTEC neni ZADNA reakcni doba, zadne hodiny a zadne cislo. Slib zni jen 'Experten für Fehlerbehebung verfügbar' – experti jsou k dispozici, ne ze je oprava v cene. Zadna vazba, vypoved kdykoliv, 14 dni nabehu pred startem sluzby.",RQ1,H3,"cislo '24 h' z 2. kola je z JINE stranky (blog laufende Wartung) a tyka se DETEKCE monitorovacim nastrojem, ne reakcni doby na produktu"
EK7-009,2026-09-06,12,EU,web,YAG Comunicación (ES) – Analítica y medición,https://yagcomunicacion.com/analitica-y-medicion/,"Medición Esencial desde 290€/mes: Auditoría de medición inicial; Configuración de GA4; Google Tag Manager limpio; Tracking de conversiones clave; Plan de medición documentado; Soporte y mantenimiento || Medición Pro desde 490€/mes: Todo lo del plan Esencial; Consent Mode y privacidad; Server-side tagging cuando aporta; Conversiones Google Ads y Meta (CAPI); Dashboards en Looker Studio; Validación y QA de datos continua || Medición Enterprise desde 890€/mes: Todo lo del plan Pro; Analista de datos dedicado; Integración multi-marca / multi-web; Data warehouse y fuentes conectadas; Reporting ejecutivo a medida; Sesiones estratégicas quincenales || Sin permanencia, sin letra pequeña",es,"YAG ma tri tiery s rozestupy 1,69x a 1,82x. Zadne hodiny, zadna reakcni doba. 'Soporte y mantenimiento' bez cisla. Bez zavazku ('sin permanencia'). Odstupnovani je po OBSAHU (consent, sGTM, CAPI, dashboardy -> dedikovany analytik, DWH, dvoutydenni strategicke schuzky), ne po hodinach.",RQ1,H3,"nejlepe strukturovany vicetierovy vzorek v EU; rozestupy 1,69/1,82 potvrzuji trzni pasmo 1,6-1,8x"
EK7-010,2026-09-06,12,EU,web,Gipfelwerk (CH) – Webanalyse,https://gipfel-werk.ch/webanalyse,"Optional: Laufende Analyse-Betreuung ab CHF 490/Monat. Monatlicher Report mit den wichtigsten Erkenntnissen, vierteljährliche Tracking-Checks (neue Tags nach Website-Updates?), Anpassungen bei Änderungen und eine feste Ansprechperson für alle Analytics-Fragen.",de,"Gipfelwerk: kontrola trackingu je KVARTALNI, report mesicni. Zadne hodiny, zadna reakcni doba, jen 'feste Ansprechperson'. Zavazek ani vypovedni lhuta neuvedeny. Pausal je vyslovne 'optional' add-on po implementaci, ne samostatny produkt.",RQ1,H3,"stejny vzorec jako Manids Minimum: kvartalni kontrola prodavana jako mesicni pausal"
