id,date_accessed,region,country,provider,provider_type,service_name_verbatim,pricing_model,tier_name,price_original,currency,period,price_czk_month,hours_included,properties_included,platforms_included,response_time,requires_bq,scope_notes,source_url,evidence_id
P7-001,2026-09-04,CZ,CZ,Marketup s.r.o.,job_ad,Medior Reporting Specialist & Data Analyst,salary_proxy,medior,60000-80000,CZK,month,93800,160,,GA4;GCP;BigQuery;Data Studio;CRM,,yes,"Hrubá mzda (střed 70 000, IČO spolupráce) ×1,34 za odvody = 93 800 Kč/měs; náplň: sběr dat → datový sklad → reporty, detekce anomálií.",https://www.jobs.cz/rpd/2001362535/,E7-137
P7-002,2026-09-04,CZ,CZ,"kalkulator.cz, s.r.o.",job_ad,Senior Performance Marketing Specialist,salary_proxy,senior,70000-90000,CZK,month,107200,160,,Google Ads;Meta;Sklik;Microsoft Ads;Criteo;GA4,,no,"Střed 80 000 ×1,34 = 107 200 Kč/měs; PPC role s GA4, ne čistý analytik – horní kotva.",https://www.jobs.cz/rpd/2001333985/,E7-138
P7-003,2026-09-04,SK,SK,WPP Media Slovakia,job_ad,Digital Analytics Expert,salary_proxy,expert,1800-3200,EUR,month,83750,160,,GA4;GTM;sGTM;Consent Mode v2;Looker Studio;Power BI,,no,"Střed 2 500 EUR ×25 Kč = 62 500 ×1,34 = 83 750 Kč/měs; audity GA4/GTM/dataLayer, měření konverzí Ads/Meta.",https://www.profesia.sk/praca/wpp-media-slovakia/O5334933,E7-143
P7-004,2026-09-04,SK,SK,WPP Media Slovakia,job_ad,"Senior Specialist – Data, Reporting & Automation",salary_proxy,senior,1500-2800,EUR,month,72025,160,,BigQuery;SQL;dbt;Looker Studio;Power BI;GA4,,yes,"Střed 2 150 EUR ×25 = 53 750 ×1,34 = 72 025 Kč/měs; monitoring a audit kvality dat.",https://www.profesia.sk/praca/wpp-media-slovakia/O5350413,E7-144
P7-005,2026-09-04,SK,SK,ČSOB Finančná skupina,job_ad,Business Analyst for Digital Channels,salary_proxy,medior,1900,EUR,month,63650,160,,,,unknown,"Od 1 900 EUR ×25 = 47 500 ×1,34 = 63 650 Kč/měs; bankovní digitální kanály, hraniční relevance.",https://www.profesia.sk/praca/csob-financna-skupina/O5338517,E7-145
P7-006,2026-09-04,CZ,CZ,Indeed.cz (agregát),job_ad,IT analytik – průměrný plat Česko,salary_proxy,,70855,CZK,month,94946,160,,,,unknown,"70 855 ×1,34 = 94 946 Kč/měs; obecný analytik IT jako horní proxy in-house nákladu.",https://cz.indeed.com/career/it-analytik/salaries,E7-147
P7-007,2026-09-04,CZ,CZ,O2 Czech Republic,job_ad,Online Marketingový Analytik,salary_proxy,medior,,CZK,month,,160,,Google Analytics;Adobe Analytics;GTM;Excel,,no,"Mzda neuvedena; náplň = funnely, reporty, KPI, spolupráce s vývojáři a externí agenturou.",https://cz.linkedin.com/jobs/view/online-marketingov%C3%BD-analytik-at-o2-czech-republic-4452243323,E7-134
P7-008,2026-09-04,CZ,CZ,Ušetřeno.cz,job_ad,Webový analytik a SEO specialista,salary_proxy,medior,,CZK,month,,160,,Power BI;GA4;GTM,,no,Mzda neuvedena; správa analytiky a reportingu napříč firmou + SEO.,https://www.jobs.cz/rpd/2001395953/,E7-135
P7-009,2026-09-04,CZ,CZ,Shoptet Partneři – Vašek Jelen,freelancer,digitální a datová analytika (hodinová sazba),hourly,,1800,CZK,hour,,,,GA4;Shoptet,,unknown,Hodinová sazba z profilu partnera; při 10 h/měs = 18 000 Kč.,https://partneri.shoptet.cz/?s=GA4,E7-148
P7-010,2026-09-04,CZ,CZ,Shoptet Partneři – PLACEMENT.cz,agency,performance agentura pro e-shopy (hodinová sazba),hourly,,1590,CZK,hour,,,,GA4;Google Ads;Shoptet,,unknown,Hodinová sazba z profilu partnera.,https://partneri.shoptet.cz/?s=GA4,E7-148
