id,date_accessed,region,country,provider,provider_type,service_name_verbatim,pricing_model,tier_name,price_original,currency,period,price_czk_month,hours_included,properties_included,platforms_included,response_time,requires_bq,scope_notes,source_url,evidence_id
PG7-001,2026-09-04,EU,DK,Weld,saas_tool,"Basic - Google BigQuery & Weld Managed BigQuery access",saas,Basic,"From $99 per month billed annually",USD,mesic,2277,,,2 konektory,neuvedeno,yes,"SaaS managed BigQuery + ELT; 5M Monthly Active Rows, 1 uzivatel, denni sync; kurz 1 USD = 23 Kc; rocni fakturace",https://weld.app/pricing,EG7-001
PG7-002,2026-09-04,EU,DK,Weld,saas_tool,"Premium - dbt integration included",saas,Premium,"From $389 per month billed annually",USD,mesic,8947,,,6 konektoru,neuvedeno,yes,"10M MAR, 3 uzivatele, hodinovy sync, dbt + orchestrace; kurz 1 USD = 23 Kc",https://weld.app/pricing,EG7-001
PG7-003,2026-09-04,EU,DK,Weld,saas_tool,"Business",saas,Business,"From $959 per month billed annually",USD,mesic,22057,,,10 konektoru,neuvedeno,yes,"50M MAR, 5 uzivatelu, 15min sync, vice destinaci; kurz 1 USD = 23 Kc",https://weld.app/pricing,EG7-001
PG7-004,2026-09-04,EU,DE,Y42,saas_tool,"Business plan - declarative orchestrator, SQL/dbt Core and Python assets",saas,Business,"$500 / month",USD,mesic,11500,,2 spaces,,neuvedeno,yes,"managed dbt/data platform nad vlastnim DWH; 3 uzivatele; SLA az v Enterprise; kurz 1 USD = 23 Kc",https://www.y42.com/pricing,EG7-002
PG7-005,2026-09-04,EU,DE,"StepStone (mzdovy prumer DE)",job_ad,"Webanalyst/in Gehalt",salary_proxy,"median DE","48.200 EUR/rok (4.016 EUR/mes)",EUR,mesic,134536,,,,,unknown,"hruba mzda 4016 EUR/mes x 1,34 odvody = 5381 EUR x 25 Kc; rozpeti 42.200-57.400 EUR/rok; kurz 1 EUR = 25 Kc",https://www.stepstone.de/gehalt/Webanalyst-in.html,EG7-007
PG7-006,2026-09-04,EU,DE,"StepStone (mzdovy prumer DE)",job_ad,"Digital Analyst Gehalt",salary_proxy,"median DE","51.300 EUR/rok (4.275 EUR/mes)",EUR,mesic,143213,,,,,unknown,"hruba mzda 4275 EUR/mes x 1,34 = 5729 EUR x 25 Kc; rozpeti 45.300-61.400 EUR/rok; kurz 1 EUR = 25 Kc",https://www.stepstone.de/gehalt/Digital-Analyst.html,EG7-008
PG7-007,2026-09-04,EU,NL,"Talent.com NL (agregace inzeratu)",job_ad,"Web analist salaris",salary_proxy,"prumer NL","33.600 EUR/rok",EUR,mesic,93800,,,,,unknown,"33600/12 = 2800 EUR/mes x 1,34 = 3752 EUR x 25 Kc; rozpeti 31.200-42.720 EUR/rok; 9308 zaznamu; POZOR agregace inzeratu vcetne juniornich a castecnych uvazku - spodni odhad",https://nl.talent.com/salary?job=web+analist,EG7-009
PG7-008,2026-09-04,EU,NL,"Talent.com NL (agregace inzeratu)",job_ad,"Data analist salaris",salary_proxy,"prumer NL","27.300 EUR/rok",EUR,mesic,76213,,,,,unknown,"27300/12 = 2275 EUR/mes x 1,34 = 3048 EUR x 25 Kc; rozpeti 21.314-40.320 EUR/rok; 10000 zaznamu; POZOR spodni odhad - agregace inzeratu",https://nl.talent.com/salary?job=data+analist,EG7-010
PG7-009,2026-09-04,EU,PL,"Talent.com PL (agregace inzeratu)",job_ad,"Analityk danych wynagrodzenie",salary_proxy,"prumer PL","81.300 zl/rok (41,69 zl/h)",PLN,mesic,52655,,,,,unknown,"81300/12 = 6775 zl/mes x 1,34 = 9078 zl x 5,8 Kc; rozpeti 61.500-107.700 zl/rok; 1466 zaznamu",https://pl.talent.com/salary?job=analityk+danych,EG7-011
PG7-010,2026-09-04,EU,DK,"Loen.dk (Danmarks Statistik LONS20)",job_ad,"Data Analyst loen",salary_proxy,"median DK","71.012 DKK/mes",DKK,mesic,318772,,,,,unknown,"71012 x 1,34 odvody = 95156 DKK x 3,35 Kc; P25 58.504 / P75 88.041 DKK; POZOR DST cislo uz obsahuje penzijni prispevek zamestnavatele - realny naklad je blize 237 900 Kc (bez nasobku); kurz 1 DKK = 3,35 Kc",https://loen.dk/data-analyst,EG7-012
PG7-011,2026-09-04,EU,DK,"LoenRadar.dk (PROSA Loenstatistik 2026)",job_ad,"Data Analyst loen",salary_proxy,"median DK","52.045 DKK/mes",DKK,mesic,233629,,,,,unknown,"52045 x 1,34 = 69740 DKK x 3,35 Kc; P25-P75 45.423-59.738 DKK; 132 overenych hlaseni + PROSA; kurz 1 DKK = 3,35 Kc",https://loenradar.dk/loen/data-analyst,EG7-013
PG7-012,2026-09-04,EU,SE,"Allaloner.se (SCB + uzivatelska data)",job_ad,"Dataanalytiker lon",salary_proxy,"median SE","50.800 SEK/mes",SEK,mesic,149758,,,,,unknown,"medianlon 50800 x 1,34 = 68072 SEK x 2,2 Kc; medellon 54.500; P25 41.800 / P75 63.600; kurz 1 SEK = 2,2 Kc",https://allaloner.se/yrken/dataanalytiker,EG7-014
PG7-013,2026-09-04,EU,DE,"Gehalt.de",job_ad,"Web-Analyst/-in Bruttogehalt (Median)",salary_proxy,"median DE","44.428 EUR/rok (3.583 EUR/mes)",EUR,mesic,120031,,,,,unknown,"3583 x 1,34 = 4801 EUR x 25 Kc; dolni kvartil 39.210 / horni 50.340 EUR/rok pri 40 h tydne; kurz 1 EUR = 25 Kc",https://www.gehalt.de/beruf/web-analyst-web-analystin,EG7-015
PG7-014,2026-09-04,EU,NL,"Talent.com NL (agregace inzeratu)",job_ad,"Analytics Engineer salaris",salary_proxy,"prumer NL","45.000 EUR/rok (23,08 EUR/h)",EUR,mesic,125625,,,,,unknown,"45000/12 = 3750 EUR/mes x 1,34 = 5025 EUR x 25 Kc; nastup 31.200 / senior 56.646 EUR/rok; 10000 zaznamu; kurz 1 EUR = 25 Kc",https://nl.talent.com/salary?job=analytics+engineer,EG7-016
PG7-015,2026-09-04,EU,NL,GA4Dataform,saas_tool,"Premium One - GA4 to BigQuery data model with anomaly detection and error alerts",tiered,"Premium One","275 EUR per month",EUR,mesic,6875,,"unlimited GA4 properties","unlimited Google Ads accounts","Priority email support (bez cisla)",yes,"spravovana datova vrstva nad GA4 BQ exportem; 1 GCP projekt; GCP naklady nejsou v cene; SLA-backed support az v Custom; kurz 1 EUR = 25 Kc",https://ga4dataform.com/pricing,EG7-017
PG7-016,2026-09-04,EU,NL,GA4Dataform,saas_tool,"Premium Unlimited - unlimited use across GCP projects & organisations",tiered,"Premium Unlimited","375 EUR per month",EUR,mesic,9375,,"unlimited","unlimited","Priority email support (bez cisla)",yes,"tyz produkt bez limitu GCP projektu; GCP naklady zvlast; kurz 1 EUR = 25 Kc",https://ga4dataform.com/pricing,EG7-017
PG7-017,2026-09-04,EU,SE,Funnel.io,saas_tool,"Starter - 117 connectors, 13 destinations",saas,Starter,"$300/ month, billed annually",USD,mesic,6900,,,"117 konektoru","neuvedeno",no,"marketing data platform; BigQuery jako destinace az v Business; kurz 1 USD = 23 Kc",https://funnel.io/pricing,EG7-018
PG7-018,2026-09-04,EU,SE,Funnel.io,saas_tool,"Business - BigQuery, Amazon S3 and more cloud destinations",saas,Business,"$600/ month, billed annually",USD,mesic,13800,,,"579 konektoru","neuvedeno",yes,"BigQuery destinace je zlom mezi tiery; Enterprise SLA a priority support az v Enterprise; kurz 1 USD = 23 Kc",https://funnel.io/pricing,EG7-018
PG7-019,2026-09-04,US,US,Datateer,saas_tool,"Pro (Core Growth) - managed data platform with automated data quality monitoring",tiered,"Pro","$998/mo base + $499+ per connected data source",USD,mesic,22954,,,"2 zdroje v zakladu","dedicated support az v Enterprise",yes,"managed data platform (Datateer se prepnul na construction analytics); cena za zaklad bez zdroju; kurz 1 USD = 23 Kc; mimo EU - referencni bod",https://www.datateer.com/pricing,EG7-019
PG7-020,2026-09-04,GLOBAL,GLOBAL,Analyzify,saas_tool,"Standard - Tracking Health & Troubleshooting System, Server-Side Tracking, Expert Support",tiered,Standard,"$109 USD/month",USD,mesic,2507,,"1 obchod","10+ platforem pres Unified Pixel","Get answers within 24-48 hours",no,"Shopify tracking jako produkt: automaticke kontroly mereni + lidska podpora; 5-20 tis. objednavek/mes; rocne 145 USD/mes vc. Professional Implementation (hodnota 295 USD); kurz 1 USD = 23 Kc",https://analyzify.com/pricing,EG7-021
PG7-021,2026-09-04,GLOBAL,GLOBAL,Analyzify,saas_tool,"Plus",tiered,Plus,"$206 USD/month",USD,mesic,4738,,"1 obchod","10+ platforem","Get answers within 24-48 hours",no,"50-300 tis. objednavek/mes; kurz 1 USD = 23 Kc",https://analyzify.com/pricing,EG7-021
PG7-022,2026-09-04,GLOBAL,GLOBAL,Littledata,saas_tool,"Scale - Real-time support",tiered,Scale,"starts at $159 per month",USD,mesic,3657,,"1 Shopify obchod","9 integraci (GA4, Meta, Google Ads, Microsoft Ads, Pinterest, TikTok, Klaviyo, Attentive, Recharge)","Real-time support (bez cisla)",no,"1500 objednavek v cene; Support SLAs az v Plus; kurz 1 USD = 23 Kc",https://www.littledata.io/pricing,EG7-024
PG7-023,2026-09-04,GLOBAL,GLOBAL,Littledata,saas_tool,"Plus - support from our team of data experts, Support SLAs, Managed onboarding",tiered,Plus,"starts at $792 per month",USD,mesic,18216,,"1 Shopify obchod","9 integraci","Support SLAs (bez cisla)",no,"10 000 objednavek v cene; SLA je zlom mezi Scale a Plus - 5x cena; kurz 1 USD = 23 Kc",https://www.littledata.io/pricing,EG7-024
PG7-024,2026-09-04,EU,DE,"StepStone (mzdovy prumer DE)",job_ad,"Data Engineer Gehalt",salary_proxy,"median DE","56.000 EUR/rok (4.666 EUR/mes)",EUR,mesic,156311,,,,,unknown,"4666 x 1,34 = 6252 EUR x 25 Kc; rozpeti 48.900-66.200 EUR/rok; datovy inzenyr je o 16 % drazsi nez webanalytik - stejny rozdil jako mezi tiery; kurz 1 EUR = 25 Kc",https://www.stepstone.de/gehalt/Data-Engineer.html,EG7-034
PG7-025,2026-09-04,EU,PL,"Talent.com PL (agregace inzeratu)",job_ad,"Analytics engineer wynagrodzenie",salary_proxy,"prumer PL","72.000 zl/rok (36,92 zl/h)",PLN,mesic,46632,,,,,unknown,"72000/12 = 6000 zl/mes x 1,34 = 8040 zl x 5,8 Kc; nastup 61.650 / senior 102.000 zl/rok; 5452 zaznamu; kurz 1 PLN = 5,8 Kc",https://pl.talent.com/salary?job=analytics+engineer,EG7-035
