id,date_accessed,region,country,provider,provider_type,service_name_verbatim,pricing_model,tier_name,price_original,currency,period,price_czk_month,hours_included,properties_included,platforms_included,response_time,requires_bq,scope_notes,source_url,evidence_id
PG3-001,2026-09-04,CZ,CZ,Marketup s.r.o.,job_ad,Medior Reporting Specialist & Data Analyst,salary_proxy,,60 000 – 80 000 Kč,CZK,mesic,70000,cca 160 h/mes,,,,optional,"rozpeti 60-80 tis., stred 70 tis.; typ smluvniho vztahu IČO -> bez odvodu zamestnavatele, proto bez koeficientu 1,34; agentura Marketup (70 lidi), naplň = reporting, datova QA a hledani anomalii, BigQuery/GCP pozadavek",https://www.jobs.cz/rpd/2001362535/,EG3-001
PG3-002,2026-09-04,CZ,CZ,"kalkulator.cz, s.r.o.",job_ad,Senior Performance Marketing Specialist,salary_proxy,,70 000 – 90 000 Kč,CZK,mesic,80000,cca 160 h/mes,,,,no,"rozpeti 70-90 tis., stred 80 tis.; IČO -> bez odvodu, bez koeficientu 1,34; GA4 jako pracovni nastroj, rozpocty v radu milionu Kc/mes",https://www.jobs.cz/rpd/2001333985/,EG3-002
PG3-003,2026-09-04,CZ,CZ,Media:list s.r.o.,job_ad,PPC Specialista v digitalni agenture,salary_proxy,,50 000 – 70 000 Kč,CZK,mesic,80400,cca 160 h/mes,,,,no,"rozpeti 50-70 tis. hrube, stred 60 tis. x 1,34 odvody = 80 400 Kc; plny uvazek (HPP); pozadavek GA4 + GTM, 5 let praxe",https://www.jobs.cz/rpd/2001368001/,EG3-003
PG3-004,2026-09-04,CZ,CZ,EUPHORIA s.r.o.,job_ad,E-commerce & Online Marketing Specialist,salary_proxy,,60 000 – 70 000 CZK,CZK,mesic,87100,cca 160 h/mes,,,,no,"rozpeti 60-70 tis., stred 65 tis. x 1,34 odvody = 87 100 Kc; typ smlouvy neuveden, pocitano jako HPP",https://www.jobs.cz/rpd/2001394019/,EG3-004
PG3-005,2026-09-04,CZ,CZ,BRASTY GROUP s.r.o.,job_ad,Specialista online marketingu a spravy eshopu,salary_proxy,,60 000 – 80 000 Kč/měsíc,CZK,mesic,93800,cca 160 h/mes,,,,no,"rozpeti 60-80 tis., stred 70 tis. x 1,34 odvody = 93 800 Kc; smluvni vztah pracovni smlouva NEBO IČO (pri IČO by slo o 70 000 Kc); zarazeno i jako marketingovy analytik",https://www.prace.cz/nabidka/afd5d3e6-89d4-4455-a99f-7f1b6bc34087/,EG3-005
PG3-006,2026-09-04,CZ,CZ,Metodicky kabinet digitalniho vzdelavani z.s.,job_ad,Spravce e-shopu se znalosti e-commerce nastroju (1/2 uvazek),salary_proxy,,17 000 – 25 000 Kč,CZK,mesic,56280,cca 80 h/mes (1/2 uvazek),,,,no,"rozpeti 17-25 tis. na 1/2 uvazek, stred 21 tis. -> plny uvazek 42 tis. x 1,34 = 56 280 Kc; spodni hranice trhu",https://www.jobs.cz/rpd/2001255139/,EG3-006
PG3-007,2026-09-04,CZ,CZ,Systedo Marketing,job_ad,PPC specialist medior/senior,salary_proxy,,60 000 – 80 000 Kč,CZK,mesic,93800,cca 160 h/mes,,"Google Ads, Sklik, Microsoft Ads, GA4, GTM, Shoptet, Shopify",,no,"rozpeti 60-80 tis., stred 70 tis. x 1,34 odvody = 93 800 Kc; typ FULL_TIME; naplň vc. GA4 a GTM",https://www.startupjobs.cz/nabidka/107325/ppc-specialist-medior-senior-v-systedo-marketing,EG3-008
PG3-008,2026-09-04,CZ,CZ,ASSIST spol. s r.o.,job_ad,BI Analyst / Developer (Looker & Data Platform),salary_proxy,,54 000 Kč,CZK,mesic,72360,cca 160 h/mes,,Looker,,optional,"pevna castka 54 tis. x 1,34 odvody = 72 360 Kc; role udrzby reportu (F1 dle taxonomie)",https://www.startupjobs.cz/nabidka/104413/bi-analyst-developer-looker-data-platform,EG3-013
PG3-009,2026-09-04,CZ,CZ,ASSIST spol. s r.o.,job_ad,BI/Data Engineer,salary_proxy,,60 000 – 80 000 Kč,CZK,mesic,93800,cca 160 h/mes,,,,yes,"rozpeti 60-80 tis., stred 70 tis. x 1,34 odvody = 93 800 Kc; datova vrstva (E dle taxonomie)",https://www.startupjobs.cz/nabidka/107359/bi-data-engineer,EG3-014
PG3-010,2026-09-04,CZ,CZ,Platy.cz (Paylab) – platovy pruzkum,job_ad,Specialista marketingovych analyz – 80 % lidi vydelava,salary_proxy,,40 831 – 86 437 Kč,CZK,mesic,85270,cca 160 h/mes,,,,optional,"pasmo 10.-90. percentilu hrubeho, stred 63634 Kc x 1,34 odvody = 85270 Kc; platovy pruzkum Platy.cz (Paylab), median ani velikost vzorku se neuvadeji",https://www.platy.cz/platy/marketing-reklama-pr/specialista-marketingovych-analyz,EG3-016
