id,date_accessed,region,country,provider,provider_type,service_name_verbatim,pricing_model,tier_name,price_original,currency,period,price_czk_month,hours_included,properties_included,platforms_included,response_time,requires_bq,scope_notes,source_url,evidence_id
PG11-001,2026-09-04,US,US,Seresa (Transmute Engine),saas_tool,Harvest Lite,tiered,Harvest Lite,99,USD,rok,190,,1,"GA4, server-side, sdílený BigQuery dataset",,optional,"Server-side tracking pro WooCommerce/WordPress vč. sdíleného BQ datasetu; 25 000 eventů/měs. Roční cena 99 USD / 12 = 8,25 USD/měs; kurz 1 USD = 23 Kč. Monitoring v tomto tieru NENÍ.",https://seresa.io/pricing,EG11-015
PG11-002,2026-09-04,US,US,Seresa (Transmute Engine),saas_tool,Harvest,tiered,Harvest,329,USD,rok,630,,1,"GA4, 1 outPIPE, vlastní BigQuery dataset, server 1 GB/1 vCPU",,optional,"100 000 eventů/měs, privátní BQ dataset, BigQuery setup v hodnotě 187 USD zdarma u ročního plánu. 329/12 = 27,4 USD/měs; kurz 1 USD = 23 Kč.",https://seresa.io/pricing,EG11-015
PG11-003,2026-09-04,US,US,Seresa (Transmute Engine),saas_tool,Cerise,tiered,Cerise,799,USD,rok,1532,,1,"2 outPIPEs, BigQuery, server 1 GB/1 vCPU",,optional,"200 000 eventů/měs. 799/12 = 66,6 USD/měs; kurz 1 USD = 23 Kč.",https://seresa.io/pricing,EG11-015
PG11-004,2026-09-04,US,US,Seresa (Transmute Engine),saas_tool,Bright Cherry,tiered,Bright Cherry,1349,USD,rok,2586,,1,"3 outPIPEs, advanced data validation, custom field mapping, webhooky",,optional,"400 000 eventů/měs; od tohoto tieru 'advanced data validation'. 1349/12 = 112,4 USD/měs; kurz 1 USD = 23 Kč.",https://seresa.io/pricing,EG11-015
PG11-005,2026-09-04,US,US,Seresa (Transmute Engine),saas_tool,Cherry Red,tiered,Cherry Red,1799,USD,rok,3448,,1,"4 outPIPEs, advanced monitoring, priority support, Slack integrace",,optional,"800 000 eventů/měs. ADVANCED MONITORING a priority support začínají až tady – stejný vzorec jako Stape (monitoring až od vyššího tieru). 1799/12 = 149,9 USD/měs; kurz 1 USD = 23 Kč.",https://seresa.io/pricing,EG11-015
PG11-006,2026-09-04,US,US,Seresa (Transmute Engine),saas_tool,Vibrant Cherry,tiered,Vibrant Cherry,2349,USD,rok,4502,,1,"7 outPIPEs, dedikovaný account manager, DDoS ochrana, geo redundance",,optional,"1,5 mil. eventů/měs. Dedikovaný account manager = lidská vrstva prodávaná v tieru. 2349/12 = 195,75 USD/měs; kurz 1 USD = 23 Kč.",https://seresa.io/pricing,EG11-015
PG11-007,2026-09-04,US,US,Conversios,saas_tool,"Server Side Tracking (WooCommerce, 1 doména)",tiered,Server Side Tracking 1 domain,998,USD,rok,1913,,1,"WooCommerce, GA4, Google Ads, Meta CAPI, Google Cloud hosting, sGTM automatizace, Order Recovery Engine",,no,"Plná (neslevněná) roční cena 998 USD; akční cena na stránce 449,10 USD/rok (= 861 Kč/měs). Zapsána plná cena: 998/12 = 83,2 USD/měs; kurz 1 USD = 23 Kč. Obsahuje Order Recovery Engine (dorovnání objednávek z backendu do GA4/Ads/Meta).",https://www.conversios.io/pricing/,EG11-016
PG11-008,2026-09-04,US,US,Conversios,saas_tool,Server Side Tracking (Shopify app),tiered,Server Side Tracking Shopify,699,USD,rok,1340,,1,"Shopify, end-to-end server-side tagging",,no,"Roční cena Shopify aplikace 699 USD; 699/12 = 58,25 USD/měs; kurz 1 USD = 23 Kč.",https://www.conversios.io/pricing/,EG11-016
PG11-009,2026-09-04,EU,ES,Trackingplan,saas_tool,Trackingplan – Agencies,tiered,Agencies,299,USD,mesic,6877,,neuvedeno,"GA4, GTM, Meta, TikTok, server-side, custom",real-time alerts,no,"Agenturní tier, který dodavatel na vlastním ceníku uvádí jako 'contact sales'; Capterra profil uvádí 299 USD/měs. Kurz 1 USD = 23 Kč.",https://www.capterra.com/p/10014335/Trackingplan/,EG11-023
PG11-010,2026-09-04,EU,ES,Trackingplan,saas_tool,Trackingplan – Enterprise,tiered,Enterprise,1500,USD,mesic,34500,,neuvedeno,"GA4, GTM, Meta, TikTok, server-side, custom",real-time alerts,no,Enterprise startovní cena podle Capterra profilu (1. kolo uvádělo 'od 1 750 USD'). Kurz 1 USD = 23 Kč.,https://www.capterra.com/p/10014335/Trackingplan/,EG11-023
