id,date_accessed,region,country,provider,provider_type,service_name_verbatim,pricing_model,tier_name,price_original,currency,period,price_czk_month,hours_included,properties_included,platforms_included,response_time,requires_bq,scope_notes,source_url,evidence_id
PK7-001,2026-09-06,EU,ES,Amplio Data,analytics_agency,Maintained,tiered,Maintained,From €660 per month,EUR,mesic,16500,neuvedeno (zadne hodiny v cene),1,"GA4, GTM, sGTM (Stape), Consent Mode v2, enhanced conversions, API integrace","neuvedeno (72 h je doba nasazeni, ne reakcni doba)",no,OPRAVA P4-035/P5-030 (drive 700-1200 EUR): ceníková cena k 2026-09-06 je 'From €660 per month'. Zadne hodiny v cene. 'Cancel any time after month one'. Kurz 1 EUR = 25 Kc.,https://www.ampliodata.io/pricing,EK7-003
PK7-002,2026-09-06,EU,ES,Amplio Data,analytics_agency,Managed,tiered,Managed,From €1697 per month,EUR,mesic,42425,neuvedeno (zadne hodiny v cene),1,"+ CRM, BigQuery DWH, AI anomaly detection, tydenni digest, dedicated senior analyst + engineer, kvartalni review",neuvedeno,yes,"OPRAVA P4-036/P5-031 (drive 1800+ EUR): ceníková cena k 2026-09-06 je 'From €1697 per month'. Rozestup Maintained->Managed = 2,57x. 'We recommend 12 months on Managed'. Kurz 1 EUR = 25 Kc.",https://www.ampliodata.io/pricing,EK7-003
PK7-003,2026-09-06,EU,DE,BuI Hinsche,analytics_agency,Shop-Betreuung – Basis,tiered,Basis,ab 599 €,EUR,mesic,14975,3 h/mesic (3 Stunden Anpassungs-Budget / Monat),1 e-shop,Shopware/Shopify vc. GTM+GA4 trackingu,Reaktion in 1 Werktag (Fehler-Tickets in 1 Werktag),no,"NOVY SUBJEKT. Sousedni obor (sprava e-shopu vc. trackingu), ale JEDINA nalezena verejna kombinace hodiny+SLA+rozestupy. V cene: mesicni bezpecnostni updaty, monitoring, 3 h uprav, kvartalni review videem. Prekroceni hodin: dle skutecneho uctovani po odsouhlaseni cenoveho ramce. Nevycerpane hodiny prechazi v ramci ctvrtleti. 3 mesice pilot mesicne vypoveditelny, pak 12 mesicu s automatickou prolongaci. Reakcni doba se meri v okne Po-Ct 10-12 a 13-16 h. Kurz 1 EUR = 25 Kc.",https://www.bui-hinsche.com/betreuung,EK7-023
PK7-004,2026-09-06,EU,DE,BuI Hinsche,analytics_agency,Shop-Betreuung – Professional,tiered,Professional,ab 1.450 €,EUR,mesic,36250,8 h/mesic (8 Stunden Entwicklungs-Budget / Monat),1 e-shop,Shopware/Shopify vc. GTM+GA4 trackingu; + performance monitoring,Reaktion in 4 Stunden (werktags; o vikendu do 24 h),no,"NOVY SUBJEKT. Nad Basis: 8 h misto 3 h, reakce 4 h misto 1 pracovniho dne, mesicni review + roadmap, primy Slack/Teams kanal na vyvojarsky tym. Rozestup Basis->Professional = 2,42x pri 2,67x hodin. Stejne podminky pretecen a zavazku jako Basis. Kurz 1 EUR = 25 Kc.",https://www.bui-hinsche.com/betreuung,EK7-023
PK7-005,2026-09-06,EU,DE,BuI Hinsche,analytics_agency,Shop-Betreuung – Enterprise,tiered,Enterprise,individuell,EUR,mesic,,Budget nach Bedarf,vice e-shopu / B2B,Shopware/Shopify vc. GTM+GA4 trackingu,SLA unter 1 Stunde; 24/7 SLA,no,"NOVY SUBJEKT. Nejvyssi tier je 'na dotaz', ale SLA je publikovana jako cislo: pod 1 hodinu, 24/7, kvartalni strategicke workshopy na miste. Scope=individualni. Kurz 1 EUR = 25 Kc.",https://www.bui-hinsche.com/betreuung,EK7-023
PK7-006,2026-09-06,EU,DE,BuI Hinsche,saas_tool,Shopware plugin: Google Tag Manager + GA4 E-Commerce Tracking,saas,mesicni,"7,90 €",EUR,mesic,198,0 (jen podpora),1 Shopware shop,"GTM, GA4 e-commerce dataLayer",Antwort werktags innerhalb 4 Stunden (Slack/Teams),no,"Extremni kotva pro cenu reakcni doby: 4 h reakce v pracovni dny za 198 Kc/mes. Rozsah je vsak jen plugin, ne mereni jako celek. Rocni varianta 89,90 EUR (=187 Kc/mes). Kurz 1 EUR = 25 Kc.",https://www.bui-hinsche.com/plugins/google-tag-manager-ga4-e-commerce-tracking/,EK7-025
PK7-007,2026-09-06,UK,GB,Measurelab Limited,analytics_agency,"Credits (1 credit = 1 hour) – Monthly SOW, 10-34 credits",retainer_hours,Monthly SOW 10-34 kreditu,£150 za kredit,GBP,mesic,43500,10 h (minimum pasma 10-34 kreditu; 1 kredit = 1 hodina),neuvedeno,"GA4, GTM, sGTM, BigQuery, Looker Studio","Within 24 hours, 09:00-17:30 weekdays (G-Cloud)",optional,"DOPLNENI hodin a SLA k PV2-001/002: nejdrazsi varianta (mesicni SOW, nejmensi objem). Do 20 % nevycerpanych kreditu prechazi do dalsiho mesice, dobiti kdykoliv. Vypocet: 10 kreditu x 150 GBP x 29 Kc. Kurz 1 GBP = 29 Kc.",https://assets.applytosupply.digitalmarketplace.service.gov.uk/g-cloud-14/documents/714732/542682200642400-pricing-document-2024-05-03-1550.pdf,EK7-017
PK7-008,2026-09-06,UK,GB,Measurelab Limited,analytics_agency,"Credits (1 credit = 1 hour) – Annual SOW, 10-34 credits",retainer_hours,Annual SOW 10-34 kreditu,£130 za kredit,GBP,mesic,37700,10 h (1 kredit = 1 hodina),neuvedeno,"GA4, GTM, sGTM, BigQuery, Looker Studio","Within 24 hours, 09:00-17:30 weekdays (G-Cloud)",optional,Rocni zavazek snizuje sazbu ze 150 na 130 GBP/kredit (-13 %). Vypocet: 10 x 130 x 29. Kurz 1 GBP = 29 Kc.,https://assets.applytosupply.digitalmarketplace.service.gov.uk/g-cloud-14/documents/714732/542682200642400-pricing-document-2024-05-03-1550.pdf,EK7-017
PK7-009,2026-09-06,UK,GB,Measurelab Limited,analytics_agency,"Credits (1 credit = 1 hour) – Annual SOW, 70+ credits",retainer_hours,Annual SOW 70+ kreditu,£120 za kredit,GBP,mesic,243600,70 h (1 kredit = 1 hodina),neuvedeno,"GA4, GTM, sGTM, BigQuery, Looker Studio","Within 24 hours, 09:00-17:30 weekdays (G-Cloud)",optional,Nejnizsi sazba za kredit (120 GBP) jen pri 70+ kreditech a rocnim zavazku. Vypocet: 70 x 120 x 29. Kurz 1 GBP = 29 Kc.,https://assets.applytosupply.digitalmarketplace.service.gov.uk/g-cloud-14/documents/714732/542682200642400-pricing-document-2024-05-03-1550.pdf,EK7-017
PK7-010,2026-09-06,EU,DE,ADS-Tracking.de,analytics_agency,Server-Side Tracking Agentur – Small,tiered,Small,449 €,EUR,mesic,11225,"10 h/ROK = 0,83 h/mesic (10 Std. Support / Jahr)",1,GA4 + ad platformy,neuvedeno,no,"DOPLNENI hodin k P4-004: hodinova dotace je ROCNI, ne mesicni. 12 Monate Mindestlaufzeit, Zahlung im Voraus für die Laufzeit. Reakcni doba na strance neni. Kurz 1 EUR = 25 Kc.",https://ads-tracking.de/preise,EK7-001
