id,date_accessed,phase,region,source_type,source_name,source_url,quote_verbatim,language,summary_cs,relates_to_rq,relates_to_hypothesis,notes
EK3-001,2026-09-06,12,CZ,vendor_docs,Shoptet Developers – Basic information about API,https://developers.shoptet.com/api/documentation/basic-information-about-api/,"The API is not freely accessible, it is currently available for developers of so-called addons, which are published at the marketplace after their completion https://doplnky.shoptet.cz . From there, any e-shop can install them (except the trial version). Presently, not every e-shop operator can use the API, or partners that would develop only single e-shop.",en,"Shoptet API neni verejne. Bezny (non-Premium) e-shop ani agentura, ktera by delala napojeni jen pro jednoho klienta, k nemu pristup nema. Cesta vede pres schvaleny doplnek publikovany na doplnky.shoptet.cz.",RQ4;RQ1,H1,Klicove omezeni pro denni rekonciliaci na Shoptetu; overeno primo v dokumentaci Shoptetu
EK3-002,2026-09-06,12,CZ,vendor_docs,Shoptet Developers – Basic information about API (rozsah opravneni),https://developers.shoptet.com/api/documentation/basic-information-about-api/,"The API call addon can access all e-shop data, including for example orders, prices, or customer data. Therefore, each addon must express, what data it uses and only the corresponding calls can then be obtained for that API key. The list of provided data is approved by Shoptet before posting the addon on the [addon] website (https://doplnky.shoptet.cz) and it can be reviewed by any user (e-shop operator) prior to installation. If the new version of the addon requires additional data, the scope of the permission needs to be extended, approved by Shoptet, and then by the user.",en,"Rozsah dat (vcetne objednavek) se u doplnku deklaruje predem a schvaluje ho nejdriv Shoptet a pak provozovatel e-shopu. Rozsireni opravneni = nove schvaleni Shoptetem i klientem. Dvoustupnovy souhlas je odpoved na otazku, co brani tretí strane cist objednavky.",RQ4,H1,Odpovida bodu 5 zadani (co brani tretí strane cist objednavky klienta)
EK3-003,2026-09-06,12,CZ,vendor_docs,Shoptet Developers – Basic information about API (infrastruktura doplnku),https://developers.shoptet.com/api/documentation/basic-information-about-api/,addons (API-based software) must run and store data on the developer-partner infrastructure. Shoptet does not provide hosting or data storage for the addon. The developer has a free hand in the choice of technology.,en,Doplnek musi bezet a ukladat data na infrastrukture partnera; Shoptet nedodava hosting ani uloziste. Denni rekonciliace tedy vyzaduje vlastni server/DB a tim padem i zpracovatelskou smlouvu na osobni udaje z objednavek.,RQ4,H1,"Naklad na provoz sluzby, ktery navrh tieru zatim nezapocital"
EK3-004,2026-09-06,12,CZ,vendor_docs,Shoptet API – Basic principles (dva rezimy pristupu),https://api.docs.shoptet.com/shoptet-api/openapi,"The API is available in two access modes: for ""Shoptet partner"" developers who create the interconnection with the services and extend the Shoptet system's functions for public usage. (...) direct private access to eshop data for eshop owner - available only for Premium Members.",en,"Existuji presne dva zpusoby, jak se dostat k objednavkam Shoptetu: (a) schvaleny partnersky doplnek pro vsechny e-shopy, (b) privatni token, ale jen pro e-shopy na tarifu Shoptet Premium. Pro bezny Shoptet tarif treti cesta neexistuje.",RQ4;RQ1,H1,"Rozhoduje o tom, pro ktere klienty je denni rekonciliace vubec dostupna"
EK3-005,2026-09-06,12,CZ,vendor_docs,Shoptet Developers – Private API (Premium),https://developers.shoptet.com/home/premium/private-api/,"With Shoptet Premium, your e-shop can access data through the Shoptet API, a RESTful interface. To access the API, you need a private token (32 alphanumeric characters), which you can generate in your administration panel under Connections » Private API (...) You can create and use up to 10 tokens.",en,"Klient na Shoptet Premium si sam vygeneruje az 10 privatnich API tokenu v administraci a muze jeden predat agenture. Zadne schvalovani doplnku, zadne partnerstvi. To je pro DataLayer.cz nejlevnejsi realna cesta k dennimu ctení objednavek.",RQ4;RQ1,H1,Klicova cesta pro tier 3 (klienti 100 mil.+ jsou typicky na Premium)
EK3-006,2026-09-06,12,CZ,vendor_docs,Shoptet API – Basic principles (prava privatnich tokenu),https://api.docs.shoptet.com/shoptet-api/openapi,"Private API tokens use endpoint group rights to control access. Each token is assigned one or more endpoint groups, and each group grants either read, write, or read+write access to the endpoints it contains. When new token is created, all available endpoint groups are granted automatically, so the token can access all API endpoints out of the box. Access can be restricted by removing individual endpoint groups in the eshop administration under Access to API.",en,"Privatni token Shoptet Premium ma ve vychozim stavu prava na VSECHNY endpointy (vcetne zapisu). Klient je musi rucne omezit na skupinu jen pro cteni objednavek. Bez toho drzi agentura token s plnym pristupem do e-shopu - to je smluvni a bezpecnostni riziko, ktere je treba osetrit.",RQ4,H1,Odpoved na bod 5 zadani: technicka opravneni; default je prilis siroky
EK3-007,2026-09-06,12,CZ,vendor_docs,Shoptet API – Rate limiting,https://api.docs.shoptet.com/shoptet-api/openapi,"Rate limiting is at the level of server overload protection (DDoS), whereas the quantity of queries or total volume of data are unlimited. These are therefore the limits of the maximum number of coincident active connections. A maximum of 50 from a single IP address, and a maximum of 3 connections for a single token. If the limit is exceeded, the HTTP code 429 is returned.",en,"Shoptet nema zadnou denni ani mesicni kvotu na pocet dotazu; omezuje jen soubezna spojeni (50/IP, 3/token). Denni stahovani objednavek je tedy z hlediska limitu bez problemu.",RQ4,H1,"Kontrast vuci Upgates, kde kvota existuje a je nizka"
EK3-008,2026-09-06,12,CZ,vendor_docs,"Shoptet API – GET /api/orders (OpenAPI spec, bundle openapi.json)",https://api.docs.shoptet.com/shoptet-api/openapi/orders,"List of orders in e-shop and cash desks. Endpoint supports Paging. For default calls, it returns 50 orders (...) The list can be filtered according to status, transport, payment, date of creation, order number and customer number. The code (code) is the order identifier.",en,"GET /api/orders umi filtr creationTimeFrom / creationTimeTo / changeTimeFrom (ISO 8601), strankuje po 50 polozkach a vraci identifikator objednavky code. Jeden den objednavek e-shopu do 500 objednavek denne = max 10 volani.",RQ4,H1,"Parametry cteny primo z https://api.docs.shoptet.com/_bundle/Shoptet%20API/openapi.json (2,7 MB, 210 endpointu)"
EK3-009,2026-09-06,12,CZ,vendor_docs,Shoptet API – schema odpovedi GET /api/orders (openapi.json),https://api.docs.shoptet.com/_bundle/Shoptet%20API/openapi.json,"orders[].code: ""order number. Caution! This does not have to be just a number, it can also contain letters""; orders[].creationTime: ""date and time, when the order was created. ISO 8601 format.""; orders[].price.withVat: ""price including tax""; orders[].paid: ""flag, whether the order was paid""",en,"Seznam objednavek vraci primo code, creationTime, price.withVat / withoutVat, currencyCode, paid a status. Na dennni srovnani poctu a trzby vuci GA4 tedy neni potreba volat detail objednavky - staci list endpoint.",RQ4,H1,Dulezite pro odhad pracnosti: rekonciliace = 1-10 HTTP volani denne na klienta
EK3-010,2026-09-06,12,CZ,vendor_docs,Shoptet Developers – Data Layer (dokonceni objednavky),https://developers.shoptet.com/shoptet-tools/data-layer/,"""order"": { ""orderNo"": ""2017000027"", (...) ""transactionId"": ""2017000027"", ""transactionAffiliation"": ""fenix.myshoptet.com"", ""transactionTotal"": 444",en,Nativni dataLayer Shoptetu posila na dekovaci strance transactionId shodne s cislem objednavky (orderNo). Presne tato hodnota je i pole code v API. Parovani GA4 purchase.transaction_id vs. objednavka v administraci je tedy 1:1 bez jakekoli transformace.,RQ4;RQ3,H1,Odstranuje nejvetsi technicke riziko diffu po transaction_id na Shoptetu
